# Program:featureCounts v1.6.4; Command:"featureCounts" "-a" "/work/02260/grovesd/lonestar/human_genome/Homo_sapiens.GRCh38.99.gff3" "-p" "-t" "gene" "-g" "ID" "-o" "feature_counts_out.tsv" "-T" "48" "--primary" "human60705_heartReclassedAsLiver_rna_dupsRemoved.bam" "human60705_kidney_rna_dupsRemoved.bam" "human60705_liver_rna_dupsRemoved.bam" "human60705_lung_rna_dupsRemoved.bam" "human61317_heart_rna_dupsRemoved.bam" "human61317_kidney_rna_dupsRemoved.bam" "human61317_liver_rna_dupsRemoved.bam" "human61317_lung_rna_dupsRemoved.bam" "human62789_heart_rna_dupsRemoved.bam" "human62789_kidney_rna_dupsRemoved.bam" "human62789_liver_rna_dupsRemoved.bam" "human62789_lung_rna_dupsRemoved.bam" "human62905_heart_rna_dupsRemoved.bam" "human62905_kidney_rna_dupsRemoved.bam" "human62905_liver_rna_dupsRemoved.bam" "human62905_lung_rna_dupsRemoved.bam" 
Geneid	Chr	Start	End	Strand	Length	human60705_heartReclassedAsLiver_rna_dupsRemoved.bam	human60705_kidney_rna_dupsRemoved.bam	human60705_liver_rna_dupsRemoved.bam	human60705_lung_rna_dupsRemoved.bam	human61317_heart_rna_dupsRemoved.bam	human61317_kidney_rna_dupsRemoved.bam	human61317_liver_rna_dupsRemoved.bam	human61317_lung_rna_dupsRemoved.bam	human62789_heart_rna_dupsRemoved.bam	human62789_kidney_rna_dupsRemoved.bam	human62789_liver_rna_dupsRemoved.bam	human62789_lung_rna_dupsRemoved.bam	human62905_heart_rna_dupsRemoved.bam	human62905_kidney_rna_dupsRemoved.bam	human62905_liver_rna_dupsRemoved.bam	human62905_lung_rna_dupsRemoved.bam
gene:ENSG00000170166	2	176151550	176153226	+	1677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSG00000128645	2	176188668	176190907	+	2240	0	87	0	4	3	10	0	94	0	54	0	29	0	90	2	5
gene:ENSG00000279160	2	176189919	176192538	-	2620	1	1	2	1	0	0	1	0	0	0	0	0	0	1	0	2
gene:ENSG00000128654	2	176269395	176338025	+	68631	715	888	528	395	480	698	493	580	144	1209	406	524	826	1501	315	866
gene:ENSG00000279205	2	176822030	176823653	+	1624	1	32	0	1	0	9	0	0	0	24	0	2	1	12	1	5
gene:ENSG00000170144	2	177212563	177223958	+	11396	2506	2661	1867	2573	2497	2230	2574	3396	419	3002	1856	4297	2784	3666	2335	5386
gene:ENSG00000116044	2	177227595	177392697	-	165103	2010	2404	1446	1673	1818	2608	1732	2743	323	6592	1324	4207	2080	6695	1775	4379
gene:ENSG00000018510	2	177392757	177559299	+	166543	1421	1270	968	765	621	373	581	834	75	903	821	1004	550	850	456	1357
gene:ENSG00000196659	2	177548998	177552796	-	3799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSG00000197557	2	177612999	177618742	-	5744	156	250	88	119	27	153	18	93	17	282	66	131	81	187	31	131
gene:ENSG00000128655	2	177623244	178072777	-	449534	130	34	92	1	8	8	130	1	3	29	274	1	55	49	164	9
gene:ENSG00000284741	2	177628069	178108339	-	480271	39	44	33	32	43	39	46	45	22	47	33	55	46	52	57	42
gene:ENSG00000155636	2	178112424	178139011	+	26588	235	368	165	306	157	225	221	214	44	467	203	250	235	521	130	654
gene:ENSG00000079156	2	178194481	178402893	+	208413	321	117	210	299	94	55	168	256	40	265	446	779	338	249	284	889
gene:ENSG00000180228	2	178431414	178451512	-	20099	819	852	513	750	836	657	649	1120	160	1174	605	1520	950	1517	654	2287
gene:ENSG00000204311	2	178451346	178461409	+	10064	467	445	373	279	375	325	343	397	80	443	345	321	308	436	314	393
gene:ENSG00000079150	2	178463664	178478600	-	14937	205	183	126	236	203	108	222	342	48	287	102	457	319	218	187	711
gene:ENSG00000116095	2	178480457	178516463	+	36007	427	417	266	331	523	303	400	626	50	480	218	621	516	637	421	951
gene:ENSG00000155657	2	178525989	178830802	-	304814	1045	703	294	718	16222	351	291	1303	5179	1006	497	1143	22528	1338	711	8008
gene:ENSG00000279598	2	178554561	178558966	+	4406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSG00000163492	2	178829757	179050086	-	220330	52	40	43	58	347	23	56	437	90	34	31	150	1043	39	122	268
gene:ENSG00000187231	2	179101678	179264832	-	163155	580	1144	382	968	782	412	489	2166	98	765	222	2347	844	1136	460	2357
gene:ENSG00000144331	2	179441982	179861612	-	419631	958	362	720	364	69	586	359	1680	32	674	806	1186	90	659	464	536
gene:ENSG00000163510	2	179944876	180007297	-	62422	457	450	304	536	455	420	581	708	63	626	301	684	535	740	477	1204
gene:ENSG00000279559	2	180801227	180801533	+	307	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
gene:ENSG00000170035	2	180967248	181076585	+	109338	636	789	466	562	484	773	483	695	102	1073	443	889	467	897	367	951
gene:ENSG00000115232	2	181457202	181538940	+	81739	182	190	123	638	23	107	139	318	10	223	121	1494	71	329	357	1712
gene:ENSG00000188452	2	181536672	181680665	-	143994	19	79	10	34	10	57	24	20	7	157	9	85	8	128	57	58
gene:ENSG00000162992	2	181673088	181680876	-	7789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSG00000138434	2	181891730	181930738	+	39009	2438	1547	1820	1762	1791	1388	1594	3622	285	2303	1503	4513	1944	2621	1256	5912
gene:ENSG00000150722	2	181954241	182131398	+	177158	351	98	225	102	137	74	83	100	51	82	270	124	654	93	156	158
gene:ENSG00000115252	2	182140036	182523192	-	383157	115	1828	98	366	183	1885	191	294	245	2234	112	176	384	1706	232	601
gene:ENSG00000077232	2	182716041	182794464	+	78424	1444	1741	971	1450	682	724	591	1410	167	1793	849	1743	1035	1985	804	2813
gene:ENSG00000162998	2	182833275	182866637	-	33363	34	362	44	334	72	134	65	235	104	804	96	364	178	534	137	474
gene:ENSG00000061676	2	182909115	183038858	-	129744	1712	1919	1294	1628	1946	1461	1494	3038	338	2519	1046	3188	2223	2917	1090	4548
gene:ENSG00000162999	2	183078559	183100008	+	21450	48	53	33	46	102	150	74	95	13	159	33	93	230	154	48	191
gene:ENSG00000163002	2	183117513	183161680	+	44168	456	224	295	147	122	117	253	172	26	237	198	197	188	232	218	340
gene:ENSG00000170396	2	184598529	184939492	+	340964	28	65	21	42	21	51	48	51	13	124	16	84	16	161	88	93
gene:ENSG00000188738	2	185738804	185833290	+	94487	118	239	54	100	22	81	24	28	10	261	40	85	124	290	74	194
gene:ENSG00000065548	2	186486253	186509361	+	23109	1126	957	784	844	635	801	1118	1173	83	1201	545	1337	833	1414	870	1684
gene:ENSG00000138448	2	186590056	186680901	+	90846	821	1939	619	1032	1921	1392	829	2234	148	3254	477	2758	2053	4974	796	4471
gene:ENSG00000144369	2	186694060	186765959	+	71900	23	114	7	53	96	63	42	176	19	142	22	196	108	100	61	206
gene:ENSG00000163012	2	186827475	186849208	-	21734	4	1	3	1	0	2	1	1	0	0	2	2	1	1	4	2
gene:ENSG00000064989	2	187341964	187448460	-	106497	489	702	327	2876	536	163	558	2794	96	679	242	7422	890	821	917	6373
gene:ENSG00000003436	2	187464230	187565760	-	101531	2716	1466	2058	2144	967	811	2943	2666	118	1018	1654	3175	796	1136	2585	3646
gene:ENSG00000144366	2	188291669	188595931	+	304263	62	1084	69	416	193	309	160	886	18	791	43	1141	199	1171	135	1346
gene:ENSG00000174325	2	188733738	188790104	-	56367	5	3	4	3	4	4	1	8	1	5	5	5	3	4	14	17
gene:ENSG00000168542	2	188974373	189012746	+	38374	1252	1982	1132	3484	761	276	965	4233	1186	1691	1317	3856	2914	1844	1390	8236
gene:ENSG00000204262	2	189031898	189225312	-	193415	417	408	325	1311	338	118	299	1550	210	507	418	1814	1163	435	453	3983
gene:ENSG00000115368	2	189441446	189475552	+	34107	958	895	657	674	489	404	566	694	154	768	478	781	613	850	620	1548
gene:ENSG00000138449	2	189560579	189583758	-	23180	3528	1093	2854	2102	782	704	1507	2743	197	1986	1952	3039	715	1478	1175	3004
gene:ENSG00000138381	2	189661385	189670831	+	9447	166	120	109	116	200	136	193	189	42	192	170	110	174	170	153	249
gene:ENSG00000286053	2	189661452	189666437	+	4986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSG00000286165	2	189661519	189667881	+	6363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSG00000151687	2	189674290	189761193	+	86904	153	223	123	186	148	146	184	202	23	186	100	248	154	215	132	453
gene:ENSG00000128694	2	189746660	189763227	-	16568	23	36	41	21	12	13	9	31	5	34	13	23	14	20	10	33
gene:ENSG00000128699	2	189770267	189784364	-	14098	911	1067	625	1067	522	457	708	776	115	1067	666	1176	605	1031	697	1638
gene:ENSG00000064933	2	189784085	189877629	+	93545	670	521	440	430	310	351	507	476	48	616	445	515	365	626	444	978
gene:ENSG00000187699	2	189879609	190203484	+	323876	1016	1106	900	898	876	988	1152	1197	283	1324	804	1169	994	1386	1119	1413
gene:ENSG00000138379	2	190055700	190062729	-	7030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSG00000198130	2	190189735	190344193	-	154459	1451	814	1010	344	1132	1311	1610	1057	91	2074	1279	1106	675	2118	1015	1239
gene:ENSG00000151689	2	190343570	190371665	+	28096	683	453	490	513	431	256	652	1125	131	452	341	1479	781	713	661	2674
gene:ENSG00000151690	2	190408355	190509205	+	100851	209	679	162	996	391	468	150	1320	148	832	117	1787	526	1296	204	2182
gene:ENSG00000189362	2	190504338	190534722	-	30385	52	41	57	72	25	21	25	61	22	57	22	142	30	68	24	126
gene:ENSG00000138386	2	190646746	190692766	+	46021	702	593	470	647	680	404	685	973	142	935	563	1335	921	1141	687	2060
gene:ENSG00000115419	2	190880821	190965552	+	84732	50	429	52	206	170	176	128	751	32	658	34	1402	206	834	152	996
gene:ENSG00000115415	2	190908460	191020960	-	112501	2070	2181	1612	2147	646	692	710	1842	187	1852	891	2813	1155	3063	1226	3240
gene:ENSG00000138378	2	191029576	191151596	-	122021	194	239	154	497	93	55	354	372	37	105	429	1162	472	241	808	1717
gene:ENSG00000280083	2	191154118	191156070	-	1953	8	8	14	14	6	6	16	7	6	8	38	10	16	6	7	41
gene:ENSG00000128641	2	191245185	191425389	+	180205	7502	1558	5967	2156	740	842	3234	4000	345	1992	2445	5062	1297	2608	2993	4542
gene:ENSG00000173559	2	191678068	191696664	+	18597	957	1146	609	990	305	214	717	927	15	376	219	1530	352	889	548	2313
gene:ENSG00000168497	2	191834310	191847088	-	12779	514	509	381	1715	1224	346	777	2830	533	499	277	3295	1889	1122	758	4202
gene:ENSG00000144339	2	191949043	192194933	-	245891	36	53	28	71	38	22	16	95	37	57	29	152	175	87	101	178
gene:ENSG00000196950	2	195575977	195737702	+	161726	191	980	143	525	468	604	328	567	62	910	253	836	318	1122	328	1632
gene:ENSG00000118997	2	195737703	196068837	-	331135	56	264	44	197	28	216	53	170	17	327	43	639	50	330	155	434
gene:ENSG00000081320	2	196133583	196176503	-	42921	178	428	128	863	196	104	322	1733	34	204	136	2694	316	385	658	2728
gene:ENSG00000138411	2	196189099	196593684	-	404586	781	323	478	772	395	89	466	863	225	428	174	2686	823	634	1653	4307
gene:ENSG00000144395	2	196639554	196763490	+	123937	204	75	130	35	20	26	46	19	14	318	363	59	35	130	83	85
gene:ENSG00000119041	2	196763035	196799725	-	36691	670	609	473	545	478	598	734	658	76	757	374	622	568	931	426	1184
gene:ENSG00000187944	2	196804415	196810276	-	5862	6	5	2	16	16	32	25	12	3	17	1	8	26	30	7	28
gene:ENSG00000280176	2	196831975	196832190	-	216	0	0	1	0	0	0	1	0	0	1	0	0	1	2	3	0
gene:ENSG00000197121	2	196833004	196927796	-	94793	238	193	133	522	304	234	264	686	32	446	90	948	884	545	303	916
gene:ENSG00000065413	2	196967017	197311173	-	344157	752	548	473	1212	319	283	511	1234	111	544	379	3168	584	960	1207	3169
gene:ENSG00000115524	2	197388515	197435091	-	46577	3466	3026	2561	3361	2538	2703	3253	4272	773	4434	2506	4816	3598	4946	3245	6941
gene:ENSG00000115520	2	197453423	197475308	+	21886	556	439	376	397	381	277	464	800	64	486	239	624	598	753	641	710
gene:ENSG00000144381	2	197486584	197516737	-	30154	3107	1784	2549	1093	2602	3112	5425	12497	307	2467	1617	9903	2109	3601	3889	3278
gene:ENSG00000115541	2	197500140	197503449	+	3310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSG00000270757	2	197500413	197550726	+	50314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSG00000115540	2	197515571	197553699	+	38129	243	265	122	223	444	189	228	384	35	271	170	460	418	271	163	486
gene:ENSG00000162944	2	197568224	197676045	-	107822	74	125	50	168	339	290	272	391	94	198	84	305	251	190	184	494
gene:ENSG00000247626	2	197705369	197708395	+	3027	305	83	231	37	74	52	86	109	8	115	110	80	72	158	101	82
gene:ENSG00000152430	2	197726879	197786762	-	59884	18	30	7	18	18	16	25	22	8	33	16	27	11	25	31	39
gene:ENSG00000115896	2	197804593	198572581	+	767989	111	954	77	233	1383	1225	167	382	209	2010	51	630	1852	2196	366	774
gene:ENSG00000119042	2	199269500	199471266	-	201767	278	438	179	88	156	408	372	268	15	559	229	115	58	347	240	257
gene:ENSG00000226124	2	199760544	199851173	-	90630	589	235	405	108	47	109	160	59	12	279	291	78	111	280	168	142
gene:ENSG00000178074	2	199911293	199955935	+	44643	416	276	324	262	229	180	246	480	25	408	187	494	353	487	190	614
gene:ENSG00000162971	2	199928913	199955736	-	26824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSG00000162972	2	199955317	200008540	+	53224	618	298	473	190	222	208	388	221	44	459	332	214	280	557	277	415
gene:ENSG00000196141	2	200305881	200482264	+	176384	2013	2477	1572	1335	1340	840	1356	1810	234	1808	1716	1957	1536	1959	1101	2509
gene:ENSG00000155729	2	200488958	200519784	-	30827	386	385	288	332	322	259	258	276	52	414	238	352	271	463	149	540
gene:ENSG00000163535	2	200510008	200584096	+	74089	83	40	52	52	31	29	53	68	10	76	26	95	58	50	72	220
gene:ENSG00000138356	2	200586014	200677064	+	91051	11826	2907	10175	1518	802	248	4564	1517	44	1935	4355	577	535	2681	3781	2622
gene:ENSG00000082153	2	200810594	200827338	+	16745	1783	1298	1405	1231	832	627	1542	1684	173	1537	1241	1836	1005	1525	1607	2370
gene:ENSG00000013441	2	200853009	200864744	-	11736	2158	2009	1485	2509	2584	2427	3583	7113	611	2592	1657	6418	3488	3785	3726	6081
gene:ENSG00000240344	2	200870907	200889303	-	18397	530	587	374	449	188	263	328	426	53	508	335	478	231	442	273	608
gene:ENSG00000196290	2	200889327	200903938	+	14612	413	454	270	275	131	278	223	225	46	524	187	238	231	501	128	465
gene:ENSG00000115942	2	200908977	200963680	-	54704	803	603	475	491	194	289	367	566	112	702	361	726	568	805	457	1236
gene:ENSG00000155744	2	200973718	201071671	-	97954	854	960	590	818	682	758	748	1077	168	1297	595	1404	1377	1502	934	2722
gene:ENSG00000119013	2	201071433	201085750	+	14318	357	364	296	246	501	392	297	255	154	483	200	271	545	472	263	438
gene:ENSG00000003402	2	201116154	201176687	+	60534	2826	3655	2102	6238	4272	3428	3991	8596	1713	3751	1628	10598	7644	5400	3443	14243
gene:ENSG00000003400	2	201182898	201229406	+	46509	439	621	332	705	512	606	405	1726	287	552	322	2121	375	684	511	2330
gene:ENSG00000064012	2	201233443	201287711	+	54269	561	692	384	1098	263	454	325	1057	68	578	345	1338	322	750	416	1785
gene:ENSG00000155749	2	201288271	201357398	-	69128	31	26	15	77	193	117	71	130	21	91	27	202	171	125	66	333
gene:ENSG00000115993	2	201377207	201451500	-	74294	714	945	445	1124	1449	913	643	1491	332	1288	407	1223	1696	1362	399	2243
gene:ENSG00000082146	2	201387858	201480846	+	92989	813	644	616	343	285	453	745	270	107	958	837	375	530	1019	536	563
gene:ENSG00000155754	2	201487421	201619178	-	131758	99	111	64	132	140	209	136	145	45	149	72	169	249	241	139	289
gene:ENSG00000155755	2	201620184	201643570	-	23387	199	282	109	507	248	247	82	450	40	455	42	639	271	378	54	913
gene:ENSG00000082126	2	201644870	201698694	-	53825	23	26	17	32	8	10	11	20	7	15	19	18	32	15	46	115
gene:ENSG00000003393	2	201700267	201780956	-	80690	1207	680	893	480	653	625	744	1018	161	1065	738	1139	891	1281	631	1796
gene:ENSG00000138395	2	201790461	201895550	+	105090	26	39	19	66	18	11	27	77	13	41	16	104	31	29	88	214
gene:ENSG00000155760	2	202034587	202038445	+	3859	33	199	26	199	686	189	72	688	56	434	25	284	432	786	20	368
gene:ENSG00000182329	2	202073255	202205188	+	131934	504	408	444	459	301	316	378	435	70	439	291	705	276	427	401	612
gene:ENSG00000116030	2	202206180	202238608	-	32429	823	731	685	630	571	604	799	835	110	902	623	897	641	951	799	1104
gene:ENSG00000055044	2	202265736	202303661	+	37926	1444	1031	990	929	945	700	1255	2510	116	957	556	1864	1015	1132	1318	1867
gene:ENSG00000204217	2	202376327	202567751	+	191425	1151	1513	839	2512	1679	935	1108	3014	319	1977	801	6335	2210	2472	1363	7942
gene:ENSG00000138439	2	202634969	202769757	+	134789	176	372	119	239	130	397	543	578	33	540	158	803	165	540	342	520
gene:ENSG00000163596	2	202773150	202871985	-	98836	150	453	122	375	138	200	93	201	50	557	69	508	304	387	154	516
gene:ENSG00000138442	2	202874782	203014798	-	140017	796	527	555	245	290	285	288	245	61	614	292	242	350	637	284	520
gene:ENSG00000138380	2	202912214	202988263	+	76050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSG00000144426	2	203014879	203226378	+	211500	1794	1375	1286	1372	830	1149	1040	2055	311	1738	956	3188	1262	2330	1427	2804
gene:ENSG00000119004	2	203238977	203306026	+	67050	570	545	431	465	394	505	448	738	66	589	446	686	381	684	480	1158
gene:ENSG00000138443	2	203328239	203447728	+	119490	90	163	79	123	87	99	95	164	42	214	88	262	139	239	122	289
gene:ENSG00000173166	2	203394345	203535335	-	140991	571	151	396	158	60	83	118	356	25	183	451	677	120	253	243	493
gene:ENSG00000178562	2	203706475	203738912	+	32438	51	48	20	102	9	1	12	111	2	33	70	414	31	65	160	279
gene:ENSG00000163599	2	203867771	203873965	+	6195	4	30	2	154	10	4	6	159	3	2	1	88	15	24	12	131
gene:ENSG00000163600	2	203936763	203961577	+	24815	9	13	2	42	2	2	11	123	1	4	8	433	1	19	39	72
gene:ENSG00000116117	2	204545475	205620162	+	1074688	786	984	510	960	260	518	395	1254	108	1564	371	2022	474	1849	715	2043
gene:ENSG00000118257	2	205681990	205798133	+	116144	529	506	433	1255	276	86	528	2727	204	329	137	2673	472	460	698	3814
gene:ENSG00000114933	2	205993721	206086303	-	92583	324	538	255	394	324	256	385	566	85	526	269	614	399	633	433	1085
gene:ENSG00000023228	2	206114817	206159509	-	44693	1771	1347	1492	639	1209	872	636	711	528	2105	939	881	2763	2255	767	1536
gene:ENSG00000114942	2	206159585	206162928	+	3344	733	652	662	531	408	319	524	648	146	596	482	604	485	652	541	746
gene:ENSG00000183671	2	206175316	206218047	-	42732	20	20	11	7	9	8	9	20	6	22	11	21	25	23	34	31
gene:ENSG00000204186	2	206274663	206314427	+	39765	117	209	84	112	113	119	97	90	20	187	44	160	282	350	139	306
gene:ENSG00000114948	2	206443532	206621127	+	177596	63	68	32	106	782	58	46	161	262	77	16	109	1802	80	127	348
gene:ENSG00000235118	2	206642412	206649011	+	6600	1	0	0	0	0	0	1	1	0	1	0	0	5	0	1	2
gene:ENSG00000232125	2	206651621	206718396	-	66776	9	9	4	8	6	5	6	12	2	10	10	25	9	13	34	21
gene:ENSG00000138400	2	206737763	206765328	-	27566	32	280	29	177	1	69	3	27	6	293	15	238	56	276	20	214
gene:ENSG00000118246	2	206765357	206796189	+	30833	1136	678	764	556	454	299	304	542	111	701	458	614	809	741	371	939
gene:ENSG00000144410	2	206939518	206969474	+	29957	41	56	31	4	61	93	69	42	5	127	13	36	57	142	55	82
gene:ENSG00000118263	2	207074137	207167267	-	93131	612	1000	471	1034	719	374	489	1791	231	830	460	3689	867	1130	556	3079
gene:ENSG00000118260	2	207529737	207605988	+	76252	151	198	115	169	217	192	221	416	71	225	92	551	240	292	168	578
gene:ENSG00000144401	2	207580631	207625928	-	45298	344	226	268	136	189	232	200	365	53	257	189	315	189	348	181	361
gene:ENSG00000163249	2	207711540	207761839	+	50300	753	468	502	464	214	192	619	893	85	515	930	1040	333	586	672	749
gene:ENSG00000163251	2	207762598	207769906	-	7309	1591	453	1206	239	124	164	955	1488	32	270	947	543	128	590	706	495
gene:ENSG00000178385	2	207821288	208025527	-	204240	940	373	605	395	360	262	538	900	83	456	249	835	497	660	516	1131
gene:ENSG00000118231	2	208121607	208124524	-	2918	2	1	0	0	1	0	0	0	0	0	0	2	2	2	0	0
gene:ENSG00000163254	2	208128137	208129828	-	1692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSG00000182187	2	208142573	208146158	-	3586	5	4	2	1	0	1	4	4	1	3	4	1	6	5	6	3
gene:ENSG00000168582	2	208160740	208163589	-	2850	0	0	0	3	0	0	0	3	0	0	1	0	1	1	2	2
gene:ENSG00000188674	2	208165343	208190030	-	24688	12	9	7	0	4	5	1	4	4	10	7	3	4	12	23	10
gene:ENSG00000138413	2	208236227	208266074	-	29848	3376	843	2858	997	357	510	1187	1265	104	1816	2407	655	444	1355	906	1036
gene:ENSG00000115020	2	208266255	208358746	+	92492	948	636	571	632	567	787	725	1026	88	1162	602	1349	859	1475	640	2289
gene:ENSG00000144407	2	208359714	208854503	+	494790	320	1686	125	82	47	905	89	95	26	1905	63	107	50	2184	170	198
gene:ENSG00000078018	2	209424058	209734118	+	310061	315	333	208	890	216	221	382	1111	78	365	116	1591	377	368	433	2159
gene:ENSG00000144406	2	209771832	209999300	+	227469	42	32	36	48	11	15	43	49	12	115	12	69	23	97	86	52
gene:ENSG00000197713	2	210002565	210022260	+	19696	620	608	405	394	265	425	462	514	48	785	262	614	363	871	322	1014
gene:ENSG00000144445	2	210021421	210171409	-	149989	1082	1978	744	1187	821	1197	1209	1967	128	2244	714	2345	856	2747	741	2912
gene:ENSG00000115361	2	210187126	210225447	-	38322	1178	684	827	400	56	372	416	677	13	852	623	627	86	821	393	385
gene:ENSG00000168530	2	210290150	210315174	-	25025	0	0	2	1	1	2	1	3	2	4	1	10	3	6	3	3
gene:ENSG00000115365	2	210431249	210477652	-	46404	1006	982	691	884	458	845	286	801	120	1815	409	1436	836	1732	324	1805
gene:ENSG00000021826	2	210477682	210679107	+	201426	13784	199	10113	531	567	143	8234	107	37	196	6087	146	702	251	8076	261
gene:ENSG00000178568	2	211375717	212538841	-	1163125	248	1119	177	175	339	1920	161	325	103	1813	113	521	526	1906	460	433
gene:ENSG00000030419	2	212999691	213152427	-	152737	96	135	70	143	95	99	81	335	6	191	89	489	143	250	235	621
gene:ENSG00000144451	2	213284379	214410501	+	1126123	659	950	478	505	207	485	279	357	76	1159	473	923	446	1024	650	894
gene:ENSG00000174453	2	214411054	214578976	+	167923	14	20	8	19	6	18	16	14	7	22	8	19	12	23	40	25
gene:ENSG00000138376	2	214725646	214809683	-	84038	123	95	63	159	80	53	76	356	17	97	42	313	200	121	136	424
gene:ENSG00000144452	2	214931542	215138626	-	207085	36	112	16	32	10	23	52	24	9	50	13	38	28	88	117	58
gene:ENSG00000138363	2	215311956	215349773	+	37818	1069	1041	834	526	482	406	594	758	79	810	435	530	481	872	379	828
gene:ENSG00000115414	2	215360440	215436073	-	75634	13169	2441	12180	8856	1781	1110	2961	9739	1127	2236	9649	15138	4845	3222	4439	15866
gene:ENSG00000118242	2	215942584	216034096	-	91513	576	160	316	191	29	90	140	286	6	219	429	350	40	263	202	282
gene:ENSG00000115425	2	215996329	216082955	-	86627	1693	594	1452	200	54	238	446	194	42	717	1291	323	165	691	518	340
gene:ENSG00000163449	2	216081866	216102783	+	20918	40	157	35	27	4	48	26	17	7	137	78	17	7	70	27	66
gene:ENSG00000079246	2	216107464	216206303	+	98840	2625	2520	2138	2008	1357	1209	1411	2178	342	2330	1442	2811	1714	2376	1222	3463
gene:ENSG00000279348	2	216211404	216213519	+	2116	11	34	7	24	25	38	14	31	5	72	17	44	31	58	4	109
gene:ENSG00000144583	2	216257865	216372483	-	114619	42	25	12	19	3	14	23	15	6	15	15	45	11	20	65	29
gene:ENSG00000138375	2	216412414	216483053	+	70640	291	433	232	285	220	321	261	484	73	441	174	605	331	473	233	780
gene:ENSG00000197756	2	216498825	216579180	+	80356	948	971	817	818	800	777	824	979	285	741	575	809	794	960	731	1215
gene:ENSG00000115457	2	216632828	216664436	+	31609	2866	1005	2628	836	407	692	912	488	154	903	720	666	407	1119	430	631
gene:ENSG00000115461	2	216672105	216695549	-	23445	2013	5137	2376	3331	3927	2747	3416	5540	1798	8718	641	4330	5719	8079	1064	5389
gene:ENSG00000118245	2	216859458	216860064	-	607	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
gene:ENSG00000079308	2	217799588	218033982	-	234395	4102	8869	3301	9480	4843	3271	4220	13794	2222	5988	2576	17743	8914	8374	3212	17163
gene:ENSG00000188282	2	218034960	218090581	+	55622	244	15	211	58	6	11	58	18	3	6	108	107	17	22	169	239
gene:ENSG00000180871	2	218125289	218137251	+	11963	64	13	35	214	44	9	385	33	2	13	40	83	149	52	385	676
gene:ENSG00000163464	2	218162841	218166962	-	4122	37	11	22	188	50	5	252	50	2	4	18	87	117	45	367	942
gene:ENSG00000163466	2	218217141	218254356	+	37216	1411	1982	1187	2540	1273	1055	1380	3176	408	1634	861	4167	1813	2069	1891	4471
gene:ENSG00000179921	2	218259496	218263861	+	4366	15	16	14	38	30	87	24	36	3	42	28	32	52	28	21	55
gene:ENSG00000127837	2	218264123	218270257	-	6135	1297	1216	1081	823	892	849	734	1934	204	1249	754	1363	958	1407	554	1548
gene:ENSG00000127838	2	218270392	218346793	+	76402	2808	1713	2296	633	609	938	2087	1475	195	1294	1356	969	696	1738	1115	1079
gene:ENSG00000135926	2	218274197	218292586	-	18390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSG00000158428	2	218356857	218368099	+	11243	35	121	29	132	7	161	42	85	6	202	28	180	14	179	45	144
gene:ENSG00000018280	2	218382029	218396894	+	14866	450	564	341	5228	170	105	586	4770	18	120	79	4735	731	415	1669	9258
gene:ENSG00000144579	2	218398256	218405941	+	7686	1591	1828	1433	1715	1265	1138	1150	1684	483	1863	1738	2181	1570	2019	964	2656
gene:ENSG00000127831	2	218419121	218453295	+	34175	388	342	411	20	14	29	513	9	8	564	273	27	24	520	284	47
gene:ENSG00000135913	2	218450251	218568351	-	118101	253	149	178	164	63	84	201	262	26	180	91	420	165	281	340	504
gene:ENSG00000144580	2	218568580	218597080	+	28501	767	801	518	722	674	568	567	984	148	695	551	1281	1033	1081	650	1672
gene:ENSG00000115556	2	218607855	218637184	+	29330	95	409	72	167	153	861	102	172	41	824	79	183	153	1356	124	363
gene:ENSG00000115568	2	218637916	218659655	-	21740	350	570	286	369	424	329	209	547	105	544	174	528	429	683	159	1054
gene:ENSG00000074582	2	218658764	218663443	+	4680	807	677	662	332	521	361	385	370	113	650	439	327	534	591	286	734
gene:ENSG00000163481	2	218663892	218672002	-	8111	318	386	221	259	339	263	288	367	85	358	236	265	281	414	175	613
gene:ENSG00000163482	2	218672069	218702716	+	30648	497	1282	403	546	341	905	431	1014	75	1226	319	979	341	1244	290	1476
gene:ENSG00000135912	2	218710835	218755416	+	44582	453	521	316	384	360	192	353	758	79	297	657	852	435	430	276	1246
