# Program:featureCounts v1.6.4; Command:"featureCounts" "-a" "/work/02260/grovesd/lonestar/honeybee_genome/GCF_003254395.2_Amel_HAv3.1_genomic.gff" "-p" "-t" "gene" "-g" "ID" "-o" "feature_counts_out.tsv" "-T" "36" "--primary" "SRR445999_dupsRemoved.bam" "SRR446000_dupsRemoved.bam" "SRR446001_dupsRemoved.bam" "SRR446002_dupsRemoved.bam" "SRR446003_dupsRemoved.bam" "SRR446004_dupsRemoved.bam" "SRR446005_dupsRemoved.bam" "SRR446006_dupsRemoved.bam" "SRR446007_dupsRemoved.bam" "SRR446008_dupsRemoved.bam" "SRR446009_dupsRemoved.bam" "SRR446010_dupsRemoved.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR445999_dupsRemoved.bam	SRR446000_dupsRemoved.bam	SRR446001_dupsRemoved.bam	SRR446002_dupsRemoved.bam	SRR446003_dupsRemoved.bam	SRR446004_dupsRemoved.bam	SRR446005_dupsRemoved.bam	SRR446006_dupsRemoved.bam	SRR446007_dupsRemoved.bam	SRR446008_dupsRemoved.bam	SRR446009_dupsRemoved.bam	SRR446010_dupsRemoved.bam
gene-LOC107964839	NC_037645.1	11793015	11799493	+	6479	4854	7349	3758	3913	4054	7067	4403	5251	2444	3544	4366	3035
gene-LOC724870	NC_037645.1	11801148	11819476	-	18329	43358	48597	26969	27574	27747	34101	39866	44458	25292	36798	34615	30445
gene-LOC102656792	NC_037645.1	11820146	11822555	-	2410	7	17	4	11	4	15	3	2	3	3	9	5
gene-LOC409637	NC_037645.1	11823155	11824853	+	1699	18015	24370	17813	18601	18222	24586	16786	18388	14571	17660	19259	14753
gene-LOC726778	NC_037645.1	11825193	11829807	-	4615	7129	10004	5866	6061	6383	9050	6686	8179	4527	6711	8086	5558
gene-LOC551888	NC_037645.1	11830364	11834188	+	3825	6237	9118	5103	5043	5442	7620	5942	7315	3947	5408	6509	4811
gene-LOC412504	NC_037645.1	11835416	11837619	-	2204	4073	6088	3481	3392	3605	5147	3673	4625	2561	3566	4123	3370
gene-LOC726811	NC_037645.1	11838297	11839671	+	1375	1929	2778	1741	1725	1794	2640	1685	2158	1371	1739	2024	1483
gene-LOC726822	NC_037645.1	11840280	11842752	-	2473	6189	9084	5815	5857	5705	8475	5538	6874	4496	5938	6899	5261
gene-LOC409353	NC_037645.1	11842950	11847665	-	4716	4192	5779	3309	3707	3612	5565	4113	4655	2835	3901	4643	3272
gene-Hex70a	NC_037645.1	11848693	11852800	-	4108	1057	8914	3114	5920	879	1323	337	223	302	606	552	313
gene-HEX70b	NC_037645.1	11855314	11859108	-	3795	4974	5100	3809	3197	3113	4082	3050	3369	2371	4618	3884	3097
gene-LOC107964857	NC_037645.1	11861933	11864248	+	2316	12	16	5	13	8	7	8	18	6	3	10	10
gene-Hex70c	NC_037645.1	11864211	11868236	-	4026	25	56	40	33	28	33	13	15	11	18	18	30
gene-LOC102653693	NC_037645.1	11871338	11872271	-	934	24	16	36	16	6	28	2	2	4	62	6	4
gene-LOC726874	NC_037645.1	11874574	11878849	+	4276	5388	8078	4964	4814	5117	7593	5005	6152	3852	5122	6068	4489
gene-LOC412722	NC_037645.1	11879322	11884726	-	5405	8504	11231	6353	6687	6973	10561	7702	9006	4547	6888	8222	6351
gene-LOC100577519	NC_037645.1	11889157	11891739	+	2583	1292	1834	1119	1131	1104	1797	1205	1396	986	1216	1603	1086
gene-LOC725910	NC_037645.1	11890220	11897569	-	7350	13554	18889	9073	9644	10574	16910	13912	15067	7256	10437	12752	9557
gene-LOC725941	NC_037645.1	11899545	11904662	+	5118	2958	4876	2566	2501	2651	4042	3202	3681	1766	2583	3081	2080
gene-LOC409511	NC_037645.1	11905905	11917624	+	11720	6955	9672	5639	5456	5109	7586	6072	6241	4049	5697	5682	5039
gene-LOC552794	NC_037645.1	11919499	11926915	-	7417	6480	9867	3899	3654	4488	7228	5631	7772	2953	4908	6075	4329
gene-LOC552010	NC_037645.1	11927370	11930704	+	3335	3434	5128	2942	3087	3191	4418	3327	4025	2625	3426	4033	2816
gene-LOC726315	NC_037645.1	11933418	11936642	+	3225	160	221	184	174	153	225	129	165	83	126	142	131
gene-LOC726341	NC_037645.1	11936687	11938408	-	1722	3975	5606	3857	3721	3864	5493	3527	4398	3082	3865	4547	3651
gene-LOC412728	NC_037645.1	11939601	11942810	+	3210	7555	11006	6597	6552	6823	10037	6921	8875	5441	7158	8510	6525
gene-LOC726383	NC_037645.1	11943119	11944621	-	1503	811	1264	772	760	757	1146	696	916	612	714	967	727
gene-LOC113218929	NC_037645.1	11945360	11947038	-	1679	1430	2288	1337	1366	1600	2255	1321	1803	1220	1429	1716	1329
gene-LOC551297	NC_037645.1	11946841	11952425	+	5585	9842	12896	7543	7554	7548	10892	8830	10139	5273	7932	8866	6843
gene-LOC412299	NC_037645.1	11961406	11966190	-	4785	2371	4672	1246	1395	1356	2334	2081	2785	1135	1776	1861	1360
gene-LOC113218924	NC_037645.1	11961448	11964018	+	2571	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC107964882	NC_037645.1	11965427	11970203	+	4777	355	813	132	214	173	385	320	495	156	282	324	222
gene-LOC113218923	NC_037645.1	11966446	11977976	-	11531	4607	9892	2171	2657	2506	4302	4651	5706	2217	3693	3713	2736
gene-LOC100577676	NC_037645.1	11982191	11984171	-	1981	956	1310	696	792	878	1221	845	1057	678	867	1087	802
gene-LOC551720	NC_037645.1	11986436	11993665	+	7230	12219	14900	9302	10614	10543	17893	10093	12106	9055	9592	12779	8989
gene-LOC726832	NC_037645.1	11994201	11997343	-	3143	2359	3502	1860	1892	2143	3180	2164	2796	1612	2105	2717	1971
gene-LOC409533	NC_037645.1	11997541	12002750	-	5210	30506	36907	24327	24140	25441	31954	29756	32301	23282	31233	30803	29919
gene-LOC726819	NC_037645.1	12004510	12007785	+	3276	2812	4132	2417	2344	2463	3841	2548	2977	1648	2308	2717	2009
gene-LOC413215	NC_037645.1	12011694	12102557	-	90864	1206	2248	822	746	1019	1601	1149	2075	870	1065	1250	1242
gene-LOC726625	NC_037645.1	12109954	12127894	+	17941	1493	2218	725	488	1495	1066	535	1670	538	1562	1353	819
gene-LOC102655158	NC_037645.1	12121457	12125185	-	3729	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC107964859	NC_037645.1	12127846	12132187	-	4342	38	44	19	8	20	29	18	27	15	24	22	21
gene-LOC100578928	NC_037645.1	12132697	12138473	+	5777	212	237	116	98	181	156	159	154	96	185	226	136
gene-LOC726571	NC_037645.1	12143750	12146804	+	3055	766	1129	791	740	757	1253	619	797	467	657	837	598
gene-LOC413885	NC_037645.1	12150275	12152680	-	2406	3256	4954	2798	3005	2939	4227	3061	3703	1871	2676	3219	2573
gene-LOC412092	NC_037645.1	12154084	12175342	+	21259	14912	24053	9683	10569	11589	18429	13400	16523	7848	11305	12829	10292
gene-LOC551954	NC_037645.1	12179439	12180914	-	1476	2161	3249	2235	2041	1971	3114	1895	2328	1509	1941	2235	1865
gene-LOC724320	NC_037645.1	12181235	12182933	+	1699	1310	1962	1387	1306	1291	2037	1171	1393	964	1379	1535	1165
gene-LOC411894	NC_037645.1	12183077	12209596	-	26520	648	372	136	122	408	273	571	927	304	488	962	1283
gene-LOC724398	NC_037645.1	12211816	12216495	+	4680	396	543	376	351	334	516	302	365	291	315	433	316
gene-LOC107964902	NC_037645.1	12212551	12213841	+	1291	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC724443	NC_037645.1	12219249	12223674	-	4426	1016	1695	796	819	899	1524	908	1010	433	672	785	631
gene-LOC411290	NC_037645.1	12226610	12243273	-	16664	3969	4420	1775	1837	2649	3100	4332	4602	1786	3299	3465	3103
gene-LOC724225	NC_037645.1	12243859	12248389	-	4531	396	692	274	288	327	426	305	417	240	372	421	321
gene-LOC100576105	NC_037645.1	12250185	12250841	-	657	12	23	12	10	23	27	12	16	20	19	23	21
gene-LOC102656765	NC_037645.1	12251357	12262656	-	11300	7034	10718	6721	6123	7302	9842	5110	8574	6723	8163	10247	7320
gene-LOC412161	NC_037645.1	12263746	12291782	-	28037	4108	8320	3311	2806	3046	4662	3357	5391	3274	4224	5067	3554
gene-Mir3747a	NC_037645.1	12267476	12267542	+	67	0	0	0	0	0	0	0	0	0	0	0	0
gene-Mir3747b	NC_037645.1	12268086	12268186	+	101	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC113218930	NC_037645.1	12291360	12291927	+	568	139	185	91	72	72	164	106	134	60	113	117	110
gene-LOC410101	NC_037645.1	12293379	12321873	+	28495	15576	24622	9081	8921	9967	15620	13024	17741	7181	11786	13896	10040
gene-LOC551104	NC_037645.1	12324914	12326993	+	2080	3130	4606	2859	2921	2899	4166	3087	3522	2505	3143	3673	2699
gene-LOC412694	NC_037645.1	12327215	12338293	-	11079	12430	16716	10817	11262	10507	15315	10366	11189	6734	10307	10593	9055
gene-TRNAS-UGA	NC_037645.1	12336811	12336892	+	82	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC552721	NC_037645.1	12340751	12345781	+	5031	6957	11449	6301	6548	6315	10310	6823	7229	3073	5410	5699	4681
gene-LOC412125	NC_037645.1	12350080	12353903	-	3824	4134	6271	3309	3275	3428	5395	3670	4353	1867	3163	3475	2814
gene-PGRP-S3	NC_037645.1	12354564	12356480	+	1917	1792	3155	2128	2432	2149	2841	2028	1973	1540	2145	2735	1869
gene-LOC552310	NC_037645.1	12358312	12362071	-	3760	3324	4860	2859	2551	2764	3737	3071	3940	2217	3316	3644	2838
gene-LOC552290	NC_037645.1	12363432	12367603	-	4172	5221	7765	5182	5063	5002	7540	5038	5772	3554	4953	5735	4252
gene-LOC727101	NC_037645.1	12367501	12373748	+	6248	2384	3837	1620	1483	1536	2533	1958	2727	1085	1921	2031	1594
gene-LOC551021	NC_037645.1	12377044	12384444	-	7401	4151	7190	2753	2683	2873	4960	3611	4802	2079	3168	3566	2700
gene-LOC107964896	NC_037645.1	12378161	12378908	+	748	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC724439	NC_037645.1	12387152	12393402	+	6251	21899	27083	11349	11264	13469	17007	20904	19431	11633	18354	20882	16562
gene-LOC552223	NC_037645.1	12396314	12398408	-	2095	6758	10043	6188	6395	5911	9480	6278	7242	4509	6296	6844	5254
gene-LOC413195	NC_037645.1	12398979	12406222	+	7244	14991	21151	10405	10448	12269	17487	14699	17895	9015	12841	15424	11819
gene-LOC552180	NC_037645.1	12408143	12409642	+	1500	5030	7415	4766	4812	4785	6848	4569	5797	3921	4895	5654	4435
gene-LOC413196	NC_037645.1	12410252	12411377	-	1126	3665	5261	3340	3310	3418	4695	3485	4189	2786	3800	4208	3069
gene-LOC724613	NC_037645.1	12412060	12457985	+	45926	895	2809	420	590	446	658	1062	1436	663	971	948	800
gene-LOC100578157	NC_037645.1	12460285	12462654	-	2370	336	731	260	223	226	379	240	509	286	333	458	237
gene-LOC113218937	NC_037645.1	12462576	12464984	-	2409	693	1321	610	476	586	893	514	1027	790	1001	1148	674
gene-LOC413197	NC_037645.1	12466659	12490251	+	23593	9902	17163	7917	7398	7485	12266	7845	12329	7626	11025	13822	8279
gene-LOC409814	NC_037645.1	12494038	12500534	+	6497	2694	4394	1509	1335	1572	2851	2075	2579	1195	2355	2333	1709
gene-LOC724786	NC_037645.1	12500646	12501843	-	1198	1782	2345	1519	1435	1534	2130	1474	1825	1389	1694	1928	1485
gene-Mir278	NC_037645.1	12508871	12508962	+	92	13	16	7	11	15	24	10	14	10	4	12	16
gene-LOC100576760	NC_037645.1	12510436	12514905	+	4470	3119	4908	3059	2657	2931	4513	2923	3608	2317	3104	3627	2570
gene-LOC412950	NC_037645.1	12514408	12518219	-	3812	5171	7814	3810	3863	4303	6136	5082	6074	3335	4709	5616	4049
gene-LOC409403	NC_037645.1	12520066	12523308	-	3243	6490	8880	5217	4827	5276	7732	5877	6858	3822	5622	6526	5071
gene-LOC724935	NC_037645.1	12523712	12526794	+	3083	5173	7321	3970	4092	4384	6548	5337	5712	3179	4678	5507	3606
gene-LOC100577033	NC_037645.1	12528380	12531670	+	3291	3659	5032	3158	2998	3272	4811	3427	4102	2664	3663	4216	2765
gene-LOC412254	NC_037645.1	12532209	12547220	+	15012	9629	17578	6716	5857	6665	10321	7925	12496	6452	9549	10893	7471
gene-LOC113218568	NC_037645.1	12548838	12553557	+	4720	1954	3192	1810	1618	1609	2931	1485	2039	1390	1799	2430	1517
gene-LOC413264	NC_037645.1	12555229	12558191	+	2963	589	1216	265	821	533	86	755	633	476	727	749	921
gene-LOC409843	NC_037645.1	12558255	12593268	-	35014	1756	4481	774	897	2214	2602	834	2004	1808	1866	1501	1522
gene-LOC100577071	NC_037645.1	12596292	12598301	+	2010	30	43	15	7	14	31	10	20	14	10	15	24
gene-LOC725135	NC_037645.1	12602540	12604446	+	1907	572	919	592	601	504	850	540	653	409	537	645	514
gene-LOC413263	NC_037645.1	12603686	12610248	-	6563	675	999	534	652	699	925	831	814	473	860	1035	587
gene-LOC551863	NC_037645.1	12611929	12619978	-	8050	301	373	96	147	142	188	200	226	136	197	169	258
gene-LOC413418	NC_037645.1	12620448	12626103	-	5656	4394	6373	3659	3516	3833	5864	4308	5587	2954	3954	4964	3416
gene-TRNAW-CCA-2	NC_037645.1	12627232	12627303	+	72	8	12	0	5	3	7	2	8	0	2	4	3
gene-LOC412584	NC_037645.1	12627654	12630600	+	2947	3798	5550	2957	3007	3085	4989	3792	4220	2104	3194	3568	2600
gene-LOC725334	NC_037645.1	12630910	12632788	-	1879	443	785	498	416	446	728	457	574	332	445	539	493
gene-LOC411237	NC_037645.1	12634153	12640144	+	5992	5269	7993	4165	4198	4730	7001	5204	6461	3214	4934	5688	4200
gene-LOC408955	NC_037645.1	12640038	12646425	-	6388	28548	40590	31662	30143	28816	46170	25134	30439	19596	25958	28038	24866
gene-LOC100577363	NC_037645.1	12643483	12656207	+	12725	180	450	374	409	259	746	136	183	118	159	209	139
gene-LOC725485	NC_037645.1	12656853	12679647	-	22795	16709	32151	13867	12246	13350	18505	13241	23137	13942	17927	22486	15625
gene-LOC412959	NC_037645.1	12684341	12702391	+	18051	4523	8537	3698	3520	3685	6204	3879	5215	2615	4162	4986	3653
gene-LOC113218921	NC_037645.1	12684476	12684931	-	456	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC411362	NW_020555794.1	15628	21494	+	5867	11051	17056	9421	9024	9852	15122	10481	13625	7307	9862	12741	9141
gene-LOC409032	NW_020555794.1	22086	25094	-	3009	6066	8949	5179	5464	5207	8057	5565	7092	3957	5493	6289	4805
gene-LOC102655357	NC_037646.1	32209	39652	-	7444	88	159	75	85	78	154	90	92	56	76	96	69
gene-LOC726880	NC_037646.1	32514	112375	+	79862	2571	3727	2321	2555	2076	3379	2799	2637	1515	2522	2498	1816
gene-LOC727173	NC_037646.1	176224	276315	+	100092	1804	2320	1243	1288	1586	1848	1056	2056	1237	1383	2198	1578
gene-LOC409268	NC_037646.1	277110	287409	-	10300	14759	22568	9301	9145	10420	15103	13884	17028	8403	12994	14599	11465
gene-LOC409388	NC_037646.1	287399	289992	+	2594	5956	8182	4880	4870	4930	7061	5197	6236	3968	5216	5983	4803
gene-LOC102655897	NC_037646.1	290976	293203	+	2228	104	178	95	86	90	165	98	129	82	72	85	83
gene-LOC409433	NC_037646.1	293650	314243	-	20594	7115	11174	5894	5679	6234	9048	6131	8407	4706	6443	7736	5795
gene-LOC412318	NC_037646.1	298284	300499	+	2216	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC102655064	NC_037646.1	350748	355991	-	5244	129	88	103	130	102	155	58	52	42	55	136	82
gene-LOC107964022	NC_037646.1	356430	390235	+	33806	7194	10805	4676	4414	4418	7435	5576	7479	3453	5566	6357	4963
gene-LOC102656465	NC_037646.1	397832	503779	+	105948	7811	17461	3624	3690	3512	5634	5720	10845	3038	5078	5250	4229
gene-LOC107965817	NC_037646.1	514173	521904	+	7732	1229	1959	1143	1210	1150	1566	1077	1397	869	1150	1396	1020
gene-LOC102655120	NC_037646.1	531931	791370	-	259440	3954	6340	2817	3020	3144	4988	3901	5755	2278	3664	3851	3566
gene-LOC100576187	NC_037646.1	819050	887778	+	68729	10469	15732	8118	7827	8725	13204	9408	11094	4974	8450	8563	7135
gene-LOC727568	NC_037646.1	889368	890637	-	1270	2148	3084	2077	2233	2036	3001	1760	2040	1559	1989	2106	1627
gene-LOC551305	NC_037646.1	890650	892386	+	1737	4408	6586	4063	4292	4252	6071	4066	4914	3436	4307	5245	3620
gene-LOC100576085	NC_037646.1	896822	908789	-	11968	8015	11521	6718	7111	6643	10580	7311	8351	4313	6801	7233	5750
gene-LOC102656577	NC_037646.1	916838	921873	-	5036	4917	6284	3628	3647	4005	6079	4339	4934	2983	3974	4999	3753
gene-LOC409281	NC_037646.1	921833	931935	+	10103	13971	21043	12648	13692	12501	18485	12591	14723	8004	12176	13056	10998
gene-LOC725598	NC_037646.1	937633	949549	+	11917	538	635	375	304	428	600	506	596	355	578	547	424
gene-LOC551373	NC_037646.1	951340	958121	-	6782	3265	4676	2480	2502	2469	3349	3015	3399	1655	2669	2636	2259
gene-LOC113218991	NC_037646.1	958109	966114	+	8006	1551	2222	1368	1554	1403	2301	1133	1562	892	1329	1545	1215
gene-LOC107965827	NC_037646.1	967125	968909	-	1785	2243	3273	1983	1795	1917	2980	1760	2354	1535	2109	2334	1760
gene-LOC726444	NC_037646.1	981547	995929	+	14383	5047	7174	4070	4254	4226	5689	4736	5611	3132	4521	4774	3838
gene-Grp	NC_037646.1	1013770	1017473	-	3704	95	221	62	68	59	130	75	152	52	63	107	121
gene-LOC107965793	NC_037646.1	1093200	1095541	-	2342	325	255	130	149	175	237	214	165	111	147	213	155
gene-LOC725842	NC_037646.1	1107346	1116371	+	9026	23	16	11	11	135	11	16	422	20	48	34	59
gene-LOC113219003	NC_037646.1	1119384	1123471	+	4088	18	31	14	16	24	23	20	38	10	21	21	19
gene-LOC107965829	NC_037646.1	1135044	1136200	+	1157	11	18	5	8	11	24	17	38	15	28	20	17
gene-LOC113219005	NC_037646.1	1136415	1138037	+	1623	18	22	12	2	10	10	10	29	7	14	7	11
gene-LOC113218983	NC_037646.1	1143873	1146838	-	2966	2802	3849	2516	2429	2471	3308	2490	2944	2079	2577	2996	2256
gene-LOC725031	NC_037646.1	1149872	1221847	+	71976	4502	5115	1901	1723	3151	2905	2914	10192	1629	4145	2990	3455
gene-LOC412679	NC_037646.1	1231542	1236625	+	5084	3730	5508	3046	3296	3300	4895	3491	4202	2334	3305	4133	2843
gene-LOC412665	NC_037646.1	1243105	1247848	-	4744	3782	5499	2205	2218	2507	4083	3320	4214	1678	2997	3342	2396
gene-LOC102654952	NC_037646.1	1251359	1257231	+	5873	5610	8012	4746	4876	4819	7388	5152	6249	3679	5056	5771	3994
gene-Rep	NC_037646.1	1259059	1269549	+	10491	30153	41802	24674	25282	25806	37752	27800	31754	16187	24777	27733	23628
gene-LOC552066	NC_037646.1	1272171	1286181	-	14011	5439	7598	4890	4583	4603	6592	3867	5056	3378	4686	5176	3970
gene-LOC552484	NC_037646.1	1288718	1291302	-	2585	5972	8813	5800	5971	5751	8615	5275	6561	4386	5484	6860	4722
gene-LOC409586	NC_037646.1	1291780	1292971	+	1192	4858	6173	4069	4100	4262	5573	4241	5105	4044	4768	5195	4121
gene-LOC727592	NC_037646.1	1293834	1296277	+	2444	1442	2161	1281	1130	1325	1847	1391	1583	1097	1402	1595	1219
gene-LOC409411	NC_037646.1	1296396	1298398	-	2003	6632	9397	5851	5863	5801	8077	5878	7265	4506	6148	6887	5242
gene-LOC726958	NC_037646.1	1299408	1323291	+	23884	4488	6711	2848	2436	2566	4196	3337	4802	2842	3848	4622	3555
gene-LCCH3	NC_037646.1	1324939	1338281	-	13343	5776	8557	3870	3615	4214	6689	4562	6547	3275	4900	5746	3809
gene-Amel_8916	NC_037646.1	1342582	1364708	+	22127	753	680	309	370	767	390	275	727	569	402	634	481
gene-LOC727210	NC_037646.1	1368794	1371733	+	2940	3176	4271	2752	2753	2768	3940	2598	3250	2254	2963	3230	2602
gene-LOC100576369	NC_037646.1	1372140	1417296	-	45157	6613	11343	4730	4468	4455	6763	5629	8016	4826	6713	7343	5596
gene-Mir6006	NC_037646.1	1463358	1463445	+	88	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC107965007	NC_037646.1	1505340	1507301	-	1962	1237	1861	1064	1221	951	1654	802	1038	626	943	1133	868
gene-LOC412647	NC_037646.1	1515423	1528807	+	13385	12004	16631	10126	10005	10465	16570	10286	12401	7592	11046	13024	9809
gene-LOC727153	NC_037646.1	1529074	1538144	-	9071	1310	2043	1190	1103	1267	1845	1124	1478	812	1169	1381	1038
gene-LOC727157	NC_037646.1	1529151	1530258	+	1108	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC726740	NC_037646.1	1535727	1536654	+	928	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC552467	NC_037646.1	1541638	1547588	+	5951	13553	20843	9766	10666	10902	18457	11071	14585	7753	10929	13639	9701
gene-LOC409741	NC_037646.1	1555300	1560736	-	5437	10864	15016	9566	9818	9580	14345	9795	11881	6704	9298	11147	7850
gene-LOC552273	NC_037646.1	1561222	1563562	-	2341	3069	3778	2262	2203	2374	3389	2753	3318	2141	2914	3242	2396
gene-LOC102654498	NC_037646.1	1562620	1563468	+	849	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC552291	NC_037646.1	1567474	1572890	+	5417	4036	6410	3943	4055	4062	6030	3842	4749	2740	3653	4506	3273
gene-LOC551554	NC_037646.1	1574656	1577281	+	2626	10503	14011	8867	9026	8933	12942	9642	11037	6335	9357	9930	7807
gene-LOC551576	NC_037646.1	1576390	1583183	-	6794	7629	10800	6309	5773	6292	9234	7430	8952	5347	7654	8316	6221
gene-LOC551907	NC_037646.1	1584543	1587113	+	2571	6638	9101	5560	5543	5875	8387	6090	7803	4689	6252	7459	5510
gene-LOC107965832	NC_037646.1	1589530	1591419	+	1890	53	69	45	46	57	77	45	66	29	42	41	55
gene-LOC551936	NC_037646.1	1590285	1592805	-	2521	1063	1580	900	881	883	1358	954	1255	599	881	976	843
gene-LOC100576439	NC_037646.1	1593306	1599846	-	6541	2106	2964	1336	1431	1413	2515	1961	2138	830	1355	1628	1349
gene-LOC102656685	NC_037646.1	1599501	1600533	+	1033	2624	3528	2360	2532	2306	3325	2125	2693	2023	2473	2789	2129
gene-LOC412510	NC_037646.1	1600636	1605561	-	4926	2634	4224	2559	2646	2602	4192	2601	3181	1870	2357	3114	2232
gene-LOC100576436	NC_037646.1	1605853	1610940	+	5088	8901	12033	6956	6732	7317	11003	8328	9516	5587	7758	9281	7076
gene-LOC411960	NC_037646.1	1611805	1622100	-	10296	9751	14021	7286	7742	7678	12219	9007	10248	5294	7941	9459	7322
gene-LOC550780	NC_037646.1	1621809	1623568	+	1760	6842	9110	5797	6029	6039	8840	6163	7355	5123	6378	7364	5374
gene-LOC551445	NC_037646.1	1623618	1625320	-	1703	3804	5417	2972	3009	3313	4632	3760	4344	3019	3693	4444	3117
gene-LOC725807	NC_037646.1	1626451	1627349	-	899	5903	8273	5243	5407	5335	7409	5292	6393	4914	5865	6562	5286
gene-LOC102656492	NC_037646.1	1627396	1635334	+	7939	2386	3744	1769	1928	2001	3037	2153	2704	1442	1985	2275	1935
gene-LOC550692	NC_037646.1	1638156	1639775	+	1620	2169	3303	1960	2134	2021	3163	2028	2550	1389	2050	2477	1709
gene-LOC551097	NC_037646.1	1640328	1642114	-	1787	2631	3670	2198	2071	2245	3037	2394	2894	2025	2617	2853	2240
gene-LOC100576348	NC_037646.1	1642696	1644343	-	1648	2688	4015	2576	2478	2572	3709	2429	2943	1919	2525	2935	2269
gene-LOC727599	NC_037646.1	1647665	1648662	+	998	5793	7612	5163	4993	5281	6995	5150	6147	4742	5591	6279	5055
gene-LOC411653	NC_037646.1	1654106	1673039	-	18934	6482	14711	2327	2586	3092	5335	6253	10157	2721	4187	4840	4151
gene-LOC409144	NC_037646.1	1674757	1680406	-	5650	23447	32311	18700	18346	19567	28391	21340	25063	13423	20469	22238	17841
gene-LOC725563	NC_037646.1	1680801	1689348	-	8548	17136	25387	15693	15197	16264	24877	15430	18783	10485	14819	18513	13292
gene-LOC413984	NC_037646.1	1692429	1698829	+	6401	14219	20566	9547	10042	11186	17872	12945	15464	7172	11079	13333	9732
gene-LOC113218977	NC_037646.1	1693564	1694179	-	616	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC100578763	NC_037646.1	1699908	1701498	-	1591	2781	4008	2754	2622	2691	3880	2389	2955	2081	2459	3356	2331
gene-LOC725558	NC_037646.1	1707416	1708300	+	885	2293	2971	1647	1670	2165	2439	2154	2705	1839	2193	2951	2205
gene-LOC551433	NC_037646.1	1711127	1726187	-	15061	3272	5302	2501	2726	3110	4658	3428	3917	1890	2626	3808	2876
gene-LOC412446	NC_037646.1	1728783	1732011	+	3229	4818	7277	3972	3919	4152	5972	4830	5692	2985	4456	5133	3532
gene-LOC102656849	NC_037646.1	1735821	1777666	+	41846	553	595	318	249	362	523	286	347	247	275	404	262
gene-LOC412787	NC_037646.1	1767873	1874851	-	106979	6724	9261	5241	4863	5201	7453	6143	6794	3538	5581	6114	4562
gene-LOC113218985	NC_037646.1	1782121	1810603	+	28483	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC102656780	NC_037646.1	1837515	1839312	+	1798	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC726239	NC_037646.1	1907291	1909731	-	2441	0	0	0	0	0	0	0	0	0	0	0	0
gene-WRNexo	NC_037646.1	1907291	1909731	-	2441	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC413692	NC_037646.1	1912329	1916180	-	3852	3265	5070	2563	2968	3004	4628	3355	3933	2040	2738	3485	2418
gene-LOC550940	NC_037646.1	1917256	1921607	+	4352	6784	10211	5564	5458	5968	8449	6490	8232	4333	6212	7589	5434
gene-LOC727278	NC_037646.1	1923713	1938989	-	15277	20330	28975	14431	15191	16872	25000	19191	23265	11198	16947	20399	15738
gene-LOC412688	NC_037646.1	1941274	1944051	+	2778	4414	6392	3129	3216	3609	5597	4159	5149	2340	3506	4054	3063
gene-LOC726367	NC_037646.1	1948226	1951920	+	3695	462	582	441	355	366	720	357	433	287	465	510	406
gene-LOC100576170	NC_037646.1	2032180	2033682	+	1503	2	1	2	1	4	3	1	3	1	1	6	3
gene-LOC413382	NC_037646.1	2072190	2540863	+	468674	2505	6046	1442	1822	1525	1755	1886	3054	2044	2300	2348	1790
gene-LOC113218975	NC_037646.1	2298281	2340735	-	42455	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC100578428	NC_037646.1	2559002	2560715	-	1714	1037	1561	899	853	904	1386	930	1093	788	948	1128	861
gene-LOC409465	NC_037646.1	2562383	2578398	-	16016	23101	31399	19115	18559	17381	23567	21080	21461	13698	20270	20569	16611
gene-LOC552326	NC_037646.1	2584446	2588009	+	3564	47475	71424	38330	33113	35729	42857	37812	47705	31874	40917	46000	38353
gene-LOC413994	NC_037646.1	2590081	2710106	-	120026	13530	36105	10317	11289	9949	14729	11540	19755	10482	13745	16637	11322
gene-LOC113219002	NC_037646.1	2711025	2713806	+	2782	187	715	93	156	131	139	238	377	194	221	214	153
gene-LOC413573	NC_037646.1	2713785	2717683	+	3899	4221	5918	3466	3591	3639	5637	3882	4507	2619	3743	4530	3030
gene-LOC551959	NC_037646.1	2717526	2719081	-	1556	602	1002	577	671	625	1012	532	664	416	601	754	548
gene-LOC724177	NC_037646.1	2721376	2798241	-	76866	17799	25275	7640	7491	9135	12786	18841	21263	9325	16713	18317	13737
