# Program:featureCounts v1.6.4; Command:"featureCounts" "-a" "/work/02260/grovesd/lonestar/zootermopsis_nevadensis_genome/GCA_000696155.1_ZooNev1.0_genomic.gff" "-p" "-t" "gene" "-g" "ID" "-o" "feature_counts_out.tsv" "-T" "36" "--primary" "SRR3139733_dupsRemoved.bam" "SRR3139734_dupsRemoved.bam" "SRR3139735_dupsRemoved.bam" "SRR3139736_dupsRemoved.bam" "SRR3139737_dupsRemoved.bam" "SRR3139738_dupsRemoved.bam" "SRR3139739_dupsRemoved.bam" "SRR3139740_dupsRemoved.bam" "SRR3139741_dupsRemoved.bam" "SRR3139742_dupsRemoved.bam" "SRR3139743_dupsRemoved.bam" "SRR3139744_dupsRemoved.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR3139733_dupsRemoved.bam	SRR3139734_dupsRemoved.bam	SRR3139735_dupsRemoved.bam	SRR3139736_dupsRemoved.bam	SRR3139737_dupsRemoved.bam	SRR3139738_dupsRemoved.bam	SRR3139739_dupsRemoved.bam	SRR3139740_dupsRemoved.bam	SRR3139741_dupsRemoved.bam	SRR3139742_dupsRemoved.bam	SRR3139743_dupsRemoved.bam	SRR3139744_dupsRemoved.bam
gene5938	KK852683.1	671094	671561	-	468	0	0	0	0	0	0	0	0	0	0	0	0
gene5939	KK852683.1	690683	693607	+	2925	751	278	456	203	508	434	749	674	65	511	152	534
gene5940	KK852683.1	705136	786660	+	81525	1800	834	2592	1159	1420	3171	1138	712	821	2036	1303	1106
gene5941	KK852683.1	789940	791013	+	1074	72	32	91	49	64	125	48	25	35	73	52	56
gene5942	KK852683.1	815782	824109	-	8328	2284	849	1224	1484	1668	1394	1250	1356	772	950	1130	1056
gene5943	KK852683.1	840224	845024	-	4801	62	21	118	21	19	125	33	9	27	32	60	18
gene5944	KK852683.1	847365	887046	-	39682	354	168	797	168	188	733	208	239	188	343	372	142
gene5945	KK852683.1	960971	962029	-	1059	21	16	31	6	5	39	15	14	8	8	10	7
gene5946	KK852684.1	12554	24505	+	11952	1787	846	1130	1912	1936	1551	1180	1810	883	2685	1268	1488
gene5947	KK852684.1	16481	17578	-	1098	0	0	0	0	0	0	0	0	0	0	0	0
gene5948	KK852685.1	2040	2393	-	354	15	6	6	9	3	5	2	1	3	1	0	0
gene5949	KK852685.1	5541	19703	-	14163	6938	2185	4163	1681	1584	3276	4680	2086	2331	2397	2585	2700
gene5950	KK852685.1	51088	57165	-	6078	1136	332	1068	370	346	1076	663	113	428	552	798	479
gene5951	KK852685.1	66889	70159	+	3271	310	126	210	82	110	224	228	100	73	148	189	194
gene5952	KK852685.1	86241	89381	+	3141	15268	7863	10392	10267	18748	10216	7694	6275	2768	4715	8963	7279
gene5953	KK852685.1	92264	92455	+	192	4	1	2	1	1	4	3	4	0	2	2	3
gene5954	KK852685.1	96756	103501	-	6746	805	273	753	370	459	591	609	137	304	634	363	309
gene5955	KK852685.1	107294	112292	-	4999	1033	370	814	394	398	760	816	376	348	568	751	702
gene5956	KK852685.1	114818	118898	-	4081	659	96	352	171	190	164	412	254	295	373	94	166
gene5957	KK852685.1	119034	119882	+	849	961	288	555	389	718	418	749	500	412	476	562	448
gene5958	KK852685.1	123920	144019	-	20100	565	241	465	191	196	463	428	150	185	622	645	432
gene5959	KK852685.1	155797	179831	-	24035	2069	800	1202	864	1318	1577	1373	1070	674	2084	2294	1489
gene5960	KK852685.1	192732	195870	+	3139	440	67	383	43	57	286	283	34	196	104	117	78
gene5961	KK852685.1	203584	205530	-	1947	1246	459	726	791	909	684	1008	1111	558	700	827	832
gene5962	KK852685.1	214391	224225	-	9835	876	438	1001	448	407	971	485	130	271	639	366	375
gene5963	KK852685.1	224734	226531	+	1798	1809	705	963	1202	1528	970	1175	1541	695	1031	977	931
gene5964	KK852685.1	230313	231855	+	1543	799	284	431	585	745	433	533	667	302	604	502	450
gene5965	KK852685.1	232350	234250	-	1901	2013	634	1191	867	1013	968	1504	1114	916	927	753	950
gene5966	KK852685.1	238716	239694	-	979	2044	705	1248	798	1211	1094	1622	1564	946	1046	1172	1414
gene5967	KK852685.1	243556	243939	-	384	209	98	177	145	144	208	141	113	59	216	143	124
gene5968	KK852685.1	244857	253592	-	8736	1083	350	904	336	486	823	699	156	441	409	333	402
gene5969	KK852685.1	253905	256991	+	3087	876	248	549	522	548	471	602	415	390	678	299	354
gene5970	KK852685.1	258260	266875	-	8616	8775	5164	7981	960	1180	8957	9445	1091	509	1227	5302	11858
gene5971	KK852685.1	259556	259924	+	369	0	0	0	0	0	0	0	0	0	0	0	0
gene5972	KK852685.1	276697	279020	-	2324	634	118	364	164	203	262	568	246	381	302	314	203
gene5973	KK852685.1	284074	293685	-	9612	3204	1096	1996	1796	2077	1881	2133	1539	1233	2076	1156	1374
gene5974	KK852685.1	306463	307764	+	1302	271	45	173	47	62	100	189	39	124	99	48	71
gene5975	KK852685.1	308678	309979	+	1302	287	51	175	80	58	89	181	55	112	69	47	73
gene5976	KK852685.1	319133	319523	-	391	64	18	77	17	22	56	42	8	14	43	33	44
gene5977	KK852685.1	321396	322120	-	725	1297	338	709	517	727	557	1005	707	600	490	541	512
gene5978	KK852685.1	322614	325970	+	3357	855	359	501	669	776	533	606	891	366	854	615	545
gene5979	KK852685.1	327937	345202	-	17266	3546	1015	2481	1100	1369	2076	2310	686	1460	1670	1088	1092
gene5980	KK852685.1	345876	350073	+	4198	927	160	585	182	216	375	653	159	427	304	327	208
gene5981	KK852685.1	354714	355058	+	345	1496	684	1031	881	1257	1015	987	757	497	718	861	897
gene5982	KK852685.1	358023	362931	-	4909	726	316	355	484	630	383	474	580	297	500	439	389
gene5983	KK852685.1	366138	403837	+	37700	3414	1455	3365	2362	1844	3441	751	584	525	1620	639	759
gene5984	KK852685.1	406902	409855	-	2954	253	100	155	171	212	156	141	179	100	151	47	111
gene5985	KK852685.1	424782	430617	+	5836	1430	221	902	185	243	580	1043	128	786	433	378	299
gene5986	KK852685.1	434155	437794	+	3640	759	139	355	221	241	241	538	245	511	395	236	212
gene5987	KK852685.1	441120	441449	-	330	12	5	1	5	14	10	4	7	1	23	9	7
gene5988	KK852685.1	444080	444650	+	571	4	3	4	1	22	4	4	6	2	8	3	0
gene5989	KK852686.1	2193	4939	+	2747	14	24	46	4	5	76	70	36	12	35	945	96
gene5990	KK852686.1	6289	8904	-	2616	99	50	72	47	53	81	38	39	26	86	56	45
gene5991	KK852686.1	10702	12548	-	1847	41	17	31	17	25	37	26	2	12	20	35	26
gene5992	KK852686.1	14778	17419	-	2642	14	4	7	4	4	18	5	2	3	9	12	5
gene5993	KK852686.1	22645	23755	-	1111	4	2	2	3	1	2	2	1	1	5	0	6
gene5994	KK852686.1	26181	27508	-	1328	13	7	11	4	4	10	3	2	1	1	3	4
gene5995	KK852686.1	33150	36325	-	3176	1666	867	772	603	454	927	1061	546	460	1541	1055	648
gene5996	KK852686.1	63648	65623	+	1976	41	12	19	17	23	17	19	16	14	55	20	16
gene5997	KK852686.1	67521	67826	+	306	11	3	2	10	15	5	4	11	4	15	6	3
gene5998	KK852686.1	69541	74737	-	5197	24098	9943	12512	10513	10278	12093	13328	12143	6886	12343	24636	9874
gene5999	KK852686.1	97980	102171	-	4192	873	439	604	485	506	587	671	901	297	521	544	889
gene6000	KK852686.1	107249	111348	-	4100	715	150	455	270	349	259	561	372	403	337	257	382
gene6001	KK852686.1	115977	124135	-	8159	1944	727	1715	1413	862	1739	1495	1102	941	1917	339	1854
gene6002	KK852686.1	120624	120989	+	366	0	0	0	0	0	0	0	0	0	0	0	0
gene6003	KK852686.1	121071	122836	+	1766	0	0	0	0	0	0	0	0	0	0	0	0
gene6004	KK852686.1	146190	155703	-	9514	389	112	357	116	67	385	246	60	128	189	33	305
gene6005	KK852686.1	155867	159306	+	3440	1344	471	766	719	1222	847	836	748	516	716	824	710
gene6006	KK852686.1	162518	167712	-	5195	145	17	86	28	34	48	95	29	86	68	73	33
gene6007	KK852686.1	179847	188532	-	8686	55	5	20	2	9	17	18	4	19	9	11	9
gene6008	KK852686.1	328449	330409	+	1961	560	128	294	223	319	227	322	347	292	203	204	222
gene6009	KK852686.1	335458	338637	-	3180	587	91	381	175	162	270	364	95	242	188	136	136
gene6010	KK852686.1	341791	355226	-	13436	2214	534	1275	1064	1024	1222	1627	755	1019	1709	941	859
gene6011	KK852686.1	357695	360689	-	2995	829	90	414	168	272	160	564	278	503	225	306	159
gene6012	KK852686.1	505169	553011	+	47843	174	57	135	130	144	154	51	49	49	100	192	34
gene6013	KK852686.1	576104	585737	-	9634	1026	451	938	388	327	957	791	205	291	895	679	703
gene6014	KK852686.1	591863	623588	-	31726	43	29	71	60	38	65	36	32	36	245	66	42
gene6015	KK852686.1	657626	670118	-	12493	977	413	750	512	530	787	851	425	429	808	691	847
gene6016	KK852686.1	727914	745155	+	17242	5672	3135	5477	1105	971	8212	2031	580	796	862	3351	2732
gene6017	KK852686.1	753342	758054	-	4713	597	220	417	350	437	436	395	305	281	565	456	345
gene6018	KK852686.1	758623	759876	+	1254	618	159	318	305	407	211	474	371	286	197	268	228
gene6019	KK852686.1	768525	779214	-	10690	470	211	715	279	235	750	212	74	158	176	190	138
gene6020	KK852686.1	789832	799550	-	9719	504	183	558	213	348	580	201	58	126	197	187	165
gene6021	KK852686.1	802729	803223	-	495	452	97	234	117	144	168	285	201	174	148	180	147
gene6022	KK852686.1	803423	806054	+	2632	823	326	605	731	863	637	616	583	405	939	697	752
gene6023	KK852686.1	808153	809186	+	1034	926	373	450	1047	1138	520	575	1019	374	1148	3697	558
gene6024	KK852686.1	811840	817414	+	5575	1377	456	782	628	839	840	781	687	526	562	336	623
gene6025	KK852686.1	826120	830899	-	4780	379	107	350	145	215	318	252	193	138	263	170	144
gene6026	KK852686.1	831492	835185	+	3694	523	129	460	203	181	303	448	142	286	356	412	222
gene6027	KK852686.1	838668	839970	-	1303	676	323	530	522	674	575	453	689	193	438	675	729
gene6028	KK852686.1	840840	857403	+	16564	1520	557	1031	895	1113	885	1198	1005	759	1468	852	890
gene6029	KK852686.1	859469	862252	+	2784	8379	4432	5349	8304	9002	5497	6291	10383	3260	5871	5125	6774
gene6030	KK852686.1	866142	881226	+	15085	1912	474	1597	893	787	1398	1258	430	867	1129	904	805
gene6031	KK852686.1	882974	884608	-	1635	472	435	252	625	306	328	82	213	30	37	13	155
gene6032	KK852686.1	886215	897727	+	11513	3490	855	2172	1108	1472	1434	2506	926	1543	1581	1428	1146
gene6033	KK852686.1	914609	919752	-	5144	552	6	208	8	22	9	351	48	266	7	12	5
gene6034	KK852686.1	973973	1001463	+	27491	1423	621	901	490	599	1176	678	317	281	620	1111	586
gene6035	KK852686.1	1005832	1008317	-	2486	1311	508	817	922	1081	714	1218	1418	478	995	1819	1343
gene6036	KK852686.1	1011117	1017203	-	6087	684	337	544	431	369	645	530	323	250	607	595	556
gene6037	KK852686.1	1018042	1039774	+	21733	698	298	1014	420	390	1120	391	135	340	787	492	221
gene6038	KK852686.1	1045825	1046259	-	435	44	3	23	5	6	11	33	5	30	17	127	9
gene6039	KK852686.1	1047062	1048518	-	1457	106	4	46	9	10	7	65	10	62	27	217	8
gene6040	KK852686.1	1092167	1099306	+	7140	12	3	12	3	4	7	12	5	10	3	23	7
gene6041	KK852687.1	6257	35318	+	29062	793	228	675	150	147	669	411	80	258	729	819	237
gene6042	KK852687.1	39425	41629	-	2205	4103	1318	1971	2342	3411	2031	2148	2283	1402	1777	1961	1699
gene6043	KK852687.1	56403	75476	+	19074	2614	1011	2245	1416	1953	2650	1540	894	898	1991	1206	1025
gene6044	KK852687.1	95034	120442	-	25409	30	8	53	30	17	87	22	12	17	53	13	13
gene6045	KK852687.1	186514	242413	-	55900	366	170	336	277	165	425	277	91	109	207	954	265
gene6046	KK852687.1	242342	245348	+	3007	45	17	50	31	14	40	62	12	21	31	80	33
gene6047	KK852687.1	247180	253794	+	6615	367	68	334	91	75	254	239	50	166	149	87	138
gene6048	KK852687.1	258031	259720	+	1690	1169	348	619	528	810	510	712	542	444	447	455	500
gene6049	KK852687.1	261170	270649	+	9480	2262	812	1408	1447	1968	1413	1421	1985	864	2584	1157	1313
gene6050	KK852687.1	271266	271622	-	357	360	117	156	348	601	187	236	764	182	488	225	154
gene6051	KK852687.1	272126	275704	-	3579	685	141	355	293	522	243	427	328	330	412	299	226
gene6052	KK852687.1	307694	309587	+	1894	156	8	57	22	24	16	100	42	65	38	5	14
gene6053	KK852687.1	314519	316760	-	2242	61	14	25	23	12	18	34	16	43	93	4	8
gene6054	KK852687.1	318281	320252	-	1972	676	92	331	156	184	144	401	200	327	175	154	147
gene6055	KK852687.1	322360	324507	-	2148	4221	1900	2018	2147	1542	1531	4806	10749	386	3588	1582	2730
gene6056	KK852687.1	335746	336078	+	333	11	5	9	12	10	10	6	0	1	2	0	1
gene6057	KK852687.1	336936	342163	+	5228	1349	280	834	311	372	440	746	125	390	188	151	282
gene6058	KK852688.1	33303	33605	+	303	8	4	10	4	6	6	4	8	6	3	4	4
gene6059	KK852689.1	3267	3755	+	489	24	11	12	11	20	30	16	10	9	27	11	13
gene6060	KK852689.1	16320	16949	-	630	78	39	74	62	73	116	44	21	23	46	50	44
gene6061	KK852689.1	27876	28183	-	308	0	0	0	0	0	0	1	0	0	3	0	0
gene6062	KK852689.1	45764	47615	-	1852	37	16	37	27	51	48	17	8	20	46	22	21
gene6063	KK852690.1	24567	35354	-	10788	1518	539	1014	690	1001	1012	791	492	480	463	611	602
gene6064	KK852690.1	76690	78743	-	2054	7	15	9	29	7	20	7	4	3	90	8	5
gene6065	KK852690.1	89989	90632	-	644	0	0	2	3	0	3	1	0	0	7	0	1
gene6066	KK852690.1	94634	102439	+	7806	69	270	53	361	80	132	43	67	33	1561	24	42
gene6067	KK852691.1	58391	70398	+	12008	14718	6216	9100	6354	4981	10009	8988	5087	2870	4239	38871	8146
gene6068	KK852691.1	88096	100536	+	12441	6873	3093	5355	1461	1500	7832	13346	7877	3522	2804	38511	16530
gene6069	KK852691.1	106239	111549	-	5311	766	207	413	399	464	305	487	564	303	410	300	372
gene6070	KK852691.1	221341	233453	+	12113	75	27	67	40	66	84	30	27	21	34	34	25
gene6071	KK852691.1	261826	262473	-	648	1804	628	1117	1160	1349	946	1119	918	624	852	799	927
gene6072	KK852691.1	265780	268751	+	2972	323	52	287	51	69	206	217	30	151	50	95	76
gene6073	KK852691.1	271144	271635	-	492	183	52	112	134	183	128	115	83	63	97	98	84
gene6074	KK852691.1	279140	286849	-	7710	549	68	381	108	127	148	313	108	222	252	470	113
gene6075	KK852691.1	434016	434375	-	360	0	0	0	1	1	2	1	2	3	13	7	1
gene6076	KK852691.1	435367	445403	+	10037	1646	558	936	998	1178	1120	1170	1161	774	1422	1113	1117
gene6077	KK852691.1	441351	441666	-	316	0	0	0	0	0	0	0	0	0	0	0	0
gene6078	KK852691.1	446462	451050	-	4589	704	193	417	325	435	300	498	349	294	233	204	296
gene6079	KK852691.1	496893	556749	+	59857	277	24	146	51	43	63	267	61	162	149	74	41
gene6080	KK852691.1	568870	570665	+	1796	672	110	387	156	220	198	354	118	363	121	147	128
gene6081	KK852691.1	573905	592438	-	18534	17592	8282	12363	10503	14123	15336	3700	4749	2812	6458	7777	4973
gene6082	KK852691.1	618423	623980	+	5558	435	191	345	262	248	312	449	395	225	433	234	410
gene6083	KK852691.1	629652	632777	-	3126	616	231	473	355	432	532	397	173	177	359	252	263
gene6084	KK852692.1	40739	46768	+	6030	44	18	36	30	14	52	22	10	16	16	20	17
gene6085	KK852692.1	41032	116741	-	75710	128	42	132	42	50	134	71	42	80	80	49	46
gene6086	KK852692.1	151383	165714	-	14332	1205	530	874	894	750	1506	1455	2221	885	2564	125	2662
gene6087	KK852692.1	176856	194735	-	17880	882	451	516	272	249	986	888	503	355	484	2826	990
gene6088	KK852692.1	223054	232792	+	9739	2726	1715	3133	456	297	4915	3734	1253	1295	1193	1077	5906
gene6089	KK852692.1	237065	243777	-	6713	1024	490	747	437	443	1168	894	520	459	905	1333	1648
gene6090	KK852692.1	261898	265055	+	3158	798	199	592	276	247	408	650	328	380	267	225	302
gene6091	KK852692.1	274279	288388	+	14110	1997	780	1352	1165	1184	1209	1180	652	814	1114	866	755
gene6092	KK852692.1	293853	296966	-	3114	256	89	166	227	233	197	140	149	104	280	169	166
gene6093	KK852692.1	297190	304005	+	6816	6054	3376	3547	4243	5027	4252	3367	3922	1383	1953	2540	3474
gene6094	KK852692.1	306505	307001	+	497	26	21	16	49	41	25	17	45	10	19	21	32
gene6095	KK852692.1	311076	327243	-	16168	2169	932	1378	759	665	1270	1561	738	390	782	819	1528
gene6096	KK852692.1	411186	414384	+	3199	421	38	248	48	48	60	387	46	363	86	45	23
gene6097	KK852692.1	415744	421835	+	6092	2524	866	1534	1018	1249	1427	1802	1362	882	1548	1614	1374
gene6098	KK852692.1	445974	453520	+	7547	815	251	611	169	151	500	926	253	483	336	1719	724
gene6099	KK852692.1	612072	622334	+	10263	202	96	103	107	123	116	163	145	81	212	22	119
gene6100	KK852692.1	626082	637745	+	11664	42799	16168	31274	30205	47336	25543	14709	8736	4626	8992	8322	12926
gene6101	KK852692.1	705969	718209	+	12241	796	190	744	174	239	695	493	106	340	199	461	291
gene6102	KK852692.1	726655	733528	+	6874	497	209	550	195	233	678	332	87	149	222	192	265
gene6103	KK852692.1	756271	768379	+	12109	205	22	168	28	20	81	142	17	118	31	15	18
gene6104	KK852692.1	796256	802742	-	6487	5966	2951	3821	3877	4441	4882	4376	5017	2456	4516	4449	4635
gene6105	KK852692.1	806814	838314	+	31501	6797	3150	4382	6911	8110	4359	6981	7416	2119	4798	2354	6768
gene6106	KK852692.1	935774	994892	+	59119	222	75	197	167	190	344	205	83	337	231	142	132
gene6107	KK852692.1	1005165	1005473	-	309	1	0	2	0	3	2	0	0	1	0	3	0
gene6108	KK852692.1	1156294	1172787	+	16494	94	19	93	27	28	121	100	25	79	47	26	21
gene6109	KK852693.1	22785	27882	-	5098	565	167	503	191	329	424	359	135	218	191	302	317
gene6110	KK852693.1	30175	32436	-	2262	603	167	311	181	298	244	350	176	244	130	222	149
gene6111	KK852693.1	37063	56505	-	19443	1302	556	1627	1132	938	1894	767	312	455	1642	864	946
gene6112	KK852693.1	38325	38782	+	458	0	0	0	0	0	0	0	0	0	0	0	0
gene6113	KK852693.1	61402	66168	-	4767	4311	1837	2311	3693	4700	2866	2505	3113	1662	2623	1772	2131
gene6114	KK852693.1	77112	81590	-	4479	820	294	641	365	861	761	413	147	222	298	287	281
gene6115	KK852693.1	82735	84656	+	1922	110	33	68	66	80	35	68	88	64	82	144	64
gene6116	KK852693.1	86814	90483	-	3670	1272	612	1314	555	921	1491	645	297	258	524	1184	735
gene6117	KK852693.1	94109	98037	+	3929	1756	1137	1169	1475	1215	2505	3352	3698	1633	2799	736	3838
gene6118	KK852693.1	98735	100598	+	1864	406	130	163	275	226	213	280	641	208	567	105	272
gene6119	KK852693.1	100869	104352	-	3484	1339	267	790	293	514	493	1079	566	706	312	283	442
gene6120	KK852693.1	104858	106171	+	1314	5896	2859	3679	5170	5995	3524	5962	8554	3236	6243	5956	5992
gene6121	KK852693.1	107891	112332	-	4442	1625	204	1030	320	350	430	1351	333	1114	425	387	479
gene6122	KK852693.1	114802	119996	+	5195	4656	1520	2723	2857	4525	2502	8277	5885	3159	6552	3617	4913
gene6123	KK852693.1	120643	133520	-	12878	1993	540	1357	713	924	1050	1451	652	880	860	1402	711
gene6124	KK852693.1	134045	162968	+	28924	1546	627	1208	774	819	1342	905	445	491	845	858	844
gene6125	KK852693.1	383491	383956	-	466	37	16	30	33	30	27	15	14	13	44	34	19
gene6126	KK852693.1	386259	495892	+	109634	543	283	617	332	329	734	473	277	411	687	921	525
gene6127	KK852693.1	426930	427250	-	321	0	0	0	0	0	0	0	0	0	0	0	0
gene6128	KK852693.1	568309	568515	-	207	0	1	3	0	0	3	2	0	2	1	1	0
gene6129	KK852693.1	611948	629251	+	17304	12	0	8	1	2	1	5	1178	7	13	41	0
gene6130	KK852693.1	619315	624277	-	4963	0	0	0	0	0	0	0	0	0	0	0	0
gene6131	KK852693.1	631474	633895	-	2422	4	0	0	0	0	0	0	4144	0	38	26	0
gene6132	KK852693.1	647886	648071	-	186	0	0	1	0	0	1	0	0	0	0	0	0
gene6133	KK852693.1	763134	763352	-	219	4	0	0	1	2	2	1	0	0	2	0	0
gene6134	KK852693.1	952111	958287	+	6177	84	17	57	29	30	49	53	11	60	36	20	21
gene6135	KK852694.1	39679	48346	-	8668	6	4	6	3	2	4	2	2	1	6	0	4
gene6136	KK852694.1	96259	105638	+	9380	735	242	628	363	455	515	438	132	298	566	315	306
gene6137	KK852694.1	105687	106118	+	432	247	76	162	130	123	130	130	62	103	158	112	75
gene6138	KK852694.1	118207	127796	+	9590	128491	54272	77698	79315	145091	72225	16105	18212	10125	8700	17539	15847
gene6139	KK852694.1	130193	136117	-	5925	979	294	489	449	751	423	545	504	357	291	378	346
gene6140	KK852694.1	136659	142996	+	6338	854	340	652	621	618	703	595	407	412	842	586	513
gene6141	KK852694.1	145421	149397	+	3977	696	192	415	214	291	356	449	172	301	211	311	290
gene6142	KK852694.1	158767	168488	+	9722	136	107	313	69	52	426	170	56	55	175	276	216
gene6143	KK852694.1	168496	179015	+	10520	921	603	823	790	679	855	1233	1687	427	1683	1188	1383
gene6144	KK852694.1	186384	186761	+	378	2	0	0	0	0	0	0	0	0	1	0	0
gene6145	KK852695.1	9085	12963	-	3879	383	74	436	51	50	347	259	35	219	93	100	95
gene6146	KK852695.1	29472	97826	-	68355	369	125	434	246	321	525	257	140	244	375	188	177
gene6147	KK852695.1	215659	216049	-	391	18	7	14	7	9	22	5	6	2	14	5	3
gene6148	KK852695.1	408548	408883	+	336	0	1	0	0	1	0	0	0	1	2	0	1
gene6149	KK852695.1	445747	446197	-	451	45	5	37	6	17	35	22	2	22	8	6	6
gene6150	KK852695.1	507813	507971	-	159	917	302	539	324	344	471	980	752	534	412	216	588
gene6151	KK852695.1	524927	525236	-	310	261	87	147	83	62	110	265	163	113	83	50	150
gene6152	KK852695.1	538584	539276	+	693	677	312	995	268	199	1037	7	3	4	2	1	10
gene6153	KK852695.1	602431	619643	+	17213	8062	3232	8061	3644	6291	7856	1828	603	792	1392	2317	1927
gene6154	KK852695.1	619752	623401	+	3650	1277	509	1117	941	1494	1135	304	175	190	525	655	491
gene6155	KK852695.1	651252	653153	+	1902	190	11	123	5	12	61	283	107	190	101	107	172
gene6156	KK852695.1	676961	727227	+	50267	3743	1321	3426	1574	1737	3895	2499	859	1455	2419	1964	2055
gene6157	KK852695.1	732636	743181	+	10546	4324	1662	3047	2528	3019	3157	2756	2353	1362	2309	1843	2602
gene6158	KK852695.1	748094	755530	+	7437	632	262	512	496	456	559	466	438	239	588	440	525
gene6159	KK852695.1	758259	798210	+	39952	2423	766	2132	1377	1494	2078	1523	847	1108	1595	1246	975
gene6160	KK852695.1	811724	815744	-	4021	264	84	147	117	96	137	97	142	54	84	216	108
gene6161	KK852695.1	818692	821866	-	3175	3575	1309	1999	2490	3099	1877	2109	1987	1284	1393	1368	1645
gene6162	KK852695.1	823187	825889	+	2703	1252	183	718	169	236	368	888	207	796	294	316	265
gene6163	KK852695.1	829943	880266	+	50324	334	65	229	102	76	114	257	49	203	162	63	71
gene6164	KK852695.1	1095594	1096100	+	507	1665	5	685	10	12	20	1187	162	984	18	11	2
gene6165	KK852696.1	1678	8819	-	7142	641	267	754	343	393	863	369	118	176	316	812	459
gene6166	KK852696.1	10002	23319	+	13318	1749	513	1285	356	734	1042	1705	549	685	815	1288	1175
gene6167	KK852696.1	27787	37942	-	10156	81	42	94	44	39	76	120	105	37	191	41	255
gene6168	KK852696.1	59571	71979	+	12409	2035	701	1800	665	1057	1698	1559	656	592	921	716	1293
gene6169	KK852696.1	139121	139573	+	453	3	0	9	3	2	10	2	1	2	3	8	1
gene6170	KK852696.1	139611	144052	-	4442	12	1	16	9	8	22	9	2	4	6	16	3
gene6171	KK852696.1	220684	258154	-	37471	60	35	96	60	100	142	45	29	34	200	41	26
gene6172	KK852697.1	1963	2325	-	363	0	0	0	0	0	0	0	0	0	0	0	0
gene6173	KK852697.1	4657	5270	-	614	0	0	0	0	0	0	0	0	0	1	0	0
gene6174	KK852697.1	6308	6656	-	349	0	0	0	0	0	2	1	0	0	0	0	0
gene6175	KK852697.1	7722	8090	-	369	0	0	0	0	0	0	1	0	0	0	0	0
gene6176	KK852697.1	9217	9564	-	348	0	0	0	0	0	1	0	0	0	0	0	0
gene6177	KK852697.1	10364	10684	-	321	0	0	0	0	0	0	0	0	0	1	0	0
gene6178	KK852697.1	52946	61790	+	8845	165	88	128	105	99	185	166	123	65	159	269	210
gene6179	KK852698.1	1165	6741	+	5577	143	67	139	53	81	183	96	77	45	100	97	97
gene6180	KK852698.1	15357	15833	+	477	98	39	72	29	30	89	69	40	27	26	44	55
gene6181	KK852698.1	25454	27150	+	1697	129	53	85	67	73	53	115	92	66	135	55	79
gene6182	KK852698.1	33501	41641	-	8141	575	233	525	328	266	634	326	123	190	397	132	292
gene6183	KK852698.1	95460	95635	+	176	2	0	0	0	0	1	1	0	1	1	1	0
gene6184	KK852698.1	329036	329348	-	313	0	2	0	1	0	0	0	0	1	0	0	0
gene6185	KK852699.1	96480	114725	-	18246	4622	1480	2668	2226	2780	2499	1836	987	1114	1189	925	1083
gene6186	KK852699.1	288658	289018	-	361	0	0	0	0	0	0	0	0	0	1	0	0
gene6187	KK852699.1	288681	294175	+	5495	449	106	355	87	106	302	325	41	158	107	179	179
gene6188	KK852699.1	347191	398086	+	50896	87	40	88	38	45	133	78	39	30	85	769	170
gene6189	KK852699.1	371951	373696	-	1746	0	0	0	0	0	0	0	0	0	0	0	0
gene6190	KK852699.1	402916	408177	+	5262	2602	670	1602	816	1160	1344	1504	632	1045	881	962	959
gene6191	KK852699.1	414276	416630	+	2355	38	10	14	33	17	24	17	7	12	24	173	5
gene6192	KK852699.1	423001	423905	-	905	557	233	478	101	119	538	349	83	121	210	812	460
gene6193	KK852699.1	428406	430184	-	1779	641	218	550	184	180	480	420	97	215	295	465	388
gene6194	KK852699.1	432919	439487	-	6569	5316	3060	3882	1679	1498	4964	4678	1743	1709	1533	468	4699
gene6195	KK852699.1	441699	443451	-	1753	160	72	75	161	237	153	75	156	59	173	47	84
gene6196	KK852699.1	448141	454170	-	6030	722	284	695	357	519	644	557	294	242	370	1011	740
gene6197	KK852699.1	463152	465973	-	2822	138	5	56	3	2	4	89	16	82	8	4	2
gene6198	KK852699.1	492388	492947	+	560	1227	1006	1177	426	299	1769	1239	865	173	663	879	1662
gene6199	KK852699.1	498548	498859	+	312	12	8	7	11	11	7	7	21	2	15	8	12
gene6200	KK852699.1	522349	529474	-	7126	488	159	485	187	285	434	272	92	136	168	200	184
gene6201	KK852699.1	532425	541602	-	9178	2436	870	1632	1504	1989	1779	1767	1675	998	1674	1896	1654
gene6202	KK852699.1	552320	564456	-	12137	573	232	898	218	178	1089	340	120	186	276	374	315
gene6203	KK852699.1	727496	753175	-	25680	1729	27	971	21	41	56	1318	98	1102	45	34	34
gene6204	KK852699.1	758483	765685	-	7203	459	161	263	293	332	343	214	187	145	298	255	172
gene6205	KK852699.1	761690	794241	+	32552	12697	4884	6792	12482	15003	7174	7285	8345	3176	5536	2838	6737
gene6206	KK852699.1	770001	770977	-	977	0	0	0	0	0	0	0	0	0	0	0	0
gene6207	KK852699.1	785727	790706	-	4980	0	0	0	0	0	0	0	0	0	0	0	0
gene6208	KK852699.1	796653	802184	-	5532	16573	7009	9697	12170	15181	8621	15398	22624	6669	14348	12459	15636
