# Program:featureCounts v1.6.4; Command:"featureCounts" "-a" "/work/02260/grovesd/lonestar/Ceratina_calcarata_genome_MIN500/GCF_001652005.1_ASM165200v1_genomic.gff" "-p" "-t" "gene" "-g" "ID" "-o" "feature_counts_out.tsv" "-T" "64" "--primary" "SRR6819907_dupsRemoved.bam" "SRR6819908_dupsRemoved.bam" "SRR6819909_dupsRemoved.bam" "SRR6819910_dupsRemoved.bam" "SRR6819911_dupsRemoved.bam" "SRR6819912_dupsRemoved.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR6819907_dupsRemoved.bam	SRR6819908_dupsRemoved.bam	SRR6819909_dupsRemoved.bam	SRR6819910_dupsRemoved.bam	SRR6819911_dupsRemoved.bam	SRR6819912_dupsRemoved.bam
gene-LOC108625317	NW_017158043.1	431217	435869	-	4653	2353	1727	2367	2176	2126	2289
gene-Trnar-ucg-3	NW_017158043.1	436067	436139	+	73	2	2	1	2	2	1
gene-Trnay-gua-4	NW_017158043.1	436399	436491	-	93	15	9	13	12	12	16
gene-LOC108625379	NW_017158043.1	438435	461015	+	22581	9896	10002	9546	15026	15734	11889
gene-LOC108625381	NW_017158043.1	448961	450088	-	1128	0	0	0	0	0	0
gene-LOC108625380	NW_017158043.1	462484	468116	-	5633	3900	3195	4234	3115	3017	3601
gene-LOC113464398	NW_017158043.1	468456	470274	-	1819	10	5	8	1	5	14
gene-LOC113464403	NW_017158043.1	470389	470944	-	556	1	4	1	1	3	1
gene-LOC108625421	NW_017158043.1	471221	491851	+	20631	9683	10541	10515	12772	12953	11844
gene-LOC108625422	NW_017158043.1	477054	483428	-	6375	0	0	0	0	0	0
gene-LOC108625318	NW_017158043.1	492717	495421	+	2705	18	11	20	10	8	15
gene-LOC108625359	NW_017158043.1	496710	499017	+	2308	30	26	20	26	26	49
gene-LOC108625319	NW_017158043.1	500102	502584	+	2483	8	5	4	4	4	0
gene-LOC108625353	NW_017158043.1	503919	507148	-	3230	1130	823	1112	849	779	1051
gene-LOC108625357	NW_017158043.1	507461	509645	-	2185	731	635	763	707	583	726
gene-LOC108625358	NW_017158043.1	512017	515280	+	3264	702	796	993	881	603	651
gene-LOC108625355	NW_017158043.1	515468	518211	-	2744	1260	1078	1363	1151	1088	1347
gene-LOC108625343	NW_017158043.1	518299	519298	+	1000	1326	1077	1385	1028	1009	1223
gene-LOC108625344	NW_017158043.1	519262	520521	-	1260	1753	1572	1703	1438	1779	1861
gene-LOC108625333	NW_017158043.1	520805	524462	+	3658	1079	1062	1063	967	1089	835
gene-LOC108625339	NW_017158043.1	523504	527074	-	3571	1543	1161	1307	1341	1541	1463
gene-LOC108625337	NW_017158043.1	526438	529829	+	3392	2845	2379	2719	2160	2442	2568
gene-LOC108625328	NW_017158043.1	529373	533482	-	4110	1120	887	1114	877	907	1034
gene-LOC108625334	NW_017158043.1	533655	539146	+	5492	3047	2436	3141	2674	2670	2314
gene-LOC108625330	NW_017158043.1	541273	544499	-	3227	10164	9698	11053	9112	9840	10480
gene-LOC113464393	NW_017158043.1	544532	545043	+	512	30	20	31	10	6	9
gene-LOC108625340	NW_017158043.1	544914	547045	-	2132	2793	2846	2871	2026	2338	2683
gene-LOC108625345	NW_017158043.1	547281	549005	-	1725	1585	1371	1536	1131	1242	1436
gene-LOC108625346	NW_017158043.1	549037	551002	+	1966	3205	2565	3235	2700	2853	2984
gene-LOC108625329	NW_017158043.1	552240	556422	+	4183	1384	1273	1283	1099	1040	1150
gene-LOC108625338	NW_017158043.1	556418	559004	-	2587	1599	1155	1497	1310	1268	1336
gene-LOC108625348	NW_017158043.1	558508	560119	+	1612	981	840	1056	1025	1040	1182
gene-LOC108625341	NW_017158043.1	559469	563507	-	4039	3351	2852	3636	3178	3073	3432
gene-LOC108625335	NW_017158043.1	563458	565513	+	2056	807	552	821	605	713	748
gene-LOC108625323	NW_017158043.1	565610	572045	-	6436	13481	11841	13224	11783	12354	11044
gene-LOC108625331	NW_017158043.1	572337	597218	+	24882	7969	6409	7661	7096	7268	6898
gene-LOC108625347	NW_017158043.1	596871	602759	-	5889	2266	1632	2263	1977	1268	1611
gene-LOC108625327	NW_017158043.1	599398	615690	+	16293	2030	1706	2005	1926	1890	1742
gene-LOC108625326	NW_017158043.1	603722	611546	-	7825	0	0	0	0	0	0
gene-LOC108625322	NW_017158043.1	615555	620903	-	5349	1228	1007	1169	985	1125	932
gene-LOC108625336	NW_017158043.1	621041	624546	+	3506	2922	2558	2981	2656	2972	3338
gene-LOC113464391	NW_017158043.1	624659	626635	-	1977	552	536	457	638	737	934
gene-LOC108625325	NW_017158043.1	626338	631722	+	5385	3717	3424	3512	4154	4637	4366
gene-LOC108625342	NW_017158043.1	632170	634065	-	1896	7537	7730	7841	6533	6560	8275
gene-LOC108625378	NW_017158043.1	634190	635761	+	1572	324	235	336	224	249	347
gene-LOC108625377	NW_017158043.1	635858	638876	+	3019	2803	2393	2948	2806	2940	3249
gene-LOC108625376	NW_017158043.1	638957	641157	-	2201	1670	1287	1674	1189	1238	1443
gene-LOC108625375	NW_017158043.1	641336	646174	+	4839	5018	3956	5079	4290	4454	4843
gene-LOC108625374	NW_017158043.1	646288	653643	-	7356	12950	10909	12956	10808	12199	10363
gene-LOC108625433	NW_017158043.1	653949	657410	+	3462	2768	2390	2602	2394	2501	2600
gene-LOC108625435	NW_017158043.1	657220	659167	-	1948	2200	2054	2197	1986	2072	2532
gene-LOC108625351	NW_017158043.1	659296	660541	+	1246	1965	1727	1966	1484	1454	1712
gene-LOC108625350	NW_017158043.1	660508	662251	-	1744	4841	4568	4571	3877	4103	4622
gene-LOC113464392	NW_017158043.1	662316	663338	+	1023	196	176	109	95	91	113
gene-LOC108625432	NW_017158043.1	663790	667842	-	4053	1315	1144	1273	1137	1157	1148
gene-LOC108625403	NW_017158043.1	668337	673001	+	4665	1875	1477	1606	1180	1215	1224
gene-LOC108625404	NW_017158043.1	673198	682532	-	9335	16450	13936	15224	12946	13497	12504
gene-LOC108625426	NW_017158043.1	683308	723889	+	40582	3811	3247	3983	3420	3971	3596
gene-LOC108625430	NW_017158043.1	732484	737414	+	4931	17446	12218	15376	739	1437	1399
gene-LOC108625431	NW_017158043.1	737552	740375	-	2824	11975	9513	10683	1986	2364	2749
gene-LOC108625405	NW_017158043.1	740376	751236	+	10861	5584	4687	5600	4935	5172	4201
gene-LOC108625407	NW_017158043.1	751336	754477	-	3142	579	491	634	629	626	680
gene-LOC108625393	NW_017158043.1	755836	810569	+	54734	2831	3436	3186	6496	5533	5145
gene-LOC108625394	NW_017158043.1	810864	820060	-	9197	3592	2985	3773	3459	3360	3177
gene-LOC108625439	NW_017158043.1	822124	1046714	+	224591	1126	910	1397	1447	1270	1159
gene-LOC108625352	NW_017158043.1	824448	826706	-	2259	0	0	0	0	0	0
gene-LOC108625349	NW_017158043.1	1046771	1052257	-	5487	2847	3046	2705	3754	3948	4188
gene-LOC108625425	NW_017158043.1	1052261	1061213	-	8953	16233	14664	14325	15115	19430	14469
gene-LOC108625416	NW_017158043.1	1063620	1271304	-	207685	7028	6037	5867	7210	6457	5502
gene-LOC108625436	NW_017158043.1	1281081	1286293	+	5213	2830	2158	2650	1854	2522	2154
gene-LOC108625440	NW_017158043.1	1292289	1295997	-	3709	1177	939	1117	966	967	922
gene-LOC108625417	NW_017158043.1	1295942	1304763	+	8822	2633	2718	2937	2773	2514	3097
gene-LOC108625419	NW_017158043.1	1305182	1306860	-	1679	8370	7759	9125	8038	9187	9818
gene-LOC108625418	NW_017158043.1	1307493	1313902	-	6410	7218	7009	7215	6986	7620	7334
gene-LOC113464394	NW_017158043.1	1315214	1316631	+	1418	81	68	63	48	63	60
gene-LOC108625373	NW_017158043.1	1330083	1339565	-	9483	32318	32185	30102	43124	47426	42013
gene-LOC113464404	NW_017158043.1	1335678	1336343	+	666	0	0	0	0	0	0
gene-LOC108625428	NW_017158043.1	1346832	1352309	-	5478	1255	1089	1187	1269	1218	757
gene-LOC108625429	NW_017158043.1	1353132	1355426	-	2295	2565	2199	2515	2059	2106	2384
gene-LOC108625412	NW_017158043.1	1355557	1372315	+	16759	6967	5926	7034	6514	7358	6455
gene-LOC108625413	NW_017158043.1	1372067	1375686	-	3620	7584	7228	7529	6302	6216	6659
gene-LOC108625367	NW_017158043.1	1378836	1404790	-	25955	17134	12467	16084	13190	15109	9597
gene-LOC108625372	NW_017158043.1	1392126	1396246	+	4121	0	0	0	0	0	0
gene-LOC108625371	NW_017158043.1	1395734	1399614	-	3881	0	0	0	0	0	0
gene-LOC108625368	NW_017158043.1	1405258	1412901	+	7644	14007	11978	12625	12303	13669	13674
gene-LOC108625370	NW_017158043.1	1413438	1414765	-	1328	312	343	382	331	288	370
gene-LOC108625320	NW_017158043.1	1414838	1420394	+	5557	207	204	197	93	108	103
gene-LOC108625356	NW_017158043.1	1422311	1437842	-	15532	746	564	699	820	823	653
gene-LOC113464388	NW_017158043.1	1439669	1443448	-	3780	2648	2567	2779	2578	2454	2874
gene-LOC108625321	NW_017158043.1	1443817	1449161	-	5345	903	811	846	695	780	721
gene-LOC113464389	NW_017158043.1	1451467	1455227	-	3761	299	302	320	272	275	270
gene-LOC108625444	NW_017158044.1	1101	4042	+	2942	718	568	831	726	725	876
gene-LOC113464405	NW_017158076.1	7	2152	+	2146	320	379	251	181	72	145
gene-LOC113464406	NW_017158076.1	2170	3772	+	1603	227	298	143	118	71	148
gene-LOC108625446	NW_017158087.1	7	1353	+	1347	264	225	332	126	240	238
gene-LOC113464407	NW_017158150.1	4090	5019	-	930	246	139	120	164	303	102
gene-LOC108625448	NW_017158172.1	1310	2023	-	714	677	525	676	617	623	621
gene-LOC108625449	NW_017158259.1	14138	116175	+	102038	5732	4392	5470	6061	7173	5674
gene-LOC108625450	NW_017158259.1	116806	119219	+	2414	1	1	0	0	2	0
gene-LOC108625451	NW_017158271.1	93	1768	-	1676	4	4	2	2	0	1
gene-LOC108625452	NW_017158368.1	20441	33093	+	12653	284	299	234	615	608	352
gene-LOC108625453	NW_017158368.1	33137	34447	+	1311	70	84	94	193	182	100
gene-Trnah-gug-3	NW_017158408.1	43	115	-	73	0	0	0	0	0	0
gene-LOC113464408	NW_017158586.1	8	974	+	967	347	366	359	335	348	405
gene-LOC108625457	NW_017158586.1	1356	1971	+	616	1159	1104	1227	1174	1227	1503
gene-LOC108625460	NW_017158586.1	2830	4968	+	2139	297	217	308	453	398	488
gene-LOC108625459	NW_017158586.1	10698	26434	+	15737	2064	1503	1663	1766	1731	1307
gene-LOC108625463	NW_017158598.1	9	1365	+	1357	1057	882	1261	394	452	508
gene-LOC108625465	NW_017158696.1	920	2970	-	2051	39747	26003	41536	42924	47670	45951
gene-LOC108625466	NW_017158729.1	247	735	-	489	1013	2011	2099	491	1070	1438
gene-LOC108625467	NW_017158749.1	9	3265	+	3257	316	240	338	322	334	322
gene-LOC108625495	NW_017158804.1	16	7806	+	7791	2792	2111	2457	1883	1920	2124
gene-LOC108625496	NW_017158804.1	8104	30289	-	22186	249	270	275	330	248	263
gene-LOC113464410	NW_017158804.1	11824	14294	-	2471	0	0	0	0	0	0
gene-LOC108625472	NW_017158804.1	49568	51550	-	1983	1363	1393	1413	1390	1414	1685
gene-LOC108625473	NW_017158804.1	52110	53029	-	920	26	17	19	2	7	1
gene-LOC108625477	NW_017158804.1	53203	53981	+	779	35	26	25	8	6	6
gene-LOC108625493	NW_017158804.1	54576	57499	+	2924	917	741	932	914	896	1103
gene-LOC108625492	NW_017158804.1	58523	67900	-	9378	5818	5241	4315	6469	7422	8408
gene-LOC108625482	NW_017158804.1	73502	125856	+	52355	4623	4129	4596	6194	6327	4695
gene-LOC108625489	NW_017158804.1	136445	144819	+	8375	269	316	218	403	325	230
gene-LOC108625490	NW_017158804.1	144924	152731	-	7808	24586	22339	25299	19185	18913	21304
gene-LOC108625499	NW_017158804.1	153132	157138	+	4007	3311	2781	3317	2930	2715	3368
gene-LOC108625476	NW_017158804.1	158091	160065	+	1975	2052	2003	2248	2096	1996	2438
gene-LOC108625491	NW_017158804.1	160368	163248	-	2881	16968	20563	16956	17524	17279	20269
gene-LOC108625468	NW_017158804.1	169862	171237	-	1376	2005	1617	2038	1743	1825	1752
gene-LOC108625478	NW_017158804.1	174794	175996	+	1203	3505	3009	3588	3020	3087	3715
gene-LOC108625479	NW_017158804.1	176446	179948	+	3503	1209	1009	1331	1199	1066	1383
gene-LOC108625480	NW_017158804.1	180452	237435	-	56984	4883	5022	4504	13705	11631	10195
gene-LOC113464412	NW_017158804.1	217553	220802	+	3250	0	0	0	0	0	0
gene-LOC108625498	NW_017158804.1	238268	239440	+	1173	1586	1327	1734	1140	1218	1393
gene-LOC108625497	NW_017158804.1	239509	244989	-	5481	1011	1009	1084	1505	1193	1331
gene-LOC108625485	NW_017158804.1	248252	251298	+	3047	3432	2938	3482	3117	3239	3434
gene-LOC108625469	NW_017158804.1	250699	253270	-	2572	933	749	1085	880	839	982
gene-LOC108625486	NW_017158804.1	252878	258704	-	5827	2039	1938	2643	1874	1653	1908
gene-LOC108625484	NW_017158804.1	260583	273241	+	12659	14880	12874	12031	12723	13275	13908
gene-LOC108625483	NW_017158804.1	273277	275723	-	2447	1794	1475	1898	1283	1323	1665
gene-LOC108625470	NW_017158804.1	277347	281443	+	4097	6621	5792	7389	5196	5162	5684
gene-LOC108625474	NW_017158804.1	316837	333119	-	16283	173	208	253	364	315	268
gene-LOC108625475	NW_017158804.1	363499	370768	+	7270	390	462	466	433	515	437
gene-LOC108625500	NW_017158827.1	1091	2267	+	1177	224	224	207	203	220	201
gene-LOC113464416	NW_017158912.1	14213	15454	+	1242	45	6	115	27	440	24
gene-LOC113464415	NW_017158912.1	23491	24073	-	583	203	138	160	153	148	155
gene-LOC113464413	NW_017158912.1	37133	37525	+	393	4	3	4	0	0	0
gene-LOC113464414	NW_017158912.1	38836	39381	-	546	29	26	20	17	28	24
gene-LOC113464417	NW_017158935.1	1069	2189	-	1121	38	29	22	21	54	36
gene-LOC108625503	NW_017159023.1	18	3933	+	3916	174	149	182	214	157	182
gene-LOC108625504	NW_017159024.1	85	4846	-	4762	661	772	754	2495	2047	1959
gene-LOC108625505	NW_017159024.1	5842	9552	-	3711	15	21	20	53	73	54
gene-LOC108625506	NW_017159024.1	13162	32214	+	19053	1139	1067	1151	2338	2320	3268
gene-LOC108625507	NW_017159246.1	240	426	+	187	0	0	0	0	0	0
gene-LOC108625508	NW_017159258.1	551	1498	-	948	0	0	0	1	0	0
gene-LOC113464418	NW_017159301.1	993	1575	-	583	492	344	582	172	236	242
gene-LOC108625510	NW_017159355.1	3000	19235	+	16236	43	40	51	56	52	68
gene-LOC108625511	NW_017159355.1	45885	51301	+	5417	1982	1617	2153	2428	2445	2958
gene-LOC113464419	NW_017159355.1	54686	58221	+	3536	31	24	20	21	19	21
gene-LOC108625512	NW_017159356.1	3863	9356	+	5494	440	824	564	1160	848	661
gene-LOC108625534	NW_017159356.1	11733	18847	-	7115	1410	1061	1321	1200	1390	974
gene-LOC108625521	NW_017159356.1	21337	26882	-	5546	55	34	84	70	62	31
gene-LOC108625548	NW_017159356.1	27406	33002	-	5597	4171	3529	3992	3437	3532	3366
gene-LOC108625516	NW_017159356.1	33324	36145	+	2822	1387	1114	1384	1628	1564	1585
gene-LOC108625518	NW_017159356.1	37907	40924	+	3018	1664	1399	1741	1197	1185	1496
gene-LOC108625532	NW_017159356.1	41294	266082	-	224789	1275	1098	1258	2126	1819	1582
gene-LOC108625513	NW_017159356.1	270695	282343	-	11649	344	301	445	395	356	419
gene-LOC108625522	NW_017159356.1	325988	347482	-	21495	235	175	222	200	217	242
gene-LOC108625546	NW_017159356.1	354446	379198	-	24753	485	382	1033	658	683	675
gene-LOC108625549	NW_017159356.1	429500	446594	+	17095	3507	3094	3151	4783	4943	3976
gene-LOC108625523	NW_017159356.1	511908	644719	+	132812	247	178	306	142	133	111
gene-LOC108625524	NW_017159356.1	645451	849385	+	203935	1439	1136	1443	1440	1456	809
gene-LOC108625531	NW_017159356.1	882320	889168	-	6849	1954	1455	1942	654	1182	1156
gene-LOC108625530	NW_017159356.1	885270	912608	+	27339	238	202	278	216	278	304
gene-LOC108625529	NW_017159356.1	896690	915226	-	18537	979	739	903	882	931	903
gene-LOC108625542	NW_017159356.1	915959	918903	+	2945	3170	2630	3309	2624	2430	2918
gene-LOC108625541	NW_017159356.1	919510	923009	-	3500	1735	2613	2332	2865	3348	3183
gene-LOC108625528	NW_017159356.1	924375	936497	-	12123	9682	7822	9509	8488	8530	8518
gene-LOC108625526	NW_017159356.1	940730	946581	-	5852	5243	4313	4951	4558	4739	4870
gene-LOC108625525	NW_017159356.1	946701	955817	+	9117	3475	2845	3834	2953	2947	2769
gene-LOC108625544	NW_017159356.1	960593	964219	-	3627	6432	6220	6495	5638	5913	6525
gene-LOC108625545	NW_017159356.1	964148	965474	+	1327	124	110	108	70	64	111
gene-LOC108625543	NW_017159356.1	965371	970501	-	5131	117	89	102	91	84	87
gene-LOC108625536	NW_017159356.1	970603	980670	-	10068	10841	9763	11082	6724	8016	6642
gene-LOC113464420	NW_017159356.1	980831	982053	+	1223	258	165	203	164	174	114
gene-LOC108625537	NW_017159356.1	985803	988724	+	2922	678	399	603	962	760	795
gene-LOC108625535	NW_017159356.1	988615	990493	-	1879	1973	1543	1826	1866	1875	2205
gene-LOC108625515	NW_017159356.1	990685	995488	+	4804	41	36	31	73	54	48
gene-LOC108625519	NW_017159356.1	996393	1004050	+	7658	199	119	192	184	158	287
gene-LOC108625538	NW_017159356.1	1007977	1012546	-	4570	5623	5020	5421	6494	7014	6868
gene-LOC108625539	NW_017159356.1	1013092	1020853	-	7762	7712	6476	6932	6388	6546	6260
gene-LOC108625558	NW_017159462.1	27371	37704	+	10334	3758	3007	3415	4512	4322	2699
gene-LOC108625554	NW_017159462.1	49148	62748	+	13601	4422	3935	4637	3832	4113	4001
gene-LOC108625557	NW_017159462.1	62728	64106	-	1379	1941	1876	2090	1822	2078	2517
gene-LOC108625552	NW_017159462.1	64450	80643	+	16194	2550	1598	2345	2171	2118	1479
gene-LOC108625556	NW_017159462.1	84687	87477	+	2791	6054	4407	5601	2308	3021	3097
gene-LOC108625555	NW_017159462.1	88569	118602	-	30034	2475	1819	1976	2147	3063	2568
gene-LOC108625550	NW_017159462.1	110113	114049	+	3937	0	0	0	0	0	0
gene-LOC108625551	NW_017159462.1	131973	134307	+	2335	34	25	27	40	26	41
gene-LOC113464421	NW_017159463.1	13	1226	-	1214	36	34	34	32	33	33
gene-Trnai-gau	NW_017159494.1	80	153	-	74	0	0	0	0	0	0
gene-Trnai-gau-2	NW_017159505.1	80	153	-	74	0	0	0	0	0	0
gene-LOC108625561	NW_017159571.1	1322	7216	+	5895	2513	2172	2606	4266	3397	1978
gene-LOC108625562	NW_017159571.1	13925	14591	-	667	168	174	121	250	251	153
gene-LOC108625564	NW_017159583.1	3469	4374	+	906	4	10	17	5	29	6
gene-LOC113464422	NW_017159605.1	102	1029	-	928	1	0	7	22	4	1
gene-LOC108625565	NW_017159680.1	6	1690	-	1685	1246	1147	1513	1135	1183	1140
gene-Trnar-acg-3	NW_017159712.1	1	73	+	73	0	0	0	0	0	0
gene-LOC108625568	NW_017159757.1	1671	3203	+	1533	0	0	1	0	1	0
gene-LOC108625569	NW_017159790.1	5258	13436	-	8179	446	361	369	547	538	346
gene-LOC113464423	NW_017159823.1	20	527	+	508	2	10	35	26	16	14
gene-LOC108625570	NW_017159887.1	491	3064	+	2574	1	0	0	0	3	1
gene-LOC108625572	NW_017159898.1	134	77424	-	77291	642	553	555	907	1013	567
gene-LOC113464426	NW_017159898.1	99538	104267	+	4730	127	105	155	194	232	179
gene-LOC108625658	NW_017159898.1	108424	143215	-	34792	1226	982	1107	1604	1530	775
gene-LOC113464424	NW_017159898.1	143729	144380	-	652	3	1	3	0	1	1
gene-LOC108625643	NW_017159898.1	144577	561911	+	417335	2018	1604	1967	1759	1815	1746
gene-LOC113464427	NW_017159898.1	279708	284754	-	5047	0	0	0	0	0	0
gene-LOC108625644	NW_017159898.1	293058	295398	-	2341	0	0	0	0	0	0
gene-LOC108625645	NW_017159898.1	295407	298058	-	2652	0	0	0	0	0	0
gene-LOC108625642	NW_017159898.1	324424	512754	-	188331	0	0	0	0	0	0
gene-LOC108625593	NW_017159898.1	569688	601460	+	31773	1221	1366	1298	2208	2608	2609
gene-LOC108625666	NW_017159898.1	611127	649826	+	38700	725	781	726	1798	1509	1332
gene-LOC108625602	NW_017159898.1	666419	672920	+	6502	0	0	0	0	1	2
gene-LOC108625574	NW_017159898.1	682917	694338	-	11422	321	170	511	309	311	399
gene-LOC108625575	NW_017159898.1	697513	698936	-	1424	1	6	0	3	2	9
gene-LOC113464429	NW_017159898.1	699030	701170	-	2141	1	2	2	9	2	3
gene-LOC108625600	NW_017159898.1	705634	710742	+	5109	12352	10320	9667	6643	8966	8634
gene-LOC108625659	NW_017159898.1	712601	723021	-	10421	1135	845	1764	705	958	926
gene-LOC108625577	NW_017159898.1	723479	725992	+	2514	360	292	350	339	207	341
gene-LOC108625635	NW_017159898.1	726208	737084	-	10877	1891	1597	1504	1709	980	1250
gene-LOC108625634	NW_017159898.1	738700	804820	-	66121	5685	5243	6419	4089	4338	3964
gene-LOC113464432	NW_017159898.1	795942	803864	-	7923	0	0	0	0	0	0
gene-LOC108625578	NW_017159898.1	805480	806301	-	822	2	3	0	2	4	1
gene-LOC108625657	NW_017159898.1	806669	809790	+	3122	9359	8626	9679	7990	8054	8767
gene-LOC108625672	NW_017159898.1	813167	819004	+	5838	2525	1598	2208	1571	1628	1918
gene-LOC108625590	NW_017159898.1	824675	828419	+	3745	1077	920	1227	1062	1051	1324
gene-LOC108625595	NW_017159898.1	828884	830714	-	1831	1595	1352	1759	1633	1623	1871
gene-LOC108625579	NW_017159898.1	830652	874795	-	44144	534	365	540	320	310	338
gene-LOC108625636	NW_017159898.1	840832	853524	-	12693	0	0	0	0	0	0
gene-Trnat-cgu	NW_017159898.1	867203	867274	-	72	0	0	0	0	0	0
gene-LOC108625650	NW_017159898.1	874943	875738	+	796	674	635	749	861	905	1155
gene-LOC108625649	NW_017159898.1	875932	877467	-	1536	1423	1276	1570	1369	1316	1605
gene-LOC108625648	NW_017159898.1	878584	886585	+	8002	3964	3066	3908	3324	3401	3417
gene-LOC108625639	NW_017159898.1	887214	901096	+	13883	3681	3202	3773	3330	3429	3860
gene-LOC108625637	NW_017159898.1	889158	895006	-	5849	0	0	0	0	0	0
gene-LOC108625638	NW_017159898.1	901577	903632	-	2056	669	582	651	567	596	618
gene-LOC108625603	NW_017159898.1	903673	906237	-	2565	102	77	67	90	79	119
gene-LOC108625580	NW_017159898.1	906588	910129	+	3542	12	8	18	4	5	11
gene-LOC108625587	NW_017159898.1	912312	916915	+	4604	670	281	550	489	355	970
gene-LOC108625599	NW_017159898.1	917169	927265	-	10097	462	372	414	1202	827	1112
gene-LOC108625596	NW_017159898.1	924507	929959	+	5453	565	821	628	1958	1649	1710
gene-LOC108625581	NW_017159898.1	930667	936345	+	5679	3096	2764	2823	2380	2276	2540
gene-LOC108625670	NW_017159898.1	936416	938654	+	2239	661	576	685	519	502	581
gene-LOC108625671	NW_017159898.1	939660	941687	+	2028	2222	2298	2841	1532	1778	2168
gene-LOC108625597	NW_017159898.1	941894	943674	+	1781	1101	909	1024	912	950	1070
gene-LOC108625669	NW_017159898.1	943850	944720	-	871	816	691	761	637	723	884
gene-LOC108625668	NW_017159898.1	944773	947324	-	2552	3165	2746	3078	2595	2953	3460
gene-LOC108625630	NW_017159898.1	947608	965842	+	18235	20114	15642	18635	16573	16498	15044
gene-LOC108625647	NW_017159898.1	967216	975903	+	8688	4385	3532	4292	3068	3178	3481
gene-LOC108625583	NW_017159898.1	980040	1040022	-	59983	16581	12772	15434	16887	19635	15691
gene-LOC113464430	NW_017159898.1	1049906	1053106	+	3201	33	21	26	25	28	29
gene-LOC108625604	NW_017159898.1	1059055	1063274	+	4220	248	623	249	4853	2617	3410
gene-LOC108625652	NW_017159898.1	1066747	1076415	-	9669	12018	9555	11461	14013	16930	12281
gene-LOC108625605	NW_017159898.1	1078744	1081485	-	2742	181	331	479	254	258	301
gene-LOC108625584	NW_017159898.1	1081738	1087239	-	5502	9	8	20	15	6	9
gene-LOC108625592	NW_017159898.1	1088506	1090773	+	2268	3799	3288	3883	3095	3348	3759
gene-LOC108625623	NW_017159898.1	1091213	1096088	+	4876	2982	2589	3057	2526	2403	2654
gene-LOC113463795	NW_017159898.1	1096951	1111438	-	14488	3773	3407	3970	3453	3461	3886
gene-LOC108625622	NW_017159898.1	1100827	1108671	+	7845	0	0	0	0	0	0
gene-LOC108625625	NW_017159898.1	1108796	1111739	-	2944	102	110	126	91	100	99
gene-LOC108625621	NW_017159898.1	1111805	1116264	+	4460	2759	2105	2301	2719	2708	2204
gene-LOC108625626	NW_017159898.1	1116281	1177959	+	61679	2129	1694	2101	2346	2532	2279
gene-LOC113464425	NW_017159898.1	1184039	1187024	-	2986	63	72	69	38	66	67
gene-LOC108625667	NW_017159898.1	1188052	1193079	-	5028	3484	3540	3150	2678	3245	3492
gene-LOC108625601	NW_017159898.1	1193931	1196496	+	2566	461	220	403	78	108	94
gene-LOC108625588	NW_017159898.1	1197656	1203710	+	6055	1383	1005	1411	518	402	462
gene-LOC108625589	NW_017159898.1	1203540	1211855	-	8316	1617	1337	1570	581	553	779
gene-LOC108625651	NW_017159898.1	1206579	1215151	+	8573	1353	1339	1379	1974	1696	1836
gene-LOC108625641	NW_017159898.1	1217062	1228393	+	11332	9885	6546	10255	6380	6670	6268
gene-LOC108625594	NW_017159898.1	1228817	1232865	+	4049	4829	3843	4940	3814	3902	4421
gene-LOC108625585	NW_017159898.1	1232956	1237630	-	4675	263	269	281	103	116	120
gene-LOC108625665	NW_017159898.1	1238429	1243886	+	5458	8913	6752	10947	9762	7813	8894
gene-LOC108625654	NW_017159898.1	1245370	1254659	+	9290	8320	6073	9892	5445	5146	6502
gene-LOC108625656	NW_017159898.1	1254699	1256971	-	2273	2341	2219	2379	2146	2127	2253
gene-LOC108625611	NW_017159898.1	1259116	1263243	+	4128	687	598	815	648	719	791
gene-LOC113464428	NW_017159898.1	1262139	1263926	-	1788	209	180	219	174	200	275
gene-LOC108625607	NW_017159898.1	1263954	1267706	+	3753	3879	3263	3941	2868	2842	3367
gene-LOC108625609	NW_017159898.1	1268689	1273771	+	5083	168	91	146	157	115	117
gene-LOC108625608	NW_017159898.1	1274245	1286845	+	12601	1028	871	984	1278	1471	1225
gene-LOC108625610	NW_017159898.1	1286893	1288895	-	2003	1557	1554	1600	1035	1065	1207
gene-LOC108625612	NW_017159898.1	1289294	1292286	+	2993	4331	3625	4256	3581	3627	4335
gene-LOC108625606	NW_017159898.1	1292283	1313167	-	20885	13036	10214	12042	11513	12341	7254
gene-LOC108625663	NW_017159898.1	1314176	1318834	+	4659	1603	1301	1544	1297	1445	1176
gene-LOC108625629	NW_017159898.1	1330548	1334612	+	4065	12795	8373	6410	7148	9087	10750
gene-LOC108625627	NW_017159898.1	1334774	1353300	-	18527	9609	8095	9181	8506	8965	7291
gene-LOC108625617	NW_017159898.1	1353390	1355698	+	2309	3553	2796	3639	2507	2745	3191
gene-LOC108625615	NW_017159898.1	1355864	1362527	+	6664	8247	6991	8949	6199	7089	6008
gene-LOC108625616	NW_017159898.1	1362522	1375171	-	12650	9486	8231	9065	8170	8633	7753
gene-LOC108625620	NW_017159898.1	1375749	1376543	-	795	131	158	203	168	177	225
gene-LOC108625619	NW_017159898.1	1376367	1390714	+	14348	16683	13670	15327	16592	17606	13316
