# Program:featureCounts v1.6.4; Command:"featureCounts" "-a" "/work/02260/grovesd/lonestar/macaca_genome/Macaca_mulatta.Mmul_10.99.gff3" "-p" "-t" "gene" "-g" "ID" "-o" "feature_counts_out.tsv" "-T" "48" "--primary" "macacYN07-314_heart_rna_dupsRemoved.bam" "macacYN07-314_kidney_rna_dupsRemoved.bam" "macacYN07-314_liver_rna_dupsRemoved.bam" "macacYN07-314_lung_rna_dupsRemoved.bam" "macacYN07-315_heart_rna_dupsRemoved.bam" "macacYN07-315_kidney_rna_dupsRemoved.bam" "macacYN07-315_liver_rna_dupsRemoved.bam" "macacYN07-315_lung_rna_dupsRemoved.bam" "macacYN07-317_heart_rna_dupsRemoved.bam" "macacYN07-317_kidney_rna_dupsRemoved.bam" "macacYN07-317_liver_rna_dupsRemoved.bam" "macacYN07-317_lung_rna_dupsRemoved.bam" "macacYN07-330_heart_rna_dupsRemoved.bam" "macacYN07-330_kidney_rna_dupsRemoved.bam" "macacYN07-330_liver_rna_dupsRemoved.bam" "macacYN07-330_lung_rna_dupsRemoved.bam" 
Geneid	Chr	Start	End	Strand	Length	macacYN07-314_heart_rna_dupsRemoved.bam	macacYN07-314_kidney_rna_dupsRemoved.bam	macacYN07-314_liver_rna_dupsRemoved.bam	macacYN07-314_lung_rna_dupsRemoved.bam	macacYN07-315_heart_rna_dupsRemoved.bam	macacYN07-315_kidney_rna_dupsRemoved.bam	macacYN07-315_liver_rna_dupsRemoved.bam	macacYN07-315_lung_rna_dupsRemoved.bam	macacYN07-317_heart_rna_dupsRemoved.bam	macacYN07-317_kidney_rna_dupsRemoved.bam	macacYN07-317_liver_rna_dupsRemoved.bam	macacYN07-317_lung_rna_dupsRemoved.bam	macacYN07-330_heart_rna_dupsRemoved.bam	macacYN07-330_kidney_rna_dupsRemoved.bam	macacYN07-330_liver_rna_dupsRemoved.bam	macacYN07-330_lung_rna_dupsRemoved.bam
gene:ENSMMUG00000014742	2	102875314	102896981	+	21668	4	136	19	67	6	209	20	100	3	261	19	118	3	191	30	91
gene:ENSMMUG00000019810	2	102876955	102970723	-	93769	479	1678	504	1464	808	1869	810	2654	597	2219	1120	2354	681	1896	810	2069
gene:ENSMMUG00000019813	2	102973208	103004320	+	31113	392	1268	310	3043	644	1110	408	5629	350	1674	960	4609	354	1394	415	3797
gene:ENSMMUG00000021117	2	103004661	103161306	-	156646	890	1778	1273	2287	1605	2723	2360	4110	1286	2949	2955	3755	1188	2087	2030	3442
gene:ENSMMUG00000060693	2	103004872	103008205	+	3334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSMMUG00000045275	2	103230959	103279404	-	48446	75	190	34	223	121	278	90	476	87	280	132	327	69	225	73	375
gene:ENSMMUG00000006454	2	103284654	103345004	+	60351	392	630	258	940	585	727	356	1526	650	1001	659	1502	394	702	334	1160
gene:ENSMMUG00000014045	2	103390975	103424463	+	33489	689	1512	689	1893	1296	2083	1160	3484	1085	2590	2151	3511	795	1767	1077	2623
gene:ENSMMUG00000014046	2	103423963	103493486	-	69524	1002	3034	2019	2780	1591	4517	2904	4569	1279	5042	4367	4465	915	3586	2701	3427
gene:ENSMMUG00000013385	2	103505431	103530858	-	25428	215	516	386	625	407	664	525	933	262	694	738	825	216	528	442	598
gene:ENSMMUG00000031732	2	103575939	103592781	-	16843	12	44	12	68	20	52	21	66	8	108	33	44	17	46	14	42
gene:ENSMMUG00000009345	2	103600606	103793606	-	193001	747	1983	1233	1975	1322	3069	1910	3208	1086	3426	2931	3302	969	2251	1765	2698
gene:ENSMMUG00000003820	2	103820142	103874644	+	54503	953	1383	820	1876	1647	1837	1299	3269	1353	2315	2106	3136	1094	1764	1209	2514
gene:ENSMMUG00000055794	2	103873102	103874890	-	1789	261	132	58	227	273	146	55	283	274	152	95	297	246	146	71	237
gene:ENSMMUG00000003823	2	103875180	104029426	-	154247	6265	1957	957	3315	8459	2547	1010	5378	7720	2909	2071	4855	6485	2332	1140	4336
gene:ENSMMUG00000020954	2	104178231	104208707	-	30477	212	258	166	150	370	334	236	207	258	411	427	196	267	311	246	229
gene:ENSMMUG00000010655	2	104255858	104257951	+	2094	10	9	13	143	11	8	26	501	3	5	22	457	2	13	14	225
gene:ENSMMUG00000021607	2	104273453	104389968	+	116516	501	1129	651	2018	916	1585	2186	4103	656	1877	2356	3855	716	1761	1769	3368
gene:ENSMMUG00000003078	2	104323421	104332511	-	9091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSMMUG00000049153	2	104338396	104368605	-	30210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSMMUG00000003079	2	104413942	104442311	+	28370	14	34	13	31	16	41	29	77	20	41	25	78	22	34	10	52
gene:ENSMMUG00000003074	2	104454973	104475315	-	20343	1687	3482	2042	3822	2966	4299	3391	5191	2389	5586	4245	5629	1894	3979	3322	4035
gene:ENSMMUG00000050584	2	104482814	104491169	-	8356	246	752	369	582	428	988	628	1019	341	1095	861	956	270	709	514	706
gene:ENSMMUG00000062695	2	104491310	104495059	+	3750	186	265	131	419	286	342	203	675	236	338	264	547	224	297	188	486
gene:ENSMMUG00000010058	2	104497572	104519598	+	22027	99	198	189	262	160	270	325	433	104	277	442	391	118	191	250	311
gene:ENSMMUG00000043955	2	104519801	104521543	+	1743	65	78	51	238	155	124	88	410	94	137	153	416	57	108	69	302
gene:ENSMMUG00000010062	2	104521816	104559374	-	37559	496	829	565	1767	816	917	869	2457	642	1229	1250	2391	483	979	765	1936
gene:ENSMMUG00000000591	2	104576400	104619464	-	43065	195	489	193	1011	289	532	236	1887	246	680	570	2525	291	605	235	1362
gene:ENSMMUG00000059318	2	104620917	104621261	-	345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSMMUG00000014705	2	104657730	104669607	-	11878	2339	1952	1379	1468	2910	2265	1732	2279	2760	2623	2330	2288	2541	2143	1537	1699
gene:ENSMMUG00000055005	2	104680575	104681474	-	900	4	6	0	1	3	11	1	0	8	11	2	9	2	6	0	6
gene:ENSMMUG00000031754	2	104687019	104696665	-	9647	378	1268	143	729	661	1694	282	1241	694	1891	543	1248	514	1261	266	883
gene:ENSMMUG00000014707	2	104699406	104723449	-	24044	25	8	2	10	43	16	3	10	32	5	6	11	25	7	7	14
gene:ENSMMUG00000014720	2	104734691	104747058	-	12368	401	569	415	972	649	774	602	1721	555	962	1042	1560	331	707	561	1101
gene:ENSMMUG00000014730	2	104747109	104772835	-	25727	584	1346	463	2177	915	1633	694	2902	925	2133	1113	3562	638	1516	689	2356
gene:ENSMMUG00000000081	2	104810600	104912903	-	102304	273	358	282	386	492	554	421	687	456	780	830	732	415	399	455	571
gene:ENSMMUG00000015418	2	104923805	104965585	-	41781	660	685	1337	437	1036	947	1519	688	678	885	1883	625	716	817	1466	638
gene:ENSMMUG00000039597	2	104985663	105057768	+	72106	1319	1455	765	2114	2202	1857	1277	3632	1795	2197	1900	3325	1715	1771	1207	2788
gene:ENSMMUG00000006130	2	105063906	105082648	+	18743	366	977	167	766	683	1020	364	1315	455	1451	591	1193	474	1175	406	1327
gene:ENSMMUG00000005649	2	105081321	105091764	+	10444	620	1709	631	2154	1053	2164	834	3243	730	2436	1506	3051	738	1816	744	2552
gene:ENSMMUG00000005652	2	105091301	105094391	-	3091	158	409	147	433	242	583	271	748	200	792	486	717	166	489	300	622
gene:ENSMMUG00000058322	2	105097907	105100928	+	3022	427	472	301	432	643	564	372	661	760	1229	959	1046	442	536	356	490
gene:ENSMMUG00000005656	2	105100070	105105209	-	5140	639	663	608	919	1010	903	937	1412	732	1018	1351	1291	646	716	754	1044
gene:ENSMMUG00000005660	2	105105445	105176767	-	71323	714	1219	686	1602	1183	1522	1132	2739	1017	1792	1795	2474	844	1427	981	2020
gene:ENSMMUG00000002943	2	105178645	105187737	-	9093	1210	1904	1003	2393	1813	2323	1444	3374	1401	2598	2237	3306	1548	2192	1587	2869
gene:ENSMMUG00000002948	2	105191623	105203713	-	12091	1356	2145	1340	2719	2240	2792	2129	4322	1851	3427	3228	4169	1579	2620	1889	3233
gene:ENSMMUG00000002952	2	105203659	105216034	-	12376	4494	3509	990	7010	6771	3671	1312	9161	5612	5369	2663	9001	4498	4411	1483	7589
gene:ENSMMUG00000002836	2	105242036	105245865	-	3830	164	270	212	369	250	296	267	667	179	424	377	570	175	310	220	395
gene:ENSMMUG00000002833	2	105245967	105256330	+	10364	617	668	477	1065	858	716	794	1847	756	990	1479	1822	711	804	703	1278
gene:ENSMMUG00000046787	2	105257476	105274094	-	16619	12	32	24	28	17	33	30	47	14	34	42	49	12	42	29	39
gene:ENSMMUG00000062159	2	105262781	105263110	+	330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSMMUG00000053526	2	105279537	105344489	+	64953	97	75	46	138	154	98	93	211	145	118	130	201	143	92	81	163
gene:ENSMMUG00000000822	2	105336121	105430919	-	94799	2137	1334	900	1708	3406	1717	1641	3271	2731	1965	2036	2865	2675	1565	1242	2339
gene:ENSMMUG00000049541	2	105356012	105362762	-	6751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSMMUG00000012963	2	105450769	105451615	-	847	279	502	677	508	411	597	740	605	345	624	738	601	348	567	671	540
gene:ENSMMUG00000047476	2	105451379	105509937	-	58559	1522	2014	1582	2741	2013	2380	1888	3612	1798	2539	2313	3464	1557	2247	1710	3073
gene:ENSMMUG00000058903	2	105510031	105514618	+	4588	492	927	550	570	771	1342	876	897	580	1449	1165	779	416	1040	762	527
gene:ENSMMUG00000005452	2	105514801	105521689	-	6889	1006	1234	1085	1913	1673	1399	1413	2694	1335	1992	2334	2731	1199	1454	1563	2310
gene:ENSMMUG00000031780	2	105521131	105526713	-	5583	317	523	264	937	582	611	468	1359	429	770	652	1272	362	648	428	1064
gene:ENSMMUG00000004683	2	105574961	105650402	+	75442	2700	2468	1401	2732	3989	3062	1956	4043	3264	3615	2783	3785	2975	3281	1732	2884
gene:ENSMMUG00000014537	2	105755332	105778269	+	22938	4	109	18	38	16	199	77	63	9	231	108	54	8	170	113	37
gene:ENSMMUG00000014540	2	105788019	105798325	+	10307	724	2045	1069	1187	1264	2596	1450	1764	970	2598	2011	1598	858	1927	1272	1235
gene:ENSMMUG00000057113	2	105797928	105802572	-	4645	41	985	2364	145	121	1041	2858	215	170	1206	3345	144	75	967	2635	135
gene:ENSMMUG00000014564	2	105803479	105837448	+	33970	629	654	556	806	1043	858	837	1563	801	1171	1414	1502	647	750	702	981
gene:ENSMMUG00000014582	2	105833883	105835397	-	1515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSMMUG00000014584	2	105835852	105839872	-	4021	174	173	363	350	311	213	338	478	211	315	851	479	151	226	343	296
gene:ENSMMUG00000014589	2	105840252	105912723	-	72472	517	1290	444	1794	897	1661	800	3149	792	2160	1387	2915	680	1573	736	2348
gene:ENSMMUG00000031794	2	105924691	105925744	-	1054	1	0	1	4	1	0	0	8	0	0	0	2	1	0	0	5
gene:ENSMMUG00000020979	2	105929299	105930880	+	1582	113	85	26	363	167	90	27	564	89	152	91	528	54	128	32	488
gene:ENSMMUG00000020980	2	105931109	105939856	-	8748	366	696	419	2554	721	772	762	3665	514	1059	1416	3487	342	876	668	2707
gene:ENSMMUG00000016476	2	105954824	105983531	-	28708	20	52	10	179	39	52	24	304	23	58	43	230	27	43	24	237
gene:ENSMMUG00000016480	2	105985281	105997304	-	12024	0	0	0	6	2	1	1	7	0	0	0	12	1	1	0	10
gene:ENSMMUG00000051863	2	106000643	106003381	-	2739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSMMUG00000003353	2	106014857	106037567	-	22711	234	501	124	2002	394	386	152	2618	290	690	319	2782	281	493	151	2084
gene:ENSMMUG00000031811	2	106037037	106068515	-	31479	314	728	559	557	539	799	729	1032	423	1146	1149	953	331	745	628	673
gene:ENSMMUG00000003494	2	106068675	106193178	+	124504	670	1539	725	2391	1139	1819	1225	4011	916	2324	1823	3843	976	1756	1110	3312
gene:ENSMMUG00000004921	2	106206539	106239018	+	32480	1850	3219	1967	5091	2958	4052	3035	7360	2421	4514	3849	6862	2407	3768	2686	6188
gene:ENSMMUG00000010337	2	106281802	106310697	+	28896	254	823	2943	2432	392	868	3195	3324	607	1515	4567	3862	267	1156	3818	2626
gene:ENSMMUG00000020116	2	106314773	106317999	+	3227	2	12	512	30	5	29	886	22	9	52	992	19	2	11	969	10
gene:ENSMMUG00000010342	2	106328866	106344138	+	15273	1004	462	2574	99	1777	696	3576	113	1076	844	4300	54	941	691	3474	83
gene:ENSMMUG00000056280	2	106360505	106387279	+	26775	1195	1152	1052	3430	1970	1381	1448	5678	1639	1948	2038	5183	1367	1587	1284	4329
gene:ENSMMUG00000020117	2	106389698	106402066	+	12369	603	3172	73	3081	1207	3967	200	5223	840	4893	290	5179	840	4000	160	3901
gene:ENSMMUG00000063881	2	106404082	106411309	+	7228	311	6	8	14	454	12	18	34	268	14	22	23	257	8	9	17
gene:ENSMMUG00000020119	2	106411838	106416588	-	4751	622	479	840	908	973	625	1062	1238	691	789	1561	1051	687	522	953	755
gene:ENSMMUG00000044500	2	106416931	106423549	-	6619	239	198	1057	115	397	268	1211	178	249	360	1848	232	192	262	1153	162
gene:ENSMMUG00000020120	2	106420513	106423392	-	2880	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSMMUG00000020121	2	106424029	106427667	-	3639	700	1498	1692	1030	1124	1802	2005	1391	836	2066	2913	1141	673	1698	2035	837
gene:ENSMMUG00000006994	2	106444929	106449983	-	5055	579	662	698	1859	759	690	782	2433	919	1012	1249	2515	424	838	716	1834
gene:ENSMMUG00000055561	2	106452025	106455648	-	3624	440	629	266	612	687	795	459	959	560	893	695	881	440	674	411	662
gene:ENSMMUG00000006996	2	106457832	106469329	-	11498	777	657	555	3075	1369	890	833	5033	1112	1306	1775	4453	901	1019	760	3910
gene:ENSMMUG00000007006	2	106469472	106474107	-	4636	0	29	5	41	18	50	10	132	8	128	19	75	12	63	10	313
gene:ENSMMUG00000007013	2	106471923	106479729	-	7807	273	435	282	681	482	555	487	1124	406	705	795	1075	339	503	426	856
gene:ENSMMUG00000007019	2	106479815	106482929	+	3115	43	133	76	192	76	163	111	333	43	203	182	253	34	166	102	185
gene:ENSMMUG00000057917	2	106483610	106488450	-	4841	422	554	292	929	706	694	469	1469	546	946	836	1372	470	651	429	992
gene:ENSMMUG00000007022	2	106493493	106632102	-	138610	254	18	1259	881	811	35	849	453	546	54	1302	684	625	62	1404	499
gene:ENSMMUG00000010499	2	106683456	106694329	-	10874	582	493	56	260	1261	540	147	337	788	625	169	302	716	526	50	302
gene:ENSMMUG00000010498	2	106695806	106735710	+	39905	731	2282	1414	2968	911	1697	2734	2429	888	2719	3764	3234	573	1431	1297	1766
gene:ENSMMUG00000059288	2	106735082	106740357	-	5276	347	423	274	695	537	743	1036	812	310	692	1150	915	557	410	71	604
gene:ENSMMUG00000010495	2	106740021	106778838	+	38818	1433	901	370	1114	2360	1372	1612	1882	1487	1708	1717	1918	1820	984	443	1452
gene:ENSMMUG00000004273	2	106805253	107467240	+	661988	548	812	229	869	1016	1007	376	728	777	1406	580	944	846	1225	394	1090
gene:ENSMMUG00000050449	2	107467681	107471747	+	4067	342	481	608	686	493	638	767	962	597	882	1337	1008	425	682	694	740
gene:ENSMMUG00000059124	2	107473783	107479326	+	5544	283	550	381	768	476	776	692	1347	392	912	1002	1320	340	664	554	1008
gene:ENSMMUG00000004280	2	107479347	107585671	-	106325	535	1050	863	1239	1072	1600	1788	2357	805	1689	2619	1975	728	1299	1203	1778
gene:ENSMMUG00000012002	2	107618999	107784675	+	165677	855	1921	1992	1921	1494	2503	4094	3221	1179	3195	4655	3077	1070	2173	2726	2338
gene:ENSMMUG00000012005	2	107787432	107799877	+	12446	2	5	363	7	12	1	1058	23	22	7	3024	9	4	13	2933	16
gene:ENSMMUG00000047816	2	107869280	107869603	-	324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSMMUG00000051676	2	107910790	107975247	+	64458	17	34	46	49	27	64	75	97	17	99	214	81	22	58	60	70
gene:ENSMMUG00000014898	2	107937893	107939222	+	1330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSMMUG00000004353	2	108001066	108002930	-	1865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSMMUG00000004352	2	108023102	108029679	-	6578	0	2	1	5	0	3	2	4	0	2	3	3	0	2	2	5
gene:ENSMMUG00000003644	2	108060651	108070097	-	9447	185	331	399	749	320	337	513	882	257	446	1233	981	180	291	437	516
gene:ENSMMUG00000022203	2	108071067	108077137	+	6071	675	1013	655	1643	1041	1334	865	2432	906	1477	1410	2285	870	1192	938	1967
gene:ENSMMUG00000022204	2	108084879	108085970	+	1092	0	0	1	0	0	0	0	5	0	0	0	2	0	0	0	1
gene:ENSMMUG00000022205	2	108086702	108098669	-	11968	1004	844	756	2302	1624	955	1195	3486	1373	1435	1783	3291	1161	916	1126	2467
gene:ENSMMUG00000019657	2	108097787	108103923	-	6137	136	782	736	466	252	873	919	757	179	1084	1370	683	138	789	1024	528
gene:ENSMMUG00000003646	2	108104318	108131188	+	26871	1254	6783	2308	1335	2210	7407	2779	2162	1473	8475	3617	1861	1359	8110	2847	1542
gene:ENSMMUG00000005300	2	108191505	108197639	-	6135	144	240	71	537	271	383	164	1111	180	615	241	872	137	254	149	715
gene:ENSMMUG00000012485	2	108212938	108296499	-	83562	68	82	87	126	142	149	151	277	73	158	334	237	71	104	149	191
gene:ENSMMUG00000005596	2	108336841	108354247	+	17407	1965	1209	3336	1584	2071	1349	3151	1964	2005	1582	5956	1862	1557	1191	2935	1563
gene:ENSMMUG00000012263	2	108358541	108365997	-	7457	4	6	1	23	5	5	6	68	14	4	19	64	5	4	5	25
gene:ENSMMUG00000047685	2	108365150	108379059	-	13910	1851	219	109	867	2574	308	157	1528	1918	454	434	1586	1731	348	148	1155
gene:ENSMMUG00000008236	2	108386271	108391078	+	4808	101	155	101	710	164	158	192	1293	96	182	353	991	84	204	178	889
gene:ENSMMUG00000008234	2	108395153	108419855	-	24703	1768	1724	960	2313	2755	2193	1498	3628	2359	2532	2142	3342	2171	2182	1381	2984
gene:ENSMMUG00000016971	2	108436376	108441988	+	5613	122	1041	1922	283	377	1369	2449	616	291	1711	3196	467	149	1023	2734	361
gene:ENSMMUG00000016974	2	108471709	108552927	+	81219	122	247	464	214	172	216	282	527	159	353	753	278	147	327	575	827
gene:ENSMMUG00000055701	2	108541073	108542628	-	1556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSMMUG00000016982	2	108553515	108563079	-	9565	942	1362	870	1871	1592	1890	1442	2929	1317	2213	2234	2814	1087	1488	1235	2083
gene:ENSMMUG00000016984	2	108563698	108578485	+	14788	209	423	209	478	473	728	572	895	336	829	658	792	226	556	504	672
gene:ENSMMUG00000018872	2	108591623	108600629	-	9007	622	532	19	2482	1103	492	41	4100	781	710	96	3176	538	595	33	3012
gene:ENSMMUG00000005618	2	108607520	108610260	-	2741	1289	269	245	788	1517	319	297	930	1346	443	397	881	1238	254	191	747
gene:ENSMMUG00000005619	2	108611856	108650950	+	39095	2013	2907	1756	6374	3293	3685	2943	9753	2901	4912	4643	9882	2764	3755	2858	8497
gene:ENSMMUG00000017351	2	108653325	108683241	+	29917	2116	1586	2809	2578	3192	2144	4690	4881	3382	3917	7684	5750	1757	2375	4803	3464
gene:ENSMMUG00000017360	2	108683368	108692555	-	9188	249	675	105	592	469	1193	174	1048	324	1182	294	1176	377	1097	272	1107
gene:ENSMMUG00000050505	2	108695456	108700992	+	5537	1091	916	347	727	1779	1154	643	1179	1428	1397	824	1066	1234	1050	578	927
gene:ENSMMUG00000017361	2	108707389	108850800	-	143412	763	973	736	1340	1130	1265	1406	2394	1133	1532	1720	2112	883	1023	960	1881
gene:ENSMMUG00000012511	2	108854893	108863695	+	8803	956	1099	1426	1609	1470	1283	1794	2292	1336	1602	2768	2292	1074	1142	1495	1826
gene:ENSMMUG00000012526	2	108863688	108873999	-	10312	717	870	413	952	1083	1082	733	1384	903	1215	1035	1273	896	1061	700	1187
gene:ENSMMUG00000017370	2	108873778	108876170	+	2393	508	633	578	542	749	865	800	887	592	869	882	733	531	708	717	681
gene:ENSMMUG00000017903	2	108879121	108950451	-	71331	463	877	501	868	835	1258	968	1693	579	1500	1151	1648	685	1271	1012	1635
gene:ENSMMUG00000014520	2	108958285	108972534	+	14250	35	63	8078	546	369	153	10661	518	753	75	11657	142	177	364	9968	293
gene:ENSMMUG00000014522	2	108975417	108989229	+	13813	82	442	5594	714	293	454	6804	836	531	453	8468	828	171	752	5576	909
gene:ENSMMUG00000014523	2	108989800	109014717	-	24918	127	116	10576	1138	741	303	12832	1214	1597	174	17468	456	411	779	11519	906
gene:ENSMMUG00000014526	2	109014293	109081944	-	67652	355	760	360	1307	611	1078	825	2277	368	1250	1424	2116	464	842	594	1917
gene:ENSMMUG00000014527	2	109088848	109238166	-	149319	213	321	218	349	373	545	394	627	344	609	576	546	304	363	393	495
gene:ENSMMUG00000016197	2	109281309	109325735	-	44427	105	315	169	433	196	368	278	734	131	411	402	593	121	347	254	484
gene:ENSMMUG00000007230	2	109377780	109391679	+	13900	108	797	193	957	161	896	273	1954	120	1055	563	1697	74	800	280	1443
gene:ENSMMUG00000014433	2	109419661	109450345	-	30685	526	2014	1505	2332	986	2307	1802	3769	622	2955	2635	3073	524	1904	1576	2726
gene:ENSMMUG00000011208	2	109479027	109540612	-	61586	672	1187	576	1468	1131	1581	1013	2491	916	1845	1477	2308	844	1337	913	2061
gene:ENSMMUG00000019262	2	109674749	109999826	+	325078	10	1210	317	1057	49	1813	997	1492	28	2465	1177	1354	30	862	636	905
gene:ENSMMUG00000019266	2	110004701	110036393	-	31693	17	2970	1656	230	109	3909	2276	435	85	4446	3561	365	48	2966	2823	321
gene:ENSMMUG00000019267	2	110036537	110060436	+	23900	67	541	147	146	107	668	267	242	82	864	420	259	60	429	416	224
gene:ENSMMUG00000019269	2	110059191	110073135	-	13945	248	393	209	419	465	580	327	790	376	669	518	763	252	458	268	631
gene:ENSMMUG00000056003	2	110075628	110083130	-	7503	597	407	268	491	687	504	357	750	628	544	543	653	553	478	316	511
gene:ENSMMUG00000047365	2	110314984	111339782	+	1024799	208	366	105	526	272	367	177	902	295	870	305	1344	236	543	136	1295
gene:ENSMMUG00000018417	2	111104823	111114180	-	9358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSMMUG00000061281	2	111630740	111647650	-	16911	14	27	3	154	19	14	6	269	21	19	30	245	15	15	28	173
gene:ENSMMUG00000021620	2	111671619	112643690	-	972072	78	221	60	155	117	150	105	341	84	247	160	247	95	142	104	231
gene:ENSMMUG00000002818	2	112662776	112794279	+	131504	762	1776	881	2245	1354	2581	1420	3837	1033	2989	1955	3378	986	2132	1336	3115
gene:ENSMMUG00000002820	2	112786819	112848801	-	61983	539	1283	471	1256	925	1584	761	2200	762	1844	999	1896	631	1258	682	1781
gene:ENSMMUG00000049333	2	112868288	112869970	-	1683	3	0	1	2	2	3	0	7	2	4	2	8	1	2	2	4
gene:ENSMMUG00000010163	2	112888054	113234986	-	346933	549	1515	157	2252	941	2172	310	3813	645	2308	475	3187	781	2197	235	2982
gene:ENSMMUG00000058805	2	113229402	113229980	+	579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSMMUG00000016602	2	113252033	113321824	-	69792	148	342	7	22	151	622	32	105	127	658	32	103	336	389	16	73
gene:ENSMMUG00000007224	2	113356370	113358088	-	1719	1	6	2	3	14	10	8	14	3	5	4	8	4	9	6	4
gene:ENSMMUG00000039085	2	113384382	113431776	+	47395	1354	1325	557	1486	2166	1707	872	2668	1583	1964	1214	2340	1662	1572	849	2256
gene:ENSMMUG00000021008	2	113430937	113450576	-	19640	835	188	47	180	1735	244	70	375	1094	262	106	292	1071	196	94	374
gene:ENSMMUG00000062019	2	113591151	113591967	-	817	0	0	1	0	0	3	1	1	0	0	0	0	0	0	0	1
gene:ENSMMUG00000063594	2	113593337	113593938	-	602	156	280	285	311	220	375	361	372	181	337	399	371	146	315	325	322
gene:ENSMMUG00000054683	2	113643258	113686809	-	43552	29	47	38	53	52	63	60	100	35	82	59	58	33	72	51	217
gene:ENSMMUG00000004052	2	113699999	113706337	+	6339	393	618	398	455	673	859	616	814	514	991	844	758	444	707	574	575
gene:ENSMMUG00000018617	2	113713113	113738737	-	25625	598	1303	1177	1401	872	1664	1474	2268	892	1822	2016	2041	784	1468	1390	1830
gene:ENSMMUG00000018619	2	113759246	113831073	-	71828	550	1028	723	1289	991	1461	1450	2608	585	1384	1366	1757	669	1109	1009	1663
gene:ENSMMUG00000004800	2	113893289	114072717	+	179429	3584	2057	1053	1492	4742	2813	1927	2708	4302	3288	2263	2660	3885	2278	1500	2440
gene:ENSMMUG00000064837	2	114114385	114116000	-	1616	1	0	0	1	0	2	0	2	0	3	2	1	3	0	0	0
gene:ENSMMUG00000000706	2	114150795	114317321	+	166527	331	2429	1474	1579	610	2729	2401	3748	526	3635	2484	3280	379	2862	1872	2455
gene:ENSMMUG00000011235	2	114294587	114361003	-	66417	54	418	1267	297	85	555	1537	475	108	596	1965	366	62	746	1428	365
gene:ENSMMUG00000006315	2	114390560	114445665	+	55106	71	400	489	490	182	554	643	1374	127	728	963	1069	100	505	751	951
gene:ENSMMUG00000002841	2	114457016	114473538	+	16523	1093	1768	1326	1527	2080	2663	2223	2453	1672	2914	3024	2441	1439	2059	2126	2033
gene:ENSMMUG00000006432	2	114491573	114592481	+	100909	184	1144	230	354	279	1276	288	644	209	1436	344	549	214	1184	311	516
gene:ENSMMUG00000015672	2	114571588	114598293	-	26706	1227	1157	830	958	1461	1450	1019	1468	1376	1515	1299	1262	1294	1292	996	1023
gene:ENSMMUG00000031896	2	114656866	114690004	+	33139	144	380	157	260	243	653	307	435	177	711	388	430	195	480	288	346
gene:ENSMMUG00000006229	2	114689938	114722771	-	32834	687	2150	3490	1002	1082	3228	5997	1679	734	3265	7674	1350	944	2636	6622	1384
gene:ENSMMUG00000063800	2	114741249	114743016	-	1768	2	4	0	5	0	6	3	4	1	9	1	1	0	3	1	2
gene:ENSMMUG00000064614	2	114744867	114808464	-	63598	386	2731	27	1088	489	2804	38	1400	355	2855	41	572	319	2738	35	1527
gene:ENSMMUG00000043629	2	114815426	114846756	-	31331	1	109	5	15	1	166	5	37	1	75	9	16	5	87	10	88
gene:ENSMMUG00000021205	2	114926209	115222202	-	295994	87	174	22	76	126	315	27	150	80	311	53	124	107	260	36	158
gene:ENSMMUG00000061324	2	115043821	115044834	+	1014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSMMUG00000012832	2	115918919	116710289	-	791371	118	567	140	206	294	716	208	314	242	1146	343	299	296	685	212	342
gene:ENSMMUG00000065043	2	116363636	116366386	+	2751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSMMUG00000063860	2	117023582	117025313	+	1732	1	0	0	0	1	3	0	0	0	0	0	1	2	1	0	1
gene:ENSMMUG00000012487	2	117719982	118459346	+	739365	1015	727	542	1730	1562	1000	868	2987	1661	1476	1064	2786	1207	1160	712	3346
gene:ENSMMUG00000049870	2	118041013	118042077	-	1065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSMMUG00000055858	2	118484155	118499393	+	15239	74	60	1	58	119	84	4	96	123	98	10	94	96	119	5	100
