# Program:featureCounts v1.6.4; Command:"featureCounts" "-a" "/work/02260/grovesd/lonestar/bumblebee_genome/GCF_000214255.1_Bter_1.0_genomic.gff" "-p" "-t" "gene" "-g" "ID" "-o" "feature_counts_out.tsv" "-T" "64" "--primary" "SRR8929838_dupsRemoved.bam" "SRR8929839_dupsRemoved.bam" "SRR8929840_dupsRemoved.bam" "SRR8929841_dupsRemoved.bam" "SRR8929842_dupsRemoved.bam" "SRR8929843_dupsRemoved.bam" "SRR8929848_dupsRemoved.bam" "SRR8929849_dupsRemoved.bam" "SRR8929852_dupsRemoved.bam" "SRR8929853_dupsRemoved.bam" "SRR8929854_dupsRemoved.bam" "SRR8929855_dupsRemoved.bam" "SRR8929856_dupsRemoved.bam" "SRR8929857_dupsRemoved.bam" "SRR8929858_dupsRemoved.bam" "SRR8929859_dupsRemoved.bam" "SRR8929860_dupsRemoved.bam" "SRR8929861_dupsRemoved.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR8929838_dupsRemoved.bam	SRR8929839_dupsRemoved.bam	SRR8929840_dupsRemoved.bam	SRR8929841_dupsRemoved.bam	SRR8929842_dupsRemoved.bam	SRR8929843_dupsRemoved.bam	SRR8929848_dupsRemoved.bam	SRR8929849_dupsRemoved.bam	SRR8929852_dupsRemoved.bam	SRR8929853_dupsRemoved.bam	SRR8929854_dupsRemoved.bam	SRR8929855_dupsRemoved.bam	SRR8929856_dupsRemoved.bam	SRR8929857_dupsRemoved.bam	SRR8929858_dupsRemoved.bam	SRR8929859_dupsRemoved.bam	SRR8929860_dupsRemoved.bam	SRR8929861_dupsRemoved.bam
gene6997	NC_015772.1	14057513	14059978	+	2466	22	21	14	39	19	25	27	23	13	15	16	21	24	23	12	21	21	30
gene6998	NC_015772.1	14058553	14059556	-	1004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene6999	NC_015772.1	14060319	14480811	+	420493	1195	1510	1234	482	1044	1128	1111	1276	878	1278	1130	939	1136	968	1139	936	1335	1102
gene7000	NC_015772.1	14528707	14530931	-	2225	67	106	86	14	43	43	75	62	55	56	48	36	65	38	48	68	134	46
gene7001	NC_015772.1	14544094	14583680	+	39587	3	0	3	2	1	4	4	1	2	3	1	4	4	4	1	2	3	3
gene7002	NC_015772.1	14593450	14621328	-	27879	817	798	888	171	628	967	817	732	616	707	756	555	657	674	595	478	639	632
gene7003	NC_015772.1	14621668	14628700	-	7033	1374	1446	1289	730	1091	1329	1331	1185	949	1138	1123	932	1127	971	1112	966	1451	1185
gene7004	NC_015772.1	14628715	14630994	+	2280	869	842	733	259	715	563	791	495	524	612	622	397	649	531	653	476	846	594
gene7005	NC_015772.1	14633595	14635115	+	1521	1368	1348	1081	740	1038	950	1179	768	864	891	1031	642	1009	921	947	794	1206	832
gene7006	NC_015772.1	14635292	14635758	-	467	59	52	35	15	18	57	28	62	21	48	43	21	52	33	54	18	51	61
gene7007	NC_015772.1	14637758	14638377	-	620	2	1	2	0	1	1	1	5	4	1	2	1	2	1	3	0	3	1
gene7008	NC_015772.1	14695466	14700581	+	5116	647	659	686	464	548	650	682	572	517	537	628	508	540	583	551	489	636	522
gene7009	NC_015772.1	14702504	14708568	-	6065	430	444	455	159	376	464	511	425	312	365	412	344	346	334	345	339	419	395
gene7010	NC_015772.1	14709256	14710923	+	1668	313	325	323	318	305	321	459	293	257	271	349	258	270	317	284	327	330	393
gene7011	NC_015772.1	14711648	14717010	+	5363	679	640	640	413	587	599	668	553	568	552	557	566	531	553	546	588	586	617
gene7012	NC_015772.1	14718185	14719338	-	1154	1	0	1	3	0	2	1	2	2	0	0	0	0	1	1	1	2	2
gene7013	NC_015772.1	14719488	14722071	+	2584	6	3	3	6	6	6	2	6	6	2	5	2	1	6	3	3	8	6
gene7014	NC_015772.1	14722076	14722916	-	841	137	183	158	154	134	113	204	101	118	83	131	116	99	126	88	145	144	165
gene7015	NC_015772.1	14723018	14728796	-	5779	1507	1697	1698	1180	1552	1795	2091	1762	1411	1670	1403	1540	1814	1322	1828	1599	2341	1967
gene7016	NC_015772.1	14728745	14732995	+	4251	666	583	594	549	540	549	648	425	525	512	556	509	504	548	551	512	638	539
gene7017	NC_015772.1	14729284	14730110	+	827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene7018	NC_015772.1	14737469	14755538	+	18070	53	55	35	18	37	36	40	34	20	27	33	30	32	39	47	22	50	37
gene7019	NC_015772.1	14745831	14748026	-	2196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene7020	NC_015772.1	14755646	14761186	-	5541	351	384	376	248	285	306	323	343	298	291	272	251	316	318	287	248	303	269
gene7021	NC_015772.1	14763344	14765781	+	2438	5	5	9	6	0	6	13	14	7	2	2	6	5	11	9	8	7	12
gene7022	NC_015772.1	14766206	14770005	+	3800	1	1	0	1	1	0	0	1	0	2	1	0	1	0	1	3	2	1
gene7023	NC_015772.1	14812874	14815236	-	2363	1	3	0	0	1	0	2	0	1	1	0	0	0	0	0	0	2	0
gene7024	NC_015772.1	14823416	14831570	+	8155	565	634	569	244	487	605	548	549	493	565	487	445	497	466	551	427	612	509
gene7025	NC_015772.1	14831413	14834070	-	2658	410	372	335	301	261	359	312	349	299	353	325	235	327	325	339	259	382	267
gene7026	NC_015772.1	14834708	14836372	+	1665	439	430	410	420	404	340	503	293	383	340	387	346	310	380	357	376	412	440
gene7027	NC_015772.1	14840686	14907172	+	66487	1231	2118	1630	210	1501	1246	2046	1147	1123	1282	1373	1329	995	735	1222	1322	1238	1495
gene7028	NC_015772.1	14915170	14942267	-	27098	1326	1565	1640	771	1328	1227	1446	1461	1270	1604	1476	1236	1173	1288	1152	1341	1772	1180
gene7029	NC_015772.1	14944034	14944107	-	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene7030	NC_015772.1	14946688	14950657	+	3970	1123	1143	1040	718	1233	998	1323	1380	618	1147	722	882	1464	979	1396	873	1793	1176
gene7031	NC_015772.1	14950659	14952493	-	1835	147	142	222	149	302	246	334	180	139	221	214	290	280	245	190	190	213	238
gene7032	NC_015772.1	14953169	14958369	+	5201	307	323	275	179	264	314	301	255	237	307	281	222	299	261	255	210	305	281
gene7033	NC_015772.1	14957776	14961631	-	3856	538	517	580	491	508	574	759	460	459	460	508	427	490	526	449	499	645	549
gene7034	NC_015772.1	14964008	14995844	+	31837	122	125	155	30	144	108	145	104	98	95	114	110	91	106	84	85	133	128
gene7035	NC_015772.1	14996178	15005272	+	9095	841	944	945	386	637	836	805	640	652	752	728	653	759	661	788	618	953	683
gene7036	NC_015772.1	15005200	15135908	-	130709	142	170	175	57	149	130	129	142	143	144	151	123	140	129	143	159	164	155
gene7037	NC_015772.1	15141598	15143962	-	2365	57	80	83	24	23	57	36	74	25	42	96	31	27	28	48	24	35	22
gene7038	NC_015772.1	15149013	15150943	-	1931	29786	36513	55182	29729	21600	32113	22947	22726	20160	20821	40780	27618	21932	22434	19513	19141	20690	22574
gene7039	NC_015772.1	15152441	15189862	+	37422	1612	1664	1748	530	1349	1934	1660	1458	1069	1437	1378	1144	1407	1471	1445	876	1128	1513
gene7040	NC_015772.1	15190998	15197867	-	6870	761	737	745	496	585	741	756	642	600	563	657	459	632	604	614	512	715	615
gene7041	NC_015772.1	15198014	15201132	+	3119	614	639	649	393	488	490	686	506	470	455	494	425	459	554	484	395	572	509
gene7042	NC_015772.1	15201546	15206168	+	4623	786	869	947	443	854	1006	1338	857	651	811	799	750	838	765	796	922	1048	1046
gene7043	NC_015772.1	15206460	15211646	-	5187	938	933	946	669	756	905	1008	911	751	822	917	783	813	822	816	808	966	869
gene7044	NC_015772.1	15210712	15212256	+	1545	79	102	84	74	86	67	95	60	93	72	52	59	65	75	69	69	89	89
gene7045	NC_015772.1	15212432	15215941	-	3510	1090	1297	1211	697	961	978	1296	930	774	884	935	871	907	904	912	942	1156	991
gene7046	NC_015772.1	15215979	15218724	+	2746	1306	1355	1274	758	1012	1400	1618	1253	1196	1066	1165	866	989	1162	1154	1076	1548	1329
gene7047	NC_015772.1	15219333	15221292	-	1960	260	262	227	186	229	239	310	194	186	172	195	167	191	174	205	212	310	229
gene7048	NC_015772.1	15221682	15236035	+	14354	6458	9346	5098	1952	6227	6936	5841	6431	3580	7354	4943	5364	6411	5099	7361	5798	9606	6396
gene7049	NC_015772.1	15236544	15257634	-	21091	114	229	136	120	177	164	175	167	71	193	102	120	180	192	165	142	314	186
gene7050	NC_015772.1	15238635	15299405	+	60771	148	132	129	143	121	156	116	111	142	106	123	86	119	134	116	72	81	141
gene7051	NC_015772.1	15258407	15262399	-	3993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene7052	NC_015772.1	15262629	15265512	-	2884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene7053	NC_015772.1	15265287	15267786	+	2500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene7054	NC_015772.1	15267955	15279860	-	11906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene7055	NC_015772.1	15299449	15326369	-	26921	467	486	579	380	489	426	537	372	446	423	420	386	403	418	388	411	526	412
gene7056	NC_015772.1	15313052	15326183	+	13132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene7057	NC_015772.1	15326610	15328708	-	2099	227	239	196	196	212	191	199	190	190	196	185	171	200	185	189	190	194	189
gene7058	NC_015772.1	15328871	15330229	-	1359	92	108	124	105	129	78	134	80	65	78	108	80	82	111	76	73	84	127
gene7059	NC_015772.1	15331717	15343375	+	11659	1741	2008	1889	785	1745	2187	2128	2204	1528	1866	1794	1660	1704	1555	1775	1498	1950	1868
gene7060	NC_015772.1	15342370	15346194	-	3825	1255	1450	1725	1282	1574	1143	1892	1482	1100	1407	760	1480	1632	925	1382	1723	1407	1861
gene7061	NC_015772.1	15347252	15350407	+	3156	157	208	222	160	304	255	356	309	216	353	134	323	305	161	251	333	283	278
gene7062	NC_015772.1	15350465	15351287	-	823	178	187	223	206	213	219	266	248	188	204	132	215	215	176	200	199	274	210
gene7063	NC_015772.1	15351522	15354826	-	3305	712	678	590	455	546	685	594	605	501	543	584	438	545	555	534	460	679	478
gene7064	NC_015772.1	15356672	15372867	+	16196	200	234	197	107	214	164	237	203	152	201	180	127	188	146	208	149	171	152
gene7065	NC_015772.1	15360025	15360095	-	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene7066	NC_015772.1	15372878	15379700	-	6823	757	855	711	468	638	647	681	614	708	633	628	590	645	617	586	575	727	563
gene7067	NC_015772.1	15380612	15385715	+	5104	3522	3040	3894	1624	4633	1710	3307	3585	1061	4915	2448	4647	3697	3661	4083	3265	5150	4416
gene7068	NC_015772.1	15386877	15389409	-	2533	11013	11548	11110	11158	15900	9227	13071	12429	5788	15713	10359	13421	16090	13315	11550	9334	18053	12604
gene7069	NC_015772.1	15391127	15419990	-	28864	2571	2289	2973	844	1545	2754	2067	2320	1919	2140	1942	1437	1671	2007	1889	976	1297	1690
gene7070	NC_015772.1	15420085	15421754	+	1670	17	24	13	18	11	22	25	28	15	13	13	30	11	17	22	17	15	54
gene7071	NC_015772.1	15424251	15432380	-	8130	1089	1255	1131	356	1053	1201	1362	981	970	1217	1027	1067	1006	938	1017	1021	1242	1146
gene7072	NC_015772.1	15434207	15438316	+	4110	501	562	464	229	348	496	428	429	327	369	386	337	415	361	454	382	545	435
gene7073	NC_015772.1	15438830	15440859	-	2030	688	730	715	394	667	847	789	842	552	745	608	648	730	636	714	624	803	620
gene7074	NC_015772.1	15441464	15447010	+	5547	425	430	449	266	333	464	434	343	371	361	349	297	407	366	361	302	458	366
gene7075	NC_015772.1	15447631	15451358	-	3728	655	629	549	627	689	601	706	468	717	430	689	612	590	619	569	484	556	689
gene7076	NC_015772.1	15451612	15453371	-	1760	3	4	9	6	11	5	9	5	3	6	6	12	5	6	2	4	9	9
gene7077	NC_015772.1	15453340	15454152	-	813	3	6	13	26	17	16	24	9	16	10	10	17	8	15	3	19	13	12
gene7078	NC_015772.1	15457627	15467596	+	9970	726	753	557	176	362	449	463	406	439	479	367	257	429	379	344	414	592	375
gene7079	NC_015772.1	15506078	15520583	-	14506	481	618	530	210	414	483	611	440	413	477	435	445	442	406	416	415	536	444
gene7080	NC_015772.1	15515080	15515841	+	762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene7081	NC_015772.1	15520667	15521939	+	1273	131	114	140	136	151	143	191	110	123	84	104	121	88	123	109	139	140	153
gene7082	NC_015772.1	15521819	15524527	-	2709	304	329	271	326	317	249	353	246	253	225	228	228	249	263	250	243	303	245
gene7083	NC_015772.1	15524586	15528292	+	3707	624	737	745	1016	789	730	996	715	843	671	533	642	637	653	634	685	708	783
gene7084	NC_015772.1	15554493	15605604	-	51112	302	358	344	160	271	272	328	344	314	293	245	252	244	296	298	237	340	326
gene7085	NC_015772.1	15610215	15611551	-	1337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene7086	NC_015772.1	15663905	15683042	-	19138	422	459	421	222	367	427	417	388	350	431	374	337	358	351	401	331	445	377
gene7087	NC_015772.1	15675920	15676703	+	784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene7088	NC_015772.1	15683858	15696214	+	12357	5308	5390	4649	3580	3945	4243	4263	3874	4662	4055	4015	3576	3723	4263	3995	3505	5015	3979
gene7089	NC_015772.1	15697286	15697993	-	708	3	0	0	1	0	1	1	0	2	0	0	0	0	0	0	1	0	0
gene7090	NC_015772.1	15697838	15702437	+	4600	34	35	21	42	15	18	21	26	41	18	30	10	16	20	34	12	35	15
gene7091	NC_015772.1	15700420	15704373	-	3954	3	1	3	3	4	3	2	4	5	3	3	1	3	2	3	1	1	3
gene7092	NC_015772.1	15706035	15707764	+	1730	920	841	845	865	750	877	959	743	732	690	816	729	752	848	742	680	904	764
gene7093	NC_015772.1	15708016	15709547	+	1532	149	159	120	150	146	173	208	129	90	117	157	127	156	155	151	161	171	173
gene7094	NC_015772.1	15709550	15722343	-	12794	542	639	534	236	599	433	525	709	443	676	505	521	467	476	522	435	597	540
gene7095	NC_015772.1	15725174	15750524	+	25351	553	654	596	195	459	498	522	459	524	544	474	440	446	451	468	459	562	480
gene7096	NC_015772.1	15749230	15753195	-	3966	382	401	312	285	279	277	279	217	349	262	294	259	271	312	274	286	327	283
gene7097	NC_015772.1	15753751	15761301	-	7551	532	549	530	292	443	498	491	456	443	452	468	422	411	460	468	404	547	411
gene7098	NC_015772.1	15760893	15766197	+	5305	2140	2920	1064	1115	1385	766	1174	985	1010	1181	1021	958	1183	1019	1101	866	2981	1016
gene7099	NC_015772.1	15766350	15770594	-	4245	5	3	0	1	0	1	1	1	1	0	2	1	1	3	3	2	9	0
gene7100	NC_015772.1	15772524	15776753	+	4230	541	575	510	343	471	450	548	384	397	407	462	340	437	432	441	412	514	447
gene7102	NC_015772.1	15777451	15778517	-	1067	6308	6700	7245	6936	6528	5968	8534	5423	5785	5722	5914	5942	5852	6419	5595	6216	7016	7389
gene7103	NC_015772.1	15780530	15845308	+	64779	529	625	603	636	632	456	736	378	515	517	522	598	524	641	458	586	646	745
gene7104	NC_015772.1	15841260	15843787	+	2528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene7105	NC_015772.1	15845399	15849107	+	3709	11	17	20	20	13	19	21	13	18	13	22	14	13	15	13	13	21	22
gene7106	NC_015772.1	15848837	15849449	+	613	2	0	2	3	2	2	3	1	4	3	0	1	2	3	1	1	4	2
gene7107	NC_015772.1	15849286	15852110	-	2825	178	160	173	111	132	144	174	162	134	140	123	154	136	155	138	131	170	137
gene7108	NC_015772.1	15852290	15854668	+	2379	5501	5692	5586	5009	4957	5458	6787	5425	4940	4981	5156	4585	4920	4833	5064	4952	6469	5219
gene7109	NC_015772.1	15854735	15860065	-	5331	1054	1002	891	834	677	1082	750	997	713	889	761	624	867	855	945	618	1038	717
gene7110	NC_015772.1	15860310	15862423	-	2114	222	219	193	159	191	217	282	218	199	140	201	177	185	181	181	190	243	230
gene7111	NC_015772.1	15866426	15874918	-	8493	850	646	650	211	301	837	506	616	514	319	509	244	486	458	541	122	242	411
gene7112	NC_015772.1	15878134	15881576	+	3443	377	390	403	270	343	367	444	314	267	275	293	309	265	327	301	327	394	398
gene7113	NC_015772.1	15881869	15890935	-	9067	256	275	375	224	236	226	210	334	210	256	320	199	220	202	323	258	340	143
gene7114	NC_015772.1	15889040	15894046	+	5007	350	301	306	281	308	314	391	307	242	245	289	239	288	274	300	239	344	258
gene7115	NC_015772.1	15893953	15894845	-	893	71	84	71	63	60	80	115	64	57	43	55	56	42	53	33	72	72	85
gene7116	NC_015772.1	15895018	15899111	+	4094	909	936	859	588	719	871	958	794	776	770	891	761	781	729	767	690	912	731
gene7117	NC_015772.1	15899398	15901254	+	1857	28	29	31	54	35	34	42	21	46	19	22	31	29	21	19	20	30	29
gene7118	NC_015772.1	15901348	15902705	-	1358	302	294	305	282	248	320	355	257	249	246	239	214	282	258	277	253	321	291
gene7119	NC_015772.1	15902374	15905120	-	2747	209	237	202	218	211	195	275	190	192	160	195	204	228	198	193	179	251	214
gene7120	NC_015772.1	15905710	15909722	+	4013	126	132	132	102	146	106	171	71	132	90	128	86	121	132	116	116	175	142
gene7121	NC_015772.1	15909659	15913408	-	3750	112	128	120	67	82	107	93	86	88	94	80	77	84	96	90	88	100	106
gene7122	NC_015772.1	15913942	15923259	+	9318	768	765	740	416	620	620	767	547	557	579	626	543	550	596	568	478	621	608
gene7123	NC_015772.1	15915881	15918087	-	2207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene7124	NC_015772.1	15923428	15924408	-	981	581	571	502	498	564	620	749	549	392	466	558	521	530	575	481	565	567	617
gene7125	NC_015772.1	15925209	15932856	+	7648	396	410	373	194	354	343	396	308	317	363	346	323	306	302	329	303	426	371
gene7126	NC_015772.1	15933886	15934870	+	985	133	132	123	117	138	141	208	126	107	90	122	120	125	157	115	115	163	171
gene7127	NC_015772.1	15935844	15938636	-	2793	204	211	232	142	176	183	242	174	170	172	185	161	156	149	146	152	167	191
gene7128	NC_015772.1	15939309	15942694	-	3386	6258	6377	5378	4540	3769	4163	4072	3491	5058	4781	3406	4295	3424	4201	3560	4053	4710	4729
gene7129	NC_015772.1	15946199	15947552	-	1354	1	0	0	2	1	0	0	1	0	0	0	0	1	1	0	0	1	1
gene7130	NC_015772.1	15965341	15987841	-	22501	638	642	592	168	463	715	626	517	481	505	543	407	443	459	428	419	505	534
gene7131	NC_015772.1	15974616	15978277	+	3662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene7133	NC_015772.1	15986427	15986956	+	530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene7134	NC_015772.1	15988249	15993324	+	5076	278	297	246	97	193	300	242	251	266	283	256	205	250	194	266	158	228	212
gene7135	NC_015772.1	15996394	15999857	+	3464	239	245	232	179	215	192	303	231	231	201	212	173	167	234	183	185	166	255
gene7136	NC_015772.1	15999557	16001665	-	2109	12	15	10	10	11	10	17	9	19	12	11	15	7	13	9	18	8	11
gene7137	NC_015772.1	16003703	16008856	-	5154	369	372	450	201	432	431	602	350	366	363	399	370	357	348	386	403	475	512
gene7138	NC_015772.1	16010851	16013797	-	2947	1553	1771	1250	716	1016	1233	1264	1281	852	1137	1334	1076	1252	872	1447	946	1333	998
gene7139	NC_015772.1	16014131	16014760	+	630	11	5	5	8	4	5	4	1	1	2	4	2	4	4	6	1	6	5
gene7140	NC_015772.1	16014456	16020008	-	5553	133	149	167	55	129	208	151	133	74	153	144	150	151	145	141	111	131	146
gene7141	NC_015772.1	16021156	16033536	-	12381	484	484	487	650	782	544	800	497	369	531	533	517	506	785	400	709	544	743
gene7142	NC_015772.1	16036925	16041849	+	4925	9	13	10	5	6	6	8	9	5	7	8	8	4	9	5	8	6	4
gene7143	NC_015772.1	16041730	16043754	-	2025	727	640	723	724	639	682	731	651	615	621	626	564	619	622	755	606	758	654
gene7144	NC_015772.1	16045371	16050686	+	5316	350	359	370	310	342	347	379	320	306	337	338	304	330	319	332	298	374	305
gene7145	NC_015772.1	16047598	16049297	-	1700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene7146	NC_015772.1	16050781	16070831	-	20051	748	887	1022	679	604	780	854	688	660	842	637	536	610	708	512	542	866	572
gene7147	NC_015772.1	16058318	16223287	+	164970	14	11	14	6	9	10	15	9	14	12	14	14	6	8	16	8	11	12
gene7148	NC_015772.1	16211402	16223988	-	12587	2	3	2	3	4	4	3	1	5	6	4	1	2	2	1	5	6	1
gene7149	NC_015772.1	16223477	16227270	+	3794	152	172	140	129	140	237	172	213	138	189	190	153	238	182	200	135	169	113
gene7150	NC_015772.1	16233806	16315823	-	82018	446	457	414	14	275	451	387	328	298	374	438	226	205	278	253	233	297	262
gene7151	NC_015772.1	16328167	16331170	-	3004	23	19	20	5	9	15	11	8	11	9	9	8	7	4	8	7	8	6
gene7152	NC_015772.1	16334886	16384889	-	50004	602	664	590	212	459	536	587	476	458	502	474	384	441	501	454	397	467	498
gene7153	NC_015772.1	16385153	16387118	-	1966	69	58	58	60	39	54	61	46	48	50	52	36	35	45	65	58	62	64
gene7154	NC_015772.1	16387371	16393238	+	5868	196	226	173	104	178	213	224	186	117	160	174	124	146	190	157	146	179	177
gene7155	NC_015772.1	16393339	16397651	-	4313	184	208	175	110	141	184	203	143	159	125	186	130	152	189	147	129	170	175
gene7156	NC_015772.1	16397951	16406227	+	8277	223	236	212	70	197	223	236	194	157	185	210	173	172	180	180	154	198	178
gene7157	NC_015772.1	16404987	16415963	-	10977	83	111	92	45	93	85	91	91	77	113	111	63	128	86	113	57	111	89
gene7158	NC_015772.1	16416847	16451265	-	34419	332	348	359	146	284	375	357	282	239	297	352	205	302	297	339	154	257	221
gene7159	NC_015772.1	16460417	16463773	+	3357	94	122	114	53	90	99	130	88	89	98	114	96	87	97	67	84	89	81
gene7160	NC_015772.1	16464862	16468096	-	3235	179	188	148	115	199	182	279	192	142	171	160	183	200	174	171	199	266	195
gene7161	NC_015772.1	16468241	16472146	-	3906	2713	2647	2359	1703	1899	1984	2345	1820	1997	1960	2107	1822	1866	2123	1892	1750	2297	1922
gene7162	NC_015772.1	16473608	16475149	-	1542	48	48	32	41	53	35	51	47	35	45	41	40	41	41	37	41	50	46
gene7163	NC_015772.1	16474818	16475506	-	689	2	0	1	0	0	0	0	1	0	1	1	0	0	3	1	0	1	0
gene7164	NC_015772.1	16482080	16508814	-	26735	243	152	172	104	138	270	191	180	168	188	167	120	149	193	208	104	165	164
gene7165	NC_015772.1	16512288	16514170	-	1883	280	264	265	246	263	284	370	247	255	236	235	239	260	281	232	231	288	285
gene7166	NC_015772.1	16514700	16521799	+	7100	3141	3146	3142	2019	2932	3176	3643	2670	2755	2700	2976	2656	3017	2757	2753	2831	3382	2953
gene7167	NC_015772.1	16523309	16535508	-	12200	580	662	609	345	561	598	687	488	455	521	533	476	509	553	493	531	602	545
gene7168	NC_015772.1	16535512	16545459	+	9948	224	211	195	60	140	192	197	175	129	149	142	122	154	138	141	175	207	194
gene7169	NC_015772.1	16542870	16547327	-	4458	22	16	19	15	19	18	33	26	13	15	18	13	14	12	15	18	21	21
gene7170	NC_015772.1	16547486	16548385	+	900	63	67	38	56	52	52	62	42	41	51	60	45	40	61	30	53	62	61
gene7171	NC_015772.1	16547975	16550760	-	2786	425	416	407	364	357	414	514	379	372	334	366	344	353	362	344	379	495	391
gene7172	NC_015772.1	16551507	16554779	+	3273	496	537	482	354	470	497	611	410	426	445	434	380	423	429	396	485	541	543
gene7173	NC_015772.1	16555780	16566059	+	10280	109	177	290	17	107	124	87	155	91	170	345	51	34	149	147	207	154	17
gene7174	NC_015772.1	16567197	16572189	+	4993	381	378	368	279	349	355	466	321	333	320	350	319	272	332	289	320	360	341
gene7175	NC_015772.1	16571571	16580563	-	8993	457	469	525	200	413	559	578	475	351	502	483	390	362	433	465	379	477	440
gene7176	NC_015772.1	16580617	16581312	+	696	1	0	2	1	1	1	6	1	0	1	0	0	2	1	0	1	1	1
gene7177	NC_015772.1	16581150	16610447	-	29298	358	333	373	169	280	370	372	285	298	261	334	228	278	259	254	243	344	332
gene7178	NC_015772.1	16598232	16600119	+	1888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene7179	NC_015772.1	16611119	16616179	+	5061	932	928	888	718	854	881	889	742	712	806	839	765	778	823	773	737	1005	743
gene7180	NC_015772.1	16621047	16631015	+	9969	12	15	11	14	5	18	21	9	13	11	14	11	12	12	6	15	20	12
gene7181	NC_015772.1	16630925	16632925	-	2001	39	44	42	36	37	34	55	27	38	30	39	34	34	49	29	34	66	20
gene7182	NC_015772.1	16633731	16662576	+	28846	979	1092	1033	484	882	1129	1077	979	794	1009	925	890	808	854	850	786	1041	997
gene7183	NC_015772.1	16651490	16651845	-	356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene7184	NC_015772.1	16668784	16674241	-	5458	136	122	114	108	147	170	129	134	103	89	136	118	129	125	169	62	132	98
gene7185	NC_015772.1	16674664	16680303	-	5640	314	339	295	256	236	217	249	167	244	202	272	193	223	216	234	214	268	246
gene7186	NC_015772.1	16680900	16685567	+	4668	1295	1313	1203	1019	1153	1041	1394	975	1146	1046	1062	994	1046	1043	1138	1079	1440	1157
gene7187	NC_015772.1	16686392	16690655	+	4264	415	401	379	202	337	486	419	434	323	349	349	314	464	354	451	330	393	352
gene7188	NC_015772.1	16689897	16697174	-	7278	3021	4074	1909	898	413	4133	777	4195	1721	926	520	341	4857	494	7218	1618	2174	675
gene7189	NC_015772.1	16699802	16700860	-	1059	840	785	656	963	643	640	606	609	713	708	750	588	769	659	580	886	674	963
gene7190	NC_015772.1	16701789	16703774	+	1986	3053	2618	2381	3007	2289	2454	2647	1970	2651	2375	2292	2111	2402	2514	2458	2343	2779	2361
gene7191	NC_015772.1	16703956	16708994	+	5039	827	888	882	629	700	887	906	763	669	760	755	685	770	772	807	651	921	744
gene7192	NC_015772.1	16710684	16715808	-	5125	693	705	680	575	574	631	885	523	599	547	707	562	503	619	626	607	664	716
gene7193	NC_015772.1	16713377	16715038	-	1662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene7194	NC_015772.1	16717279	16721349	-	4071	221	163	182	107	158	280	236	236	125	162	192	122	184	189	194	162	180	197
gene7195	NC_015772.1	16723490	16739367	+	15878	288	360	300	123	278	291	313	266	232	229	242	209	246	253	204	234	272	283
gene7196	NC_015772.1	16743895	16779905	+	36011	80	94	99	33	58	86	84	65	63	86	102	59	83	75	64	66	86	90
gene7197	NC_015772.1	16785614	16788973	-	3360	195	184	158	87	182	179	170	245	67	155	155	150	180	128	226	139	203	171
gene7198	NC_015772.1	16797325	16804137	+	6813	317	303	279	230	292	255	330	210	279	214	250	211	202	235	229	217	274	276
gene7199	NC_015772.1	16809518	16858851	+	49334	1782	2168	1549	596	1594	1568	1829	1514	1451	1601	1261	1360	1422	1164	1550	1249	2102	1698
gene7200	NC_015772.1	16861220	16865399	-	4180	615	603	612	431	595	698	779	569	507	540	471	467	590	544	507	499	694	626
gene7201	NC_015772.1	16865549	16882808	+	17260	28	32	26	7	18	25	27	27	14	19	24	13	23	15	21	15	25	14
gene7202	NC_015772.1	16876808	16915138	-	38331	490	554	509	234	406	416	532	399	381	427	448	393	392	409	425	404	497	425
gene7203	NC_015772.1	16915382	16920172	+	4791	87	86	89	73	65	97	88	67	60	69	61	52	80	76	71	51	94	76
