# Program:featureCounts v1.6.4; Command:"featureCounts" "-a" "/work/02260/grovesd/lonestar/silkworm_genome/GCF_000151625.1_ASM15162v1_genomic.gff" "-p" "-t" "gene" "-g" "ID" "-o" "feature_counts_out.tsv" "-T" "36" "--primary" "SRR10836807_dupsRemoved.bam" "SRR10836808_dupsRemoved.bam" "SRR10836809_dupsRemoved.bam" "SRR10836810_dupsRemoved.bam" "SRR10836811_dupsRemoved.bam" "SRR10836812_dupsRemoved.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR10836807_dupsRemoved.bam	SRR10836808_dupsRemoved.bam	SRR10836809_dupsRemoved.bam	SRR10836810_dupsRemoved.bam	SRR10836811_dupsRemoved.bam	SRR10836812_dupsRemoved.bam
gene-LOC692952	NW_004582013.1	3656323	3658256	-	1934	2539	2773	2414	3264	0	3001
gene-LOC101737451	NW_004582013.1	3660062	3672910	+	12849	1791	2082	1652	2696	0	2348
gene-LOC101737592	NW_004582013.1	3674378	3687536	+	13159	17	20	25	8	0	9
gene-LOC110385772	NW_004582013.1	3687530	3691745	-	4216	318	363	313	364	0	343
gene-LOC101742357	NW_004582013.1	3690412	3751646	-	61235	95	101	71	200	0	170
gene-LOC101742509	NW_004582013.1	3753907	3760715	+	6809	713	768	703	595	0	602
gene-LOC101737870	NW_004582013.1	3760700	3780756	-	20057	13	15	15	12	0	7
gene-LOC101742800	NW_004582013.1	3777004	3825922	+	48919	129	126	106	70	0	75
gene-LOC101738005	NW_004582013.1	3783494	3785520	-	2027	0	0	0	0	0	0
gene-LOC101742647	NW_004582013.1	3795875	3817313	-	21439	0	0	0	0	0	0
gene-Sap-r	NW_004582013.1	3827543	3850663	-	23121	11523	12813	11011	10094	0	9216
gene-Ptx1	NW_004582013.1	3880346	3945119	-	64774	7	10	7	13	0	8
gene-LOC101738133	NW_004582013.1	3969899	3990414	-	20516	417	471	389	469	0	459
gene-LOC101738264	NW_004582013.1	3992348	3995704	+	3357	7203	7780	6656	7542	0	7306
gene-LOC101742945	NW_004582013.1	3998015	4054470	-	56456	538	552	584	955	0	889
gene-LOC101743084	NW_004582013.1	4062243	4192979	-	130737	380	418	380	1050	0	931
gene-LOC110385777	NW_004582013.1	4172202	4187062	-	14861	0	0	0	0	0	0
gene-LOC105842109	NW_004582013.1	4249713	4271956	-	22244	15	14	10	10	0	12
gene-LOC101738491	NW_004582013.1	4339636	4478363	+	138728	223	251	197	777	0	671
gene-LOC101743231	NW_004582013.1	4550920	4551741	-	822	30	35	23	76	0	60
gene-LOC101743367	NW_004582013.1	4566211	4576191	+	9981	3	5	1	6	0	2
gene-LOC732975	NW_004582013.1	4583632	4624883	+	41252	32	45	29	32	0	37
gene-LOC101738753	NW_004582013.1	4584767	4595225	-	10459	0	0	0	0	0	0
gene-LOC101738621	NW_004582013.1	4609202	4612162	-	2961	0	0	0	0	0	0
gene-ask1	NW_004582013.1	4631972	4660235	+	28264	417	457	350	837	0	725
gene-LOC101738897	NW_004582013.1	4680605	4683215	-	2611	0	1	0	0	0	0
gene-LOC101739039	NW_004582013.1	4780763	4858030	-	77268	1474	1479	1389	1409	0	1270
gene-LOC101739185	NW_004582013.1	4912589	4930020	+	17432	60	84	66	34	0	37
gene-LOC101743509	NW_004582013.1	4933107	4935333	+	2227	4	3	5	1	0	0
gene-LOC110385779	NW_004582013.1	4957803	4959833	+	2031	0	0	0	0	0	0
gene-LOC101743944	NW_004582013.1	5136152	5142255	+	6104	17	19	19	41	0	27
gene-LOC101739322	NW_004582013.1	5171314	5181704	+	10391	25	15	36	7	0	10
gene-LOC101739417	NW_004582013.1	5188684	5233326	-	44643	5	10	6	9	0	10
gene-Ago2	NW_004582013.1	5257363	5274058	-	16696	4161	4612	3849	3312	0	2976
gene-LOC100862747	NW_004582013.1	5280048	5288708	+	8661	582	729	550	793	0	797
gene-LOC101739549	NW_004582013.1	5288698	5297997	-	9300	708	774	696	714	0	647
gene-LOC101739835	NW_004582013.1	5297979	5310227	-	12249	344	351	304	641	0	536
gene-LOC101739973	NW_004582013.1	5307518	5369856	+	62339	20	20	31	27	0	25
gene-LOC692889	NW_004582013.1	5323161	5339046	-	15886	0	0	0	0	0	0
gene-LOC105842100	NW_004582013.1	5355717	5364913	-	9197	0	0	0	0	0	0
gene-LOC110385755	NW_004582013.1	5372272	5375727	-	3456	0	0	0	1	0	1
gene-LOC105842110	NW_004582013.1	5383683	5388238	-	4556	0	0	0	0	0	0
gene-LOC110385752	NW_004582013.1	5407229	5419137	-	11909	4	10	7	8	0	7
gene-LOC110385756	NW_004582013.1	5427092	5430253	-	3162	0	0	0	0	0	0
gene-LOC110385761	NW_004582013.1	5481884	5484743	-	2860	0	0	1	0	0	3
gene-LOC110385750	NW_004582013.1	5488529	5494975	-	6447	0	0	0	0	0	1
gene-LOC101740239	NW_004582013.1	5508180	5508893	+	714	0	0	0	0	0	0
gene-LOC105842111	NW_004582013.1	5513213	5514692	+	1480	0	0	0	0	0	0
gene-LOC101740463	NW_004582013.1	5516300	5519982	+	3683	2	2	2	0	0	2
gene-LOC105842127	NW_004582013.1	5520456	5527376	+	6921	3	8	3	2	0	2
gene-LOC101740553	NW_004582013.1	5526884	5551754	-	24871	28	16	18	42	0	24
gene-LOC101744378	NW_004582013.1	5561236	5587636	+	26401	5	2	3	7	0	7
gene-LOC101740934	NW_004582013.1	5595031	5606836	-	11806	4	3	3	12	0	7
gene-LOC692849	NW_004582013.1	5631522	5635357	-	3836	0	0	1	0	0	1
gene-LOC100101186-2	NW_004582013.1	5633549	5633747	-	199	0	0	0	0	0	0
gene-LOC101741075	NW_004582013.1	5718015	5838503	+	120489	83	97	53	72	0	98
gene-LOC101744520	NW_004582013.1	5839688	5849590	-	9903	46	61	37	105	0	95
gene-LOC692570	NW_004582013.1	5857240	5909350	+	52111	663	692	581	1627	0	1388
gene-LOC105841243	NW_004582013.1	5921993	5959595	+	37603	134	139	118	370	0	330
gene-LOC101741217	NW_004582013.1	5959709	5963546	+	3838	151	194	164	392	0	330
gene-LOC101741358	NW_004582013.1	5967867	5993351	+	25485	514	592	481	882	0	816
gene-Mir2852	NW_004582013.1	5979989	5980077	-	89	0	0	0	0	0	0
gene-LOC110385778	NW_004582013.1	5987117	5992699	-	5583	0	0	0	0	0	0
gene-LOC101741585	NW_004582013.1	5997285	6005126	-	7842	215	223	217	439	0	433
gene-LOC101744950	NW_004582013.1	6013252	6031365	+	18114	1749	1973	1662	3030	0	2990
gene-LOC105842103	NW_004582013.1	6016805	6022631	-	5827	0	0	0	0	0	0
gene-LOC101741728	NW_004582013.1	6031035	6035269	-	4235	401	450	384	427	0	435
gene-LOC110385754	NW_004582013.1	6031076	6031859	-	784	0	0	0	0	0	0
gene-LOC101742025	NW_004582013.1	6038334	6048648	+	10315	355	346	302	523	0	502
gene-LOC101742166	NW_004582013.1	6050458	6060275	+	9818	220	252	226	368	0	337
gene-LOC110385775	NW_004582013.1	6067800	6069787	-	1988	42	29	44	48	0	45
gene-LOC101742307	NW_004582013.1	6070325	6079721	-	9397	242	315	274	339	0	331
gene-Pi3k60	NW_004582013.1	6080782	6086637	+	5856	288	330	237	716	0	706
gene-LOC778469	NW_004582013.1	6095353	6100897	-	5545	1873	2207	1863	2489	0	2386
gene-LOC101742459	NW_004582013.1	6104703	6118719	+	14017	1345	1599	1337	2516	0	2383
gene-LOC101742799	NW_004582013.1	6132089	6140385	+	8297	6	1	2	2	0	3
gene-LOC101745245	NW_004582013.1	6153728	6160066	+	6339	5	3	4	4	0	8
gene-LOC101745389	NW_004582013.1	6164039	6192498	-	28460	0	3	6	2	0	5
gene-LOC101745533	NW_004582013.1	6193665	6208650	-	14986	10	6	9	4	0	2
gene-LOC101743036	NW_004582013.1	6220549	6222664	-	2116	114	138	135	55	0	51
gene-LOC110385776	NW_004582013.1	6220580	6220927	+	348	0	0	0	0	0	0
gene-Jhamt	NW_004582013.1	6240149	6248068	-	7920	1	1	0	5	0	2
gene-LOC101745682	NW_004582013.1	6323891	6498322	-	174432	25	26	15	36	0	29
gene-LOC101743184	NW_004582013.1	6524304	6527892	+	3589	605	727	601	754	0	720
gene-LOC101743321	NW_004582013.1	6528428	6532953	-	4526	571	607	513	948	0	880
gene-LOC692683	NW_004582013.1	6539520	6559362	+	19843	998	1080	977	2066	0	1850
gene-Mir3327	NW_004582013.1	6563612	6563716	-	105	0	0	0	0	0	0
gene-Mir3338	NW_004582013.1	6563758	6563864	-	107	0	0	0	0	0	0
gene-DnaJ-12	NW_004582013.1	6569010	6571255	-	2246	514	558	488	366	0	347
gene-LOC101745970	NW_004582013.1	6576708	6609290	+	32583	1964	2269	1770	2428	0	2166
gene-LOC101743464	NW_004582013.1	6610329	6642380	-	32052	488	511	449	1068	0	1037
gene-LOC101746114	NW_004582013.1	6612734	6623128	-	10395	0	0	0	0	0	0
gene-LOC101743603	NW_004582013.1	6644201	6647296	+	3096	504	538	431	586	0	612
gene-LOC101743743	NW_004582013.1	6649208	6663812	-	14605	6	1	7	3	0	5
gene-Dpp	NW_004582013.1	6706734	6732549	-	25816	665	788	619	510	0	490
gene-LOC110385766	NW_004582013.1	6718209	6727802	+	9594	0	0	0	0	0	0
gene-LOC101743844	NW_004582013.1	6744747	6751026	+	6280	196	227	175	275	0	254
gene-LOC101744135	NW_004582013.1	6756476	6761103	-	4628	482	514	434	559	0	497
gene-RpL9	NW_004582013.1	6762117	6764632	+	2516	3818	4213	3802	3853	0	3582
gene-LOC101744274	NW_004582013.1	6769275	6811165	-	41891	1468	1539	1350	1986	0	1792
gene-LOC101744568	NW_004582013.1	6813614	6818605	+	4992	902	1050	910	701	0	681
gene-LOC101744417	NW_004582013.1	6818599	6829689	-	11091	848	995	827	1043	0	977
gene-LOC110385780	NW_004582013.1	6831120	6835557	-	4438	0	2	0	0	0	0
gene-LOC101746257	NW_004582013.1	6831923	6857412	+	25490	20	26	22	13	0	20
gene-LOC110385758	NW_004582013.1	6905728	6906857	+	1130	0	0	0	0	0	0
gene-LOC110385783	NW_004582013.1	7075158	7086860	-	11703	0	3	0	2	0	1
gene-LOC101744805	NW_004582013.1	7128079	7248602	-	120524	36	44	41	53	0	54
gene-LOC101744949	NW_004582013.1	7308535	7316887	-	8353	1	2	1	2	0	3
gene-Ser	NW_004582013.1	7317785	7331743	+	13959	1637	1940	1550	2866	0	2668
gene-Xdh1	NW_004582013.1	7335106	7343953	-	8848	8960	10072	8438	8552	0	7753
gene-Xdh2	NW_004582013.1	7345568	7359138	-	13571	795	880	750	748	0	657
gene-LOC100141456	NW_004582013.1	7365042	7365784	-	743	184	218	165	211	0	199
gene-LOC101745094	NW_004582013.1	7371026	7403047	+	32022	682	779	649	842	0	836
gene-LOC105842119	NW_004582013.1	7373414	7377592	-	4179	0	0	0	0	0	0
gene-LOC105842113	NW_004582013.1	7403090	7406901	-	3812	203	206	204	495	0	519
gene-LOC101746532	NW_004582013.1	7413883	7462109	-	48227	529	549	495	1991	0	1787
gene-LOC101745486	NW_004582013.1	7463784	7466932	+	3149	917	1057	905	1239	0	1150
gene-LOC101746668	NW_004582013.1	7468067	7494716	-	26650	25	36	21	50	0	44
gene-LOC105842107	NW_004582013.1	7507749	7511841	-	4093	0	2	3	0	0	3
gene-LOC101746807	NW_004582013.1	7519856	7546032	-	26177	372	455	396	399	0	375
gene-LOC101745624	NW_004582013.1	7546920	7552165	-	5246	464	571	474	638	0	571
gene-LOC101745774	NW_004582013.1	7556486	7564965	+	8480	319	341	263	507	0	448
gene-LOC101745918	NW_004582013.1	7566762	7569095	-	2334	249	250	269	302	0	246
gene-LOC101746060	NW_004582013.1	7569690	7585215	+	15526	21	20	21	18	0	18
gene-LOC101746205	NW_004582013.1	7586239	7592122	-	5884	224	259	200	296	0	256
gene-LOC101746579	NW_004582013.1	7595301	7702230	+	106930	370	445	379	682	0	660
gene-LOC105842122	NW_004582013.1	7668168	7691587	-	23420	0	0	0	0	0	0
gene-LOC101746721	NW_004582013.1	7704273	7715910	+	11638	7	8	2	8	0	5
gene-LOC110385785	NW_004582013.1	7728458	7732812	+	4355	0	1	0	2	0	3
gene-LOC110385786	NW_004582013.1	7732907	7733398	+	492	0	0	0	0	0	0
gene-LOC101747081	NW_004582013.1	7736332	7742034	-	5703	2	1	0	0	0	0
gene-LOC101746860	NW_004582013.1	7748808	7760012	+	11205	25	34	33	14	0	17
gene-LOC692868	NW_004582013.1	7763855	7892159	+	128305	465	493	416	510	0	440
gene-Cyp6ae9	NW_004582013.1	7795198	7803344	-	8147	0	0	0	0	0	0
gene-LOC101735701	NW_004582013.1	7890645	7896030	-	5386	424	506	431	600	0	531
gene-LOC101746996	NW_004582013.1	7901328	7908952	+	7625	330	393	320	439	0	398
gene-LOC100126177	NW_004582013.1	7905838	7911659	-	5822	334	368	318	588	0	581
gene-LOC101747132	NW_004582013.1	7916557	7929768	+	13212	476	541	465	736	0	725
gene-Elav	NW_004582013.1	7933964	7935445	+	1482	717	852	722	1014	0	911
gene-LOC101735339	NW_004582013.1	7937324	7943247	+	5924	39	26	24	26	0	24
gene-DESAT4	NW_004582013.1	7945543	7953683	-	8141	951	1132	957	855	0	762
gene-LOC110385770	NW_004582013.1	7957773	7958308	+	536	1	2	6	5	0	6
gene-LOC105842115	NW_004582013.1	7962643	7964286	+	1644	271	287	274	345	0	303
gene-LOC101735478	NW_004582013.1	7965763	7977964	-	12202	1412	1620	1390	1294	0	1193
gene-LOC100101165	NW_004582013.1	7979901	7982608	+	2708	1286	1454	1308	1337	0	1205
gene-LOC110385769	NW_004582013.1	7983457	7987019	+	3563	18	25	23	15	0	21
gene-LOC101735614	NW_004582013.1	7986163	8059652	-	73490	2407	2624	2200	3281	0	2981
gene-Glyp	NW_004582013.1	8063250	8072183	-	8934	594	744	518	847	0	805
gene-LOC101736193	NW_004582013.1	8074965	8088715	-	13751	685	754	612	888	0	833
gene-LOC105842120	NW_004582013.1	8087700	8098200	+	10501	0	1	1	2	0	2
gene-LOC101735754	NW_004582013.1	8089674	8102707	-	13034	521	618	491	345	0	334
gene-LOC101736414	NW_004582013.1	8103374	8110122	+	6749	1	3	3	2	0	6
gene-LOC101736540	NW_004582013.1	8117875	8135723	-	17849	263	314	246	875	0	715
gene-LOC101736102	NW_004582013.1	8138007	8156659	-	18653	22	29	22	12	0	14
gene-LOC101736675	NW_004582013.1	8169027	8170824	+	1798	99	103	70	234	0	222
gene-Syti	NW_004582013.1	8170175	8197479	-	27305	20	18	22	21	0	18
gene-LOC101736238	NW_004582013.1	8224253	8225539	-	1287	50	80	63	77	0	72
gene-CPR76	NW_004582014.1	44	4473	-	4430	0	5	1	0	0	1
gene-CPR77	NW_004582014.1	12694	14073	+	1380	1	1	3	3	0	1
gene-LOC101736194	NW_004582014.1	55568	56515	+	948	104	119	104	109	0	121
gene-LOC110385804	NW_004582014.1	74550	77364	-	2815	2	1	0	0	0	0
gene-LOC101742405	NW_004582014.1	93878	96544	+	2667	74	81	66	88	0	71
gene-LOC101742552	NW_004582014.1	98327	107775	-	9449	361	393	309	750	0	659
gene-RpS17	NW_004582014.1	111527	113570	-	2044	4663	5217	4494	4222	0	4027
gene-Fkbp45	NW_004582014.1	115131	120033	+	4903	6019	6583	5649	10374	0	9896
gene-LOC101742697	NW_004582014.1	120635	121657	-	1023	612	671	609	602	0	543
gene-LOC101742846	NW_004582014.1	123200	150726	-	27527	795	806	786	867	0	851
gene-LOC101736329	NW_004582014.1	173781	176036	+	2256	0	0	0	0	0	0
gene-LOC110385791	NW_004582014.1	177490	177997	+	508	0	0	1	0	0	1
gene-LOC110385796	NW_004582014.1	177961	182961	-	5001	0	0	0	0	0	1
gene-IIM1	NW_004582014.1	203650	205014	-	1365	0	0	0	0	0	0
gene-LOC105842130	NW_004582014.1	207001	235507	+	28507	19	19	29	14	0	21
gene-LOC101736580	NW_004582014.1	241727	253683	-	11957	76	106	69	287	0	233
gene-LOC101743465	NW_004582014.1	256678	264404	+	7727	603	636	542	1059	0	993
gene-LOC101743322	NW_004582014.1	264395	264944	-	550	188	239	192	329	0	338
gene-LOC101743185	NW_004582014.1	267011	270611	+	3601	1422	1616	1286	1430	0	1444
gene-LOC101743604	NW_004582014.1	272803	277842	-	5040	1604	1799	1514	1833	0	1777
gene-LOC101743744	NW_004582014.1	278844	286744	+	7901	978	1071	892	922	0	863
gene-LOC101743893	NW_004582014.1	287761	291935	-	4175	1017	1103	915	1012	0	999
gene-LOC101736724	NW_004582014.1	293221	300684	-	7464	586	646	534	633	0	599
gene-LOC101744136	NW_004582014.1	304270	305173	+	904	470	524	450	674	0	626
gene-LOC101744275	NW_004582014.1	313712	330387	-	16676	584	609	509	1186	0	1174
gene-LOC101744521	NW_004582014.1	333274	334522	+	1249	128	152	137	119	0	112
gene-LOC101744664	NW_004582014.1	335498	336640	-	1143	798	836	706	929	0	884
gene-LOC101744807	NW_004582014.1	337293	418130	+	80838	772	852	763	1431	0	1304
gene-LOC101736988	NW_004582014.1	416893	435918	-	19026	19	11	16	19	0	25
gene-LOC101744951	NW_004582014.1	441691	497504	-	55814	80	109	97	114	0	86
gene-Mir3284	NW_004582014.1	469801	469899	+	99	0	0	0	0	0	0
gene-RpS15	NW_004582014.1	500970	504665	-	3696	2570	2883	2444	2444	0	2159
gene-LOC101745096	NW_004582014.1	511810	513666	-	1857	125	159	116	246	0	234
gene-LOC101737263	NW_004582014.1	527818	584935	+	57118	463	473	402	1362	0	1155
gene-LOC101745246	NW_004582014.1	592870	659438	+	66569	68	70	53	75	0	67
gene-LOC101737406	NW_004582014.1	659501	669759	-	10259	2769	3089	2491	5351	0	4786
gene-CSP16	NW_004582014.1	676051	689452	-	13402	770	905	808	848	0	785
gene-LOC101745487	NW_004582014.1	692362	695238	+	2877	275	289	247	423	0	374
gene-LOC101737549	NW_004582014.1	698616	709469	-	10854	620	717	542	1092	0	1048
gene-mRpL2	NW_004582014.1	709753	718257	+	8505	310	329	281	415	0	448
gene-LOC101745625	NW_004582014.1	720310	730082	-	9773	451	529	424	517	0	520
gene-RpS6	NW_004582014.1	731405	735088	+	3684	7468	8445	7297	7404	0	6906
gene-LOC101737693	NW_004582014.1	736077	743840	-	7764	28	27	26	25	0	18
gene-LOC100463493	NW_004582014.1	747661	761030	+	13370	179	213	153	165	0	145
gene-LOC101738220	NW_004582014.1	1007686	1097086	-	89401	224	200	176	417	0	433
gene-LOC101738492	NW_004582014.1	1121218	1122658	+	1441	0	0	1	1	0	0
gene-Or-42	NW_004582014.1	1135221	1140944	+	5724	0	2	0	0	0	0
gene-LOC101745775	NW_004582014.1	1156137	1160280	+	4144	1	0	2	4	0	1
gene-LOC101745919	NW_004582014.1	1160755	1167948	+	7194	4	4	3	1	0	2
gene-LOC101746061	NW_004582014.1	1169709	1173416	+	3708	0	3	0	1	0	1
gene-LOC110385800	NW_004582014.1	1305467	1325141	+	19675	11	12	8	6	0	5
gene-LOC101746206	NW_004582014.1	1358552	1359943	-	1392	575	656	571	820	0	751
gene-LOC101746348	NW_004582014.1	1360040	1362830	+	2791	1032	1166	944	1027	0	977
gene-LOC101738898	NW_004582014.1	1368912	1422784	+	53873	557	687	619	1538	0	1373
gene-LOC101746488	NW_004582014.1	1421742	1424685	-	2944	786	910	785	497	0	481
gene-LOC101746634	NW_004582014.1	1428195	1456065	+	27871	17	11	9	17	0	22
gene-LOC101746774	NW_004582014.1	1457414	1468016	-	10603	4	3	3	1	0	4
gene-LOC101746915	NW_004582014.1	1472747	1481285	-	8539	77	86	72	94	0	88
gene-LOC101747217	NW_004582014.1	1482598	1504559	-	21962	1527	1653	1340	1684	0	1529
gene-LOC101739040	NW_004582014.1	1508890	1540672	+	31783	113	129	106	403	0	303
gene-Mir2794	NW_004582014.1	1547160	1547252	+	93	37	41	29	60	0	42
gene-LOC101735428	NW_004582014.1	1551079	1572740	-	21662	2221	2528	2152	2553	0	2468
gene-LOC110385808	NW_004582014.1	1563954	1565797	-	1844	0	0	0	0	0	0
gene-LOC692448	NW_004582014.1	1584059	1792153	+	208095	479	466	442	793	0	725
gene-Mir3291	NW_004582014.1	1625481	1625613	-	133	0	0	0	0	0	0
gene-LOC110385789	NW_004582014.1	1884681	1885226	-	546	0	1	1	3	0	5
gene-Mek	NW_004582014.1	1980085	1989239	-	9155	1078	1213	1024	1641	0	1596
gene-LOC101739324	NW_004582014.1	1991212	1997168	-	5957	1499	1664	1411	2217	0	2122
gene-LOC101735561	NW_004582014.1	1998216	2000418	+	2203	0	0	1	1	0	0
gene-LOC101735803	NW_004582014.1	2006007	2030107	+	24101	17	15	20	8	0	13
gene-LOC101735931	NW_004582014.1	2032885	2043049	-	10165	1061	1147	992	1430	0	1354
gene-LOC101739747	NW_004582014.1	2093295	2141892	+	48598	20	21	8	34	0	26
gene-LOC101740017	NW_004582014.1	2206261	2312353	-	106093	80	104	74	57	0	80
gene-LOC101740152	NW_004582014.1	2316447	2337449	+	21003	1	4	6	2	0	4
gene-Mir2816-2	NW_004582014.1	2333235	2333308	+	74	0	0	0	0	0	0
gene-LOC110385797	NW_004582014.1	2394433	2433095	-	38663	8	13	12	14	0	13
gene-LOC101740296	NW_004582014.1	2489220	2649005	+	159786	299	305	274	342	0	320
gene-LOC101736150	NW_004582014.1	2501243	2568473	-	67231	0	0	0	0	0	0
gene-LOC101740423	NW_004582014.1	2592266	2614598	-	22333	0	0	0	0	0	0
gene-LOC101736541	NW_004582014.1	2652660	2740692	-	88033	139	163	145	245	0	227
gene-LOC101736415	NW_004582014.1	2698103	2703194	+	5092	0	0	0	0	0	0
gene-LOC101736676	NW_004582014.1	2741395	2758661	-	17267	2044	2230	1960	3560	0	3337
gene-LOC101740554	NW_004582014.1	2772742	2821883	-	49142	149	157	112	428	0	413
gene-LOC101740690	NW_004582014.1	2821941	2825015	+	3075	275	327	246	547	0	501
gene-LOC110385798	NW_004582014.1	2822409	2822885	+	477	0	0	0	0	0	0
gene-LOC101740831	NW_004582014.1	2831633	3095470	+	263838	839	856	744	783	0	722
gene-CPR20	NW_004582014.1	2852751	2856534	-	3784	0	0	0	0	0	0
gene-CPR21	NW_004582014.1	2858380	2868380	-	10001	0	0	0	0	0	0
gene-LOC110385788	NW_004582014.1	3102876	3108883	-	6008	0	0	0	1	0	0
gene-LOC110385793	NW_004582014.1	3225101	3340427	+	115327	104	134	122	214	0	189
gene-LOC101741117	NW_004582014.1	3402096	3486912	+	84817	5	28	13	19	0	17
gene-Mir2856-1	NW_004582014.1	3494478	3494565	+	88	0	0	0	0	0	0
gene-NGR-A21	NW_004582014.1	3526861	3614322	+	87462	17	25	18	22	0	32
gene-LOC101736896	NW_004582014.1	3683459	3691801	+	8343	6	2	5	1	0	1
gene-LOC101741259	NW_004582014.1	3728004	3769467	+	41464	6	12	13	10	0	9
gene-LOC110385801	NW_004582014.1	3888163	3892949	+	4787	4	9	11	19	0	21
gene-LOC101741398	NW_004582014.1	3912361	3913917	+	1557	1	0	0	0	0	0
gene-LOC101737026	NW_004582014.1	3947658	3948790	+	1133	1	0	0	0	0	0
gene-LOC110385790	NW_004582014.1	3985748	3993923	-	8176	5	3	1	3	0	2
gene-LOC110385792	NW_004582014.1	3997312	3998532	+	1221	0	0	0	0	0	0
gene-LOC110385794	NW_004582014.1	4083752	4085341	-	1590	6	3	3	8	0	1
gene-LOC100862799	NW_004582014.1	4103255	4109471	+	6217	7	1	3	1	0	1
gene-LOC101737118	NW_004582014.1	4111084	4112209	+	1126	5	3	4	1	0	3
gene-LOC101737405	NW_004582014.1	4118740	4125231	-	6492	1096	1347	1103	2102	0	2010
gene-LOC101737692	NW_004582014.1	4135012	4137129	+	2118	789	982	810	763	0	618
gene-LOC733143	NW_004582014.1	4137413	4138458	-	1046	3462	3758	3172	3312	0	3304
gene-LOC101737548	NW_004582014.1	4139293	4144763	+	5471	992	1082	1050	1022	0	986
gene-Elp1	NW_004582014.1	4147792	4156535	+	8744	1321	1481	1250	1574	0	1512
gene-LOC101737826	NW_004582014.1	4156588	4159498	-	2911	552	669	534	438	0	379
gene-LOC101737958	NW_004582014.1	4160810	4167616	+	6807	1096	1166	1009	1223	0	1153
gene-LOC101741678	NW_004582014.1	4168367	4269502	-	101136	1245	1363	1196	1455	0	1327
gene-LOC101738312	NW_004582014.1	4312813	4321389	+	8577	1001	1137	1022	2205	0	2115
gene-LOC101738178	NW_004582014.1	4321386	4336220	-	14835	1883	2109	1805	2746	0	2744
gene-LOC101738451	NW_004582014.1	4336927	4340327	+	3401	446	520	426	739	0	799
gene-LOC101738583	NW_004582014.1	4343404	4351037	-	7634	824	916	802	1618	0	1483
gene-LOC101738717	NW_004582014.1	4352542	4360123	+	7582	2458	2737	2274	3763	0	3498
gene-LOC101739323	NW_004582014.1	4360035	4369471	-	9437	12	14	6	11	0	16
gene-LOC110385803	NW_004582014.1	4378452	4382048	-	3597	0	0	1	0	0	0
gene-Or-8	NW_004582014.1	4394928	4403487	+	8560	2	5	3	0	0	0
gene-Or-21	NW_004582014.1	4441325	4450481	+	9157	1	1	1	1	0	0
gene-LOC101739466	NW_004582014.1	4453895	4463115	+	9221	6	4	6	4	0	4
gene-LOC101741972	NW_004582014.1	4599766	4648422	+	48657	23	16	16	43	0	30
gene-Or-44	NW_004582014.1	4727444	4740295	+	12852	8	12	7	19	0	20
gene-LOC110385805	NW_004582014.1	4739261	4740217	-	957	0	0	0	0	0	0
gene-LOC105842135	NW_004582014.1	4753702	4760099	+	6398	25	28	19	149	0	103
gene-LOC101742268	NW_004582014.1	4767679	4822234	+	54556	1411	1676	1379	3626	0	3167
gene-LOC101742406	NW_004582014.1	4822230	4835757	-	13528	141	175	181	215	0	181
gene-LOC105842137	NW_004582014.1	4839303	4840171	-	869	0	0	0	0	0	0
gene-LOC110385795	NW_004582014.1	4840284	4841042	+	759	1	1	2	3	0	5
gene-LOC101739746	NW_004582014.1	4842636	4886388	+	43753	495	576	488	635	0	616
gene-LOC101739606	NW_004582014.1	4886627	4889145	-	2519	17	20	12	29	0	27
gene-LOC101739884	NW_004582014.1	4890137	4894124	-	3988	389	416	386	559	0	493
gene-LOC101740830	NW_004582014.1	4897685	4900371	+	2687	1013	1075	973	1166	0	1123
gene-LOC101740600	NW_004582014.1	4903210	4903729	+	520	9486	10350	9247	7181	0	6591
gene-Cdk7	NW_004582014.1	4905420	4912231	+	6812	393	404	376	587	0	584
gene-LOC101740464	NW_004582014.1	4912612	4923432	-	10821	22	25	23	6	0	12
gene-LOC101740241	NW_004582014.1	4926252	4936716	+	10465	2942	3242	2798	4458	0	4290
gene-LOC101742553	NW_004582014.1	4936722	4941968	+	5247	177	192	180	177	0	163
gene-LOC101740016	NW_004582014.1	4941173	4946275	-	5103	720	843	707	1123	0	1018
gene-LOC101741077	NW_004582014.1	4948950	5019432	+	70483	866	921	863	1404	0	1253
gene-LOC101741360	NW_004582014.1	5021407	5022900	+	1494	808	950	819	758	0	699
gene-LOC101742699	NW_004582014.1	5025156	5067188	-	42033	778	864	691	1890	0	1714
gene-LOC101741496	NW_004582014.1	5069158	5074787	-	5630	32	34	37	45	0	43
gene-Gro	NW_004582014.1	5078391	5144029	-	65639	2090	2435	1986	2531	0	2448
gene-Mpk	NW_004582014.1	5173895	5176758	+	2864	690	765	646	719	0	706
gene-Cyp6b29	NW_004582014.1	5214603	5218292	-	3690	0	0	1	6	0	3
gene-Nav	NW_004582014.1	5225762	5260065	+	34304	6	18	7	13	0	3
gene-LOC101741924	NW_004582014.1	5261438	5276883	-	15446	987	1079	945	1865	0	1668
gene-LOC101742167	NW_004582014.1	5279124	5280113	-	990	123	126	140	169	0	145
gene-LOC101742308	NW_004582014.1	5285400	5290320	+	4921	1738	1978	1611	2145	0	1953
